
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 10, 1998 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	35,486	45,134	413,063	355,206	2,312	1,325	247,838	225,294	3,023	2,724											
NEW ENGLAND	1,381	1,895	14,595	13,631	279	220	4,204	4,547	51	47											
Maine	24	46	770	796	33	-	55	54	-	-											
N.H.	28	29	673	618	39	40	71	75	-	-											
Vt.	17	31	324	315	18	10	33	44	-	3											
Mass.	712	640	6,491	5,537	130	131	1,707	1,629	48	37											
R.I.	94	119	1,757	1,547	11	1	291	349	3	7											
Conn.	506	1,030	4,580	4,818	48	38	2,047	2,396	-	-											
MID. ATLANTIC	9,642	13,768	47,329	44,057	242	63	27,515	29,123	294	252											
Upstate N.Y.	1,102	2,133	N	N	184	-	4,405	5,070	230	182											
N.Y. City	5,457	7,287	26,156	20,907	6	12	11,673	10,622	-	-											
N.J.	1,765	2,742	8,087	7,635	52	41	5,193	5,906	-	-											
Pa.	1,318	1,606	13,086	15,515	N	10	6,244	7,525	64	70											
E.N. CENTRAL	2,567	3,369	67,248	46,250	355	255	47,976	30,324	404	452											
Ohio	540	722	19,507	16,916	99	53	12,605	11,103	7	15											
Ind.	414	444	4,656	6,873	80	40	3,503	4,603	5	12											
Ill.	993	1,346	19,286	U	86	39	16,149	U	28	75											
Mich.	468	648	16,069	14,047	90	54	12,419	10,960	364	325											
Wis.	152	209	7,730	8,414	N	69	3,300	3,658	-	25											
W.N. CENTRAL	664	902	23,110	24,863	415	234	11,634	10,921	261	50											
Minn.	136	156	4,696	5,070	200	98	1,788	1,761	9	3											
Iowa	58	85	2,063	3,407	79	46	660	893	8	25											
Mo.	312	446	9,246	9,205	37	47	6,660	5,641	236	9											
N. Dak.	4	10	616	655	10	13	51	52	-	2											
S. Dak.	13	8	1,156	1,025	22	21	181	112	-	-											
Nebr.	59	83	1,484	1,996	42	-	509	865	3	2											
Kans.	82	114	3,849	3,505	25	9	1,785	1,597	5	9											
S. ATLANTIC	9,235	11,113	82,945	71,699	190	119	68,638	70,714	141	183											
Del.	112	183	1,974	2	-	2	1,141	942	-	-											
Md.	1,304	1,682	5,723	5,429	27	12	6,927	8,792	8	4											
D.C.	691	828	N	N	1	-	2,776	3,361	-	-											
Va.	688	880	10,559	9,007	N	38	7,036	6,443	11	23											
W. Va.	70	88	1,982	2,255	8	6	627	704	6	15											
N.C.	638	680	16,880	13,259	45	37	14,771	13,147	19	41											
S.C.	604	621	13,505	9,686	10	8	8,579	9,006	5	34											
Ga.	972	1,265	17,764	12,149	61	-	15,175	14,254	9	-											
Fla.	4,156	4,886	14,558	19,912	38	16	11,606	14,065	83	66											
E.S. CENTRAL	1,444	1,554	29,895	26,866	94	33	29,475	27,077	169	287											
Ky.	222	292	4,859	4,947	25	-	2,804	3,188	18	11											
Tenn.	522	631	10,239	9,717	45	29	8,958	8,442	144	192											
Ala.	395	384	7,724	6,648	21	2	9,992	9,271	5	10											
Miss.	305	247	7,073	5,554	3	2	7,721	6,176	2	74											
W.S. CENTRAL	4,202	4,686	64,462	52,707	107	14	38,035	33,982	549	371											
Ark.	159	180	2,877	2,292	9	6	2,144	3,818	13	11											
La.	708	813	11,654	7,258	5	2	9,919	7,007	69	166											
Okla.	238	240	7,721	5,780	13	6	4,223	3,787	12	7											
Tex.	3,097	3,453	42,210	37,377	80	-	21,749	19,370	455	187											
MOUNTAIN	1,230	1,290	23,320	22,601	280	194	6,519	6,234	287	248											
Mont.	23	35	1,009	812	15	-	32	48	7	20											
Idaho	19	41	1,536	1,237	34	19	138	107	87	51											
Wyo.	1	13	419	446	52	54	19	43	52	63											
Colo.	230	313	6,295	5,416	65	48	1,780	1,744	26	27											
N. Mex.	179	141	2,613	2,900	17	13	648	678	77	46											
Ariz.	499	317	7,537	8,207	21	25	2,724	2,741	5	24											
Utah	101	110	1,616	1,317	65	21	178	208	21	4											
Nev.	178	320	2,295	2,266	11	14	1,000	665	12	13											
PACIFIC	5,121	6,557	60,159	52,532	350	193	13,842	12,372	867	834											
Wash.	335	527	8,359	6,938	71	56	1,470	1,482	17	22											
Oreg.	138	249	4,463	3,754	92	89	644	579	5	3											
Calif.	4,500	5,687	44,116	39,295	183	35	11,121	9,613	790	673											
Alaska	17	43	1,452	1,169	4	-	248	306	1	-											
Hawaii	131	51	1,769	1,376	N	13	359	392	54	136											
Guam	-	2	201	193	N	-	24	27	-	-											
P.R.	1,246	1,510	U	U	6	U	287	457	-	-											
V.I.	24	79	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	18	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


