
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 22, 2006 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	21	75	245	1,773	2,082	43	85	597	2,107	2,897	26	41	127	854	861						
NEW ENGLAND	2	5	22	104	237	-	2	9	36	81	2	2	12	46	47						
Conn.	-	1	3	21	29	-	0	3	-	29	1	0	8	17	15						
Maine	1	0	2	5	1	-	0	2	11	6	-	0	1	3	3						
Mass.	-	3	14	50	142	-	1	5	14	26	-	1	6	15	19						
N.H.	1	0	7	16	55	-	0	2	7	17	-	0	1	1	5						
R.I.	-	0	4	5	5	-	0	2	4	1	1	0	10	8	3						
Vt.	-	0	2	7	5	-	0	1	-	2	-	0	3	2	2						
MID. ATLANTIC	1	9	24	161	345	-	9	55	191	379	11	13	53	241	283						
N.J.	-	2	9	32	63	-	3	10	47	140	-	1	11	9	61						
N.Y. (Upstate)	1	1	14	46	54	-	1	43	35	34	11	5	29	118	60						
N.Y. City	-	2	10	53	172	-	1	5	28	78	-	1	20	13	55						
Pa.	-	1	6	30	56	-	3	9	81	127	-	6	17	101	107						
E.N. CENTRAL	-	6	15	147	187	10	8	24	185	327	2	9	25	176	154						
Ill.	-	1	11	24	57	-	0	6	7	94	-	1	5	14	22						
Ind.	-	0	5	17	11	5	0	17	28	17	1	0	6	13	12						
Mich.	-	2	8	55	63	2	3	7	76	108	1	2	6	43	42						
Ohio	-	1	4	39	31	2	2	7	68	81	-	4	19	87	64						
Wis.	-	1	5	12	25	1	0	4	6	27	-	0	5	19	14						
