
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 23, 1998 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1998
Legionellosis cummulative for 1997
Lyme Disease cummulative for 1998
Lyme Disease cummulative for 1997
Malaria cummulative for 1998
Malaria cummulative for 1997
Syphilis (Primary and Secondary) cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1997
Tuberculosis cummulative for 1998
Tuberculosis cummulative for 1997
Rabies, Animal cummulative for 1998
Rabies, Animal cummulative for 1997

tab delimited data:
test
UNITED STATES	387	318	1,546	1,222	396	506	2,525	3,384	2,363	6,061	2,586										
NEW ENGLAND	22	26	367	255	17	22	29	66	107	151	504										
Maine	1	1	1	3	1	1	1	-	U	15	80										
N.H.	2	4	7	6	3	2	1	-	2	1	33										
Vt.	1	3	2	2	-	1	2	-	1	2	29										
Mass.	8	10	77	47	11	16	20	36	87	79	157										
R.I.	4	4	26	33	2	2	-	-	17	7	33										
Conn.	6	4	254	164	-	-	5	30	U	47	172										
MID. ATLANTIC	85	56	945	753	110	138	86	166	207	1,106	567										
Upstate N.Y.	25	12	499	96	28	22	9	18	U	148	390										
N.Y. City	14	2	2	59	51	82	21	33	U	578	U										
N.J.	4	7	124	190	17	24	18	77	207	226	77										
Pa.	42	35	320	408	14	10	38	38	U	154	100										
E.N. CENTRAL	119	124	23	21	27	51	362	297	172	596	16										
Ohio	52	59	22	7	2	4	69	95	5	120	15										
Ind.	17	16	1	9	1	4	65	68	U	51	-										
Ill.	12	5	-	2	6	24	136	24	167	293	1										
Mich.	24	31	-	3	17	15	72	45	U	89	-										
Wis.	14	13	U	U	1	4	20	65	U	43	-										
W.N. CENTRAL	29	24	11	12	21	11	63	66	74	183	260										
Minn.	3	1	3	9	8	5	3	13	U	49	48										
Iowa	2	4	7	-	2	3	-	3	U	20	50										
Mo.	11	2	-	2	8	2	48	34	62	71	15										
N. Dak.	-	2	-	-	1	-	-	-	U	4	45										
S. Dak.	-	1	-	-	-	-	1	-	9	2	54										
Nebr.	10	10	-	1	-	1	4	-	3	4	2										
Kans.	3	4	1	-	2	-	7	16	U	33	46										
S. ATLANTIC	51	39	134	125	102	92	1,097	1,368	503	1,084	840										
Del.	6	5	-	24	1	2	12	11	-	13	17										
Md.	10	11	100	84	33	32	257	382	98	107	209										
D.C.	3	2	4	5	7	6	31	49	43	34	-										
Va.	4	4	6	-	15	22	72	113	89	111	250										
W. Va.	N	N	4	-	-	-	2	3	21	21	36										
N.C.	6	5	3	3	8	6	319	273	142	127	136										
S.C.	4	2	1	1	3	5	130	168	U	90	62										
Ga.	-	-	2	1	13	12	191	243	U	200	45										
Fla.	17	10	14	7	22	7	83	126	U	381	85										
E.S. CENTRAL	12	10	17	25	10	14	417	746	-	452	109										
Ky.	8	-	3	3	1	3	46	62	U	63	16										
Tenn.	4	4	7	9	6	4	212	304	U	146	66										
Ala.	-	2	7	2	3	4	98	193	U	161	27										
Miss.	-	4	-	11	-	3	61	187	U	82	-										
W.S. CENTRAL	9	5	5	3	10	7	272	464	41	904	69										
Ark.	-	-	2	1	-	1	47	65	41	76	1										
La.	-	1	-	1	4	4	116	153	-	58	-										
Okla.	4	1	-	-	1	2	20	48	U	66	68										
Tex.	5	3	3	1	5	-	89	198	U	704	-										
MOUNTAIN	24	18	1	2	19	30	80	69	117	189	60										
Mont.	1	1	-	-	-	2	-	-	12	2	19										
Idaho	-	1	-	-	2	-	-	-	4	4	-										
Wyo.	1	1	-	-	-	1	-	-	2	2	35										
Colo.	4	4	-	-	6	15	4	2	U	42	1										
N. Mex.	2	1	-	-	6	4	10	-	7	6	-										
Ariz.	4	4	-	1	4	3	61	59	71	83	5										
Utah	11	4	-	-	1	1	3	2	21	6	-										
Nev.	1	2	1	1	-	4	2	6	U	44	-										
PACIFIC	36	16	43	26	80	141	119	142	1,142	1,396	161										
Wash.	3	3	1	-	6	8	7	6	-	116	-										
Oreg.	-	-	5	8	9	8	2	3	U	57	-										
Calif.	33	12	37	18	64	121	110	131	1,066	1,109	146										
Alaska	-	-	-	-	-	2	-	1	16	35	15										
Hawaii	-	1	-	-	1	2	-	1	60	79	-										
Guam	-	-	-	-	-	-	-	3	-	13	-										
P.R.	-	-	-	-	-	3	92	80	46	88	24										
V.I.	-	-	-	-	-	-	-	-	-	-	-										
Amer. Samoa	-	-	-	-	-	-	-	-	-	-	-										
C.N.M.I.	-	-	-	-	-	-	1	5	8	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


