
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 12, 2006 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	54	54	297	1,274	1,455	183	214	1,013	5,833	8,038	50	86	283	3,296	3,170						
NEW ENGLAND	1	3	33	121	125	-	4	40	149	178	-	5	15	157	197						
Conn.	-	0	32	32	32	-	0	34	34	30	U	0	3	U	75						
Maine	-	0	5	7	18	-	0	3	3	9	-	0	2	14	11						
Mass.	-	1	9	61	48	-	3	9	98	112	-	3	6	97	82						
N.H.	-	0	2	12	12	-	0	4	6	5	-	0	9	33	13						
R.I.	-	0	2	2	3	-	0	6	5	10	-	0	3	4	7						
Vt.	-	0	2	2	12	-	0	2	3	12	-	0	2	9	9						
MID. ATLANTIC	5	5	107	87	177	9	15	72	435	753	4	14	43	603	665						
N.J.	-	0	7	3	36	-	4	16	145	218	-	2	7	87	138						
N.Y. (Upstate)	-	1	103	18	67	9	4	60	148	171	3	4	32	227	191						
N.Y. City	-	0	4	12	9	-	4	14	94	273	-	1	10	68	130						
Pa.	-	0	8	3	65	-	2	48	48	91	1	5	13	221	206						
E.N. CENTRAL	6	10	38	249	287	2	20	96	524	602	7	16	43	592	668						
Ill.	-	1	10	35	78	-	7	26	156	183	-	4	10	111	221						
