
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2007 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	29	43	241	893	992	4	6	32	130	137	117	181	262	2,363	2,684						
NEW ENGLAND	1	1	7	21	14	1	0	1	2	2	7	4	13	56	64						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	10	6	15						
Maine	-	0	2	4	3	1	0	0	1	1	-	0	1	1	3						
Mass.	-	0	0	-	-	-	0	0	-	-	1	2	7	34	34						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	2	5	5						
R.I.	-	0	4	8	3	-	0	1	1	-	5	0	3	9	5						
Vt.	1	0	2	9	8	-	0	1	-	1	-	0	1	1	2						
MID. ATLANTIC	2	3	8	61	52	-	0	5	14	8	33	24	45	484	329						
N.J.	-	0	0	-	-	-	0	0	-	-	2	3	8	57	52						
N.Y. (Upstate)	1	1	5	21	15	-	0	4	7	3	5	2	14	37	45						
N.Y. City	-	0	0	-	-	-	0	0	-	-	21	14	35	320	156						
Pa.	1	2	6	40	37	-	0	2	7	5	5	4	12	70	76						
E.N. CENTRAL	7	10	40	224	220	1	1	7	25	39	11	15	32	169	280						
Ill.	-	0	2	3	8	-	0	1	1	3	2	6	13	35	156						
Ind.	4	2	30	48	46	-	0	5	3	11	-	1	5	14	26						
Mich.	-	0	3	-	9	-	0	1	-	1	3	2	10	37	27						
Ohio	3	5	38	173	157	1	1	5	21	24	5	4	9	68	58						
