
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending December 16, 2006 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	15	66	245	3,170	4,137	21	84	574	3,960	4,647	21	41	127	2,307	2,141						
NEW ENGLAND	-	3	20	158	441	-	2	8	91	150	5	2	12	122	148						
Conn.	-	1	2	40	49	-	0	3	30	46	5	0	9	54	35						
Maine	-	0	2	6	7	-	0	2	22	14	-	0	2	9	7						
Mass.	-	0	6	51	283	-	0	5	14	52	-	0	4	27	66						
N.H.	-	0	16	37	81	-	0	2	13	29	-	0	1	1	9						
R.I.	-	0	4	16	15	-	0	4	9	3	-	0	10	23	21						
Vt.	-	0	2	8	6	-	0	1	3	6	-	0	2	8	10						
MID. ATLANTIC	2	6	17	338	631	2	8	55	407	634	7	13	47	859	748						
N.J.	-	1	5	71	152	-	2	8	96	234	-	1	11	96	121						
N.Y. (Upstate)	1	2	14	90	96	1	1	43	59	57	5	5	30	316	209						
N.Y. City	-	2	10	113	285	-	2	5	89	128	-	2	16	134	115						
Pa.	1	1	5	64	98	1	3	9	163	215	2	5	19	313	303						
E.N. CENTRAL	1	6	13	288	366	4	8	24	385	548	2	8	25	456	437						
Ill.	-	1	4	61	124	-	1	7	61	152	-	0	3	21	62						
Ind.	-	0	5	29	20	-	0	17	56	40	-	0	4	36	32						
Mich.	1	2	6	109	126	-	3	6	135	181	-	2	11	135	119						
Ohio	-	1	4	52	50	4	2	10	125	130	2	4	19	228	190						
Wis.	-	1	4	37	46	-	0	2	8	45	-	0	5	36	34						
W.N. CENTRAL	-	2	30	123	118	-	3	22	153	269	-	1	15	76	96						
Iowa	-	0	2	11	20	-	0	3	16	28	-	0	3	10	8						
Kans.	-	0	5	26	16	-	0	2	10	30	-	0	2	6	3						
