
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 15, 2008 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	38	96	259	4,595	4,621	32	35	166	1,427	1,567											
NEW ENGLAND	1	6	31	315	352	11	1	14	71	114											
Conn.	1	0	26	96	109	11	0	11	11	13											
Maine	-	0	3	25	25	-	0	1	2	3											
Mass.	-	3	8	138	168	-	0	5	39	77											
N.H.	-	0	2	26	26	-	0	1	11	11											
R.I.	-	0	9	18	8	-	0	2	7	8											
Vt.	-	0	2	12	16	-	0	1	1	2											
MID. ATLANTIC	7	18	43	896	849	5	4	19	188	276											
N.J.	-	3	11	137	156	-	1	6	55	56											
N.Y. (Upstate)	1	6	17	291	256	5	2	14	92	90											
N.Y. City	-	4	10	165	206	-	0	8	41	130											
Pa.	6	6	16	303	231	N	0	0	N	N											
E.N. CENTRAL	6	19	42	843	873	4	6	23	238	273											
Ill.	1	5	16	222	263	-	1	6	48	74											
Ind.	-	2	11	119	105	1	0	14	35	18											
Mich.	-	3	10	158	186	2	1	5	67	69											
Ohio	5	5	14	242	204	-	1	5	54	55											
Wis.	-	2	10	102	115	1	1	3	34	57											
W.N. CENTRAL	-	5	39	343	310	1	2	16	126	89											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	35	30	1	0	3	18	1											
Minn.	-	0	35	154	149	-	0	13	53	47											
Mo.	-	2	10	82	79	-	1	2	30	24											
Nebr.	-	1	3	39	23	-	0	3	8	16											
N. Dak.	-	0	5	12	18	-	0	2	8	1											
S. Dak.	-	0	2	21	11	-	0	1	9	-											
S. ATLANTIC	13	22	37	989	1,127	4	6	16	264	286											
Del.	-	0	2	8	10	-	0	0	-	-											
D.C.	-	0	4	26	17	-	0	1	2	2											
Fla.	7	5	11	239	287	3	1	4	59	60											
Ga.	3	4	14	214	220	-	1	5	62	67											
Md.	2	4	8	165	188	1	1	5	49	59											
N.C.	-	2	10	125	149	N	0	0	N	N											
S.C.	-	1	5	62	90	-	1	4	46	50											
Va.	1	3	12	118	140	-	1	6	38	41											
W. Va.	-	0	3	32	26	-	0	1	8	7											
E.S. CENTRAL	1	4	9	158	194	1	2	11	90	88											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	36	37	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	20	5											
Tenn.	1	3	6	122	157	1	2	9	70	83											
W.S. CENTRAL	3	9	85	413	277	3	5	66	239	216											
Ark.	-	0	2	5	17	-	0	2	6	13											
La.	-	0	2	15	15	-	0	2	10	33											
Okla.	2	2	19	102	62	1	1	7	59	47											
Tex.	1	6	65	291	183	2	3	58	164	123											
MOUNTAIN	5	11	22	490	510	3	4	12	197	212											
Ariz.	-	4	9	184	192	1	2	8	100	101											
Colo.	4	3	8	135	126	2	1	4	55	42											
Idaho	-	0	2	15	16	-	0	1	5	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	1	0	1	12	2	N	0	0	N	N											
N. Mex.	-	2	8	88	93	-	0	3	17	38											
Utah	-	1	5	50	76	-	0	3	15	28											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	2	3	10	148	129	-	0	2	14	13											
Alaska	-	1	4	36	24	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	2	2	10	112	105	-	0	2	14	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	14	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


