
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending June 24, 2006 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	74	108	192	2,562	2,942	37	35	246	561	453	533	751	2,291	13,395	15,246						
NEW ENGLAND	9	12	26	279	351	-	0	2	1	2	2	34	165	678	905						
Conn.	4	3	13	72	79	-	0	0	-	-	-	4	157	157	184						
Maine	-	1	5	35	31	N	0	0	N	N	-	2	7	34	86						
Mass.	2	4	17	130	199	-	0	2	1	1	1	19	41	391	494						
N.H.	-	0	3	6	4	-	0	1	-	-	-	2	12	45	70						
R.I.	-	0	4	1	11	-	0	2	-	1	1	0	17	37	31						
Vt.	3	1	7	35	27	-	0	0	-	-	-	1	10	14	40						
MID. ATLANTIC	17	19	46	497	424	-	1	7	17	32	44	75	272	1,487	1,878						
N.J.	N	0	0	N	N	-	0	3	-	10	-	11	41	191	361						
N.Y. (Upstate)	17	11	24	224	223	-	0	1	1	-	27	22	233	388	442						
N.Y. City	-	0	3	-	14	-	0	2	4	4	-	23	44	388	473						
Pa.	-	8	35	273	187	-	1	5	12	18	17	28	61	520	602						
E.N. CENTRAL	9	2	9	39	99	1	0	7	9	13	56	92	219	1,841	2,262						
Ill.	-	0	4	-	16	-	0	4	1	6	-	26	53	403	877						
Ind.	-	0	3	6	4	1	0	1	2	-	24	11	69	248	196						
Mich.	3	1	4	21	9	-	0	1	-	2	11	17	35	355	391						
Ohio	6	0	2	12	70	-	0	3	6	4	21	25	52	521	449						
Wis.	N	0	2	N	N	-	0	1	-	1	-	15	44	314	349						
W.N. CENTRAL	8	5	15	117	166	5	2	12	72	55	46	44	89	941	991						
Iowa	-	0	2	16	-	-	0	2	-	1	1	7	18	145	160						
Kans.	-	1	5	34	48	1	0	1	2	2	7	7	17	135	140						
Minn.	4	1	5	17	33	-	0	1	1	-	23	10	30	229	232						
Mo.	4	1	6	16	26	4	2	12	64	49	13	15	40	297	288						
Nebr.	-	0	0	-	-	-	0	2	5	-	2	4	12	83	90						
N. Dak.	-	0	7	13	11	-	0	1	-	-	-	0	46	4	14						
S. Dak.	-	1	4	21	48	-	0	1	-	3	-	3	9	48	67						
