
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 19, 2007 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	170	313	1,453	4,766	5,697	2,747	6,862	8,973	113,297	130,592	19	46	161	890	909						
NEW ENGLAND	3	25	67	201	545	131	109	260	2,028	2,064	-	3	13	31	82						
Conn.	1	5	25	86	94	46	42	204	689	754	-	0	6	20	17						
Maine	1	4	14	50	32	6	2	8	41	48	-	0	4	6	7						
Mass.	-	11	39	-	329	68	46	96	1,033	961	-	1	8	-	49						
N.H.	-	0	9	3	2	-	2	8	57	94	-	0	3	4	2						
R.I.	-	0	17	22	35	11	9	19	190	186	-	0	3	1	2						
Vt.	1	3	12	40	53	-	1	5	18	21	-	0	1	-	5						
MID. ATLANTIC	31	63	122	856	1,137	301	687	1,546	14,041	12,434	3	10	26	196	189						
N.J.	-	7	17	36	176	-	103	155	1,483	2,026	-	1	5	17	35						
N.Y. (Upstate)	25	25	101	332	346	102	122	1,035	2,299	2,285	-	3	14	57	50						
N.Y. City	2	16	32	271	362	94	177	376	3,624	3,859	1	2	6	39	37						
Pa.	4	14	35	217	253	105	252	603	6,635	4,264	2	3	10	83	67						
E.N. CENTRAL	21	43	97	676	927	380	1,297	2,573	25,279	26,207	1	6	14	97	144						
Ill.	-	9	27	103	209	164	352	485	6,124	7,798	-	1	5	11	39						
Ind.	N	0	0	N	N	-	154	292	3,104	3,383	-	1	10	17	25						
Mich.	3	13	38	224	256	148	303	880	5,848	4,528	-	0	5	12	18						
Ohio	18	15	32	256	284	36	334	1,563	7,745	7,759	1	2	6	50	32						
Wis.	-	9	27	93	178	32	131	181	2,458	2,739	-	1	4	7	30						
W.N. CENTRAL	10	22	539	316	573	130	385	516	5,532	7,134	4	3	23	58	45						
Iowa	-	5	16	65	85	-	40	63	695	684	-	0	1	1	-						
Kans.	4	3	11	44	60	89	43	87	903	892	1	0	2	5	8						
Minn.	-	0	514	12	199	-	66	87	939	1,158	3	1	17	22	21						
Mo.	5	9	28	138	157	-	195	269	2,354	3,765	-	1	5	23	13						
Nebr.	-	2	9	32	34	39	26	57	512	467	-	0	2	6	3						
N. Dak.	1	0	4	5	6	-	2	6	24	42	-	0	2	1	-						
S. Dak.	-	1	6	20	32	2	6	15	105	126	-	0	0	-	-						
S. ATLANTIC	52	54	103	907	833	1,030	1,598	3,282	21,317	31,242	9	12	33	251	225						
Del.	-	1	4	11	10	20	27	44	533	559	-	0	3	5	1						
D.C.	-	1	7	28	23	35	37	63	865	700	-	0	2	2	1						
Fla.	43	24	44	444	340	-	431	549	1,564	8,400	2	3	8	77	74						
Ga.	-	12	28	162	200	-	348	2,068	3,159	5,997	-	2	7	53	54						
Md.	3	4	12	85	52	189	130	181	2,155	2,727	1	2	5	43	30						
N.C.	-	0	0	-	-	428	321	676	6,078	6,383	3	0	9	32	15						
S.C.	-	2	8	25	40	208	171	1,026	4,371	3,833	2	1	4	24	20						
Va.	4	9	28	140	160	143	124	238	2,325	2,339	-	1	7	7	21						
W. Va.	2	0	21	12	8	7	18	44	267	304	1	0	6	8	9						
E.S. CENTRAL	3	9	34	163	134	265	595	879	10,818	11,600	-	2	9	47	53						
Ala.	-	4	22	82	66	11	189	271	2,980	4,309	-	0	3	10	11						
Ky.	N	0	0	N	N	89	50	268	1,046	1,283	-	0	1	2	4						
Miss.	N	0	0	N	N	-	158	434	3,027	2,422	-	0	1	-	4						
