
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2012 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	84	276	803	8,918	11,790	10	20	58	614	816	90	273	323	9,422	9,749						
NEW ENGLAND	5	12	27	425	573	-	1	4	30	34	4	8	23	299	268						
Conn.	-	6	13	206	250	-	0	2	9	7	-	0	13	29	37						
Maine	-	2	7	72	94	-	0	1	2	3	1	0	5	14	11						
Mass.	-	1	4	25	25	-	0	3	14	12	3	6	13	200	170						
N.H.	-	1	6	50	76	-	0	1	4	5	-	0	2	19	14						
R.I.	4	0	6	37	76	-	0	1	1	2	-	0	6	33	31						
Vt.	1	1	4	35	52	-	0	1	-	5	-	0	2	4	5						
MID. ATLANTIC	4	44	157	1,341	1,780	1	2	11	60	86	19	33	47	1,181	1,197						
N.J.	-	9	26	258	482	-	0	2	10	32	-	4	8	118	172						
N.Y. (Upstate)	4	17	108	611	781	1	1	10	35	32	8	4	12	148	123						
N.Y. City	-	13	24	472	517	-	0	3	15	22	5	17	23	574	650						
Pa.	N	0	0	N	N	N	0	0	N	N	6	9	17	341	252						
E.N. CENTRAL	15	61	101	1,895	2,292	3	3	10	122	128	1	29	62	956	1,328						
Ill.	N	0	0	N	N	-	0	0	-	-	-	10	54	350	600						
Ind.	-	13	33	404	555	-	1	2	19	26	1	3	10	147	125						
Mich.	2	12	25	354	503	-	0	3	24	26	-	4	13	139	225						
Ohio	12	23	46	835	887	3	1	6	60	61	-	7	15	269	331						
Wis.	1	9	28	302	347	-	0	2	19	15	-	2	4	51	47						
W.N. CENTRAL	2	12	58	380	483	-	1	3	29	39	-	5	14	182	238						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	3	36	13						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	14	17						
Minn.	1	8	26	259	358	-	0	3	19	30	-	1	4	26	108						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	9	91	93						
Nebr.	1	2	8	104	83	-	0	2	9	8	-	0	2	3	6						
N. Dak.	-	0	38	17	42	-	0	2	1	1	-	0	1	2	1						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	2	10	-						
S. ATLANTIC	23	59	193	2,094	2,912	3	4	21	152	214	30	65	98	2,288	2,415						
Del.	-	1	5	24	37	-	0	0	-	-	-	0	6	29	15						
D.C.	-	1	5	39	38	-	0	1	1	5	-	3	9	124	127						
Fla.	16	20	48	692	993	2	1	8	53	90	3	27	36	910	870						
Ga.	6	16	48	568	836	1	2	5	49	54	12	11	59	414	464						
Md.	1	7	22	236	428	-	0	5	20	31	1	8	15	258	324						
N.C.	N	0	0	N	N	N	0	0	N	N	7	6	21	240	314						
