
TABLE IV.  Provisional cases of selected notifiable diseases, United States,  quarter ending December 30, 2006 (52 WEEK)

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS * current quarter
AIDS * previous 4 quarters median 
AIDS * previous 4 quarters maximum 
AIDS * cummulative for 2007
AIDS * cummulative for 2006
HIV/AIDS * current quarter
HIV/AIDS * previous 4 quarters median 
HIV/AIDS * previous 4 quarters maximum 
HIV/AIDS * cummulative for 2007
HIV/AIDS * cummulative for 2006
Tuberculosis current quarter
Tuberculosis previous 4 quarters median 
Tuberculosis previous 4 quarters maximum 
Tuberculosis cummulative for 2007
Tuberculosis cummulative for 2006

tab delimited data:
test
UNITED STATES	-	-	-	-	-	-	-	-	-	-	2,008	2,008	3,186	10,878	13,250						
NEW ENGLAND	-	-	-	-	-	-	-	-	-	-	33	33	91	275	445						
Conn.	-	-	-	-	-	-	-	-	-	-	16	16	24	81	95						
Maine	-	-	-	-	-	-	-	-	-	-	5	2	5	13	17						
Mass.	-	-	-	-	-	-	-	-	-	-	-	0	58	142	274						
N.H.	-	-	-	-	-	-	-	-	-	-	5	2	5	14	4						
R.I.	-	-	-	-	-	-	-	-	-	-	2	2	7	16	47						
Vt.	-	-	-	-	-	-	-	-	-	-	5	0	5	9	8						
MID. ATLANTIC	-	-	-	-	-	-	-	-	-	-	508	470	537	2,016	2,096						
N.J.	-	-	-	-	-	-	-	-	-	-	67	67	137	437	485						
N.Y. (Upstate)	-	-	-	-	-	-	-	-	-	-	64	50	64	239	302						
N.Y. City	-	-	-	-	-	-	-	-	-	-	278	235	278	1,002	984						
Pa.	-	-	-	-	-	-	-	-	-	-	99	57	99	338	325						
E.N. CENTRAL	-	-	-	-	-	-	-	-	-	-	254	220	319	1,078	1,319						
Ill.	-	-	-	-	-	-	-	-	-	-	124	91	158	493	589						
Ind.	-	-	-	-	-	-	-	-	-	-	18	18	39	111	146						
Mich.	-	-	-	-	-	-	-	-	-	-	50	30	55	179	246						
Ohio	-	-	-	-	-	-	-	-	-	-	45	45	68	226	260						
