
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 12, 2008 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	20	50	264	1,541	1,606	4	9	43	253	310	111	230	351	5,761	5,574						
NEW ENGLAND	-	1	41	30	83	-	0	8	5	12	5	6	14	155	127						
Conn.	-	0	37	-	51	-	0	7	-	4	-	0	6	11	16						
Maine	-	0	2	13	8	-	0	1	1	1	2	0	2	8	2						
Mass.	-	0	0	-	-	-	0	0	-	2	2	4	11	124	76						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	3	9	13						
R.I.	-	0	3	7	13	-	0	1	2	3	-	0	3	2	18						
Vt.	-	0	2	10	11	-	0	1	2	2	-	0	5	1	2						
MID. ATLANTIC	4	3	10	132	92	-	0	2	16	22	16	32	45	907	849						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	10	106	105						
N.Y. (Upstate)	2	1	4	34	29	-	0	2	5	8	4	3	13	79	72						
N.Y. City	-	0	5	39	-	-	0	0	-	-	10	17	30	570	526						
Pa.	2	1	8	59	63	-	0	2	11	14	2	5	12	152	146						
E.N. CENTRAL	2	13	50	432	433	1	2	14	72	71	16	16	31	449	449						
Ill.	-	2	15	57	78	-	0	6	14	25	1	5	19	78	235						
Ind.	-	3	28	133	98	-	0	11	16	12	2	2	6	73	23						
Mich.	-	0	2	8	1	-	0	1	2	1	5	2	17	118	60						
Ohio	2	7	15	234	256	1	1	4	40	33	6	4	14	154	97						
Wis.	-	0	0	-	-	-	0	0	-	-	2	1	4	26	34						
W.N. CENTRAL	-	2	106	103	113	-	0	9	7	22	-	7	13	206	154						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	10	-						
Kans.	-	1	5	42	61	-	0	1	2	4	-	0	5	17	9						
Minn.	-	0	105	-	1	-	0	9	-	14	-	1	5	50	36						
Mo.	-	1	8	61	42	-	0	1	2	-	-	5	10	126	103						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	3						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	7	-	0	1	3	4	-	0	3	-	3						
S. ATLANTIC	13	20	42	638	674	2	4	10	108	145	31	50	215	1,245	1,221						
Del.	-	0	1	2	5	-	0	1	-	1	-	0	4	8	6						
D.C.	-	0	3	12	12	-	0	0	-	1	-	2	11	57	105						
Fla.	11	11	26	355	374	2	2	6	71	74	9	18	34	486	408						
Ga.	2	7	19	206	240	-	1	6	30	61	8	10	175	181	181						
Md.	-	0	2	3	1	-	0	1	1	-	7	6	14	167	160						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	18	162	188						
S.C.	-	0	0	-	-	-	0	0	-	-	2	1	5	46	53						
Va.	N	0	0	N	N	N	0	0	N	N	5	5	17	138	114						
W. Va.	-	1	7	60	42	-	0	2	6	8	-	0	0	-	6						
E.S. CENTRAL	1	5	14	161	130	1	1	4	32	20	15	20	31	555	423						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	226	171						
Ky.	-	1	4	44	17	-	0	2	8	2	2	1	7	48	34						
Miss.	-	0	5	1	34	-	0	1	-	-	3	2	15	77	59						
Tenn.	1	3	12	116	79	1	1	3	24	18	10	8	14	204	159						
W.S. CENTRAL	-	1	5	26	51	-	0	2	8	7	11	39	62	995	924						
Ark.	-	0	2	9	1	-	0	1	3	2	9	2	19	81	62						
La.	-	0	5	17	50	-	0	2	5	5	-	10	22	189	247						
Okla.	N	0	0	N	N	N	0	0	N	N	2	1	5	44	34						
Tex.	-	0	0	-	-	-	0	0	-	-	-	25	49	681	581						
MOUNTAIN	-	1	6	19	30	-	0	2	4	9	6	9	29	200	221						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	21	78	114						
Colo.	-	0	0	-	-	-	0	0	-	-	1	2	7	60	25						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	2	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	5	2	6	43	49						
N. Mex.	-	0	1	1	-	-	0	0	-	-	-	1	3	17	23						
Utah	-	1	6	18	19	-	0	2	4	8	-	0	2	-	7						
Wyo.	-	0	1	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	11	40	71	1,049	1,206						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	2	37	59	929	1,117						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	0	2	9	8						
Wash.	N	0	0	N	N	N	0	0	N	N	8	3	13	100	71						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	10	90	77						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


