
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 15, 1997 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	921	893	24,794	25,565	7,734	8,650	-	70	-	55	125	487									
NEW ENGLAND	56	32	574	372	134	192	-	11	-	8	19	16									
Maine	5	-	57	21	6	2	-	-	-	1	1	-									
N.H.	9	11	31	18	15	17	-	1	-	-	1	-									
Vt.	3	1	12	11	6	12	-	-	-	-	-	2									
Mass.	34	18	224	177	48	75	-	10	-	6	16	12									
R.I.	3	2	126	20	14	9	-	-	-	-	-	-									
Conn.	2	-	124	125	45	77	-	-	-	1	1	2									
MID. ATLANTIC	123	183	1,665	1,742	1,156	1,241	-	17	-	8	25	37									
Upstate N.Y.	31	44	315	398	269	298	-	2	-	3	5	11									
N.Y. City	32	47	605	540	401	440	-	8	-	2	10	11									
N.J.	41	53	246	329	200	250	-	2	-	-	2	3									
Pa.	19	39	499	475	286	253	-	5	-	3	8	12									
E.N. CENTRAL	142	158	2,354	2,292	762	963	-	6	-	3	9	20									
Ohio	80	83	281	688	76	114	-	-	-	-	-	5									
Ind.	14	13	281	308	83	123	-	-	-	-	-	-									
Ill.	33	44	509	677	178	306	-	6	-	1	7	3									
Mich.	14	9	1,147	437	385	336	-	-	-	2	2	3									
Wis.	1	9	136	182	40	84	-	-	-	-	-	9									
W.N. CENTRAL	58	38	1,959	2,293	404	461	-	12	-	5	17	22									
Minn.	44	23	183	129	38	59	-	3	-	5	8	18									
Iowa	6	4	423	311	40	65	-	-	-	-	-	-									
Mo.	4	8	979	1,215	278	267	-	1	-	-	1	3									
N. Dak.	-	-	10	118	4	2	-	-	-	-	-	-									
S. Dak.	2	1	21	42	1	5	-	8	-	-	8	-									
Nebr.	1	1	100	132	15	35	-	-	-	-	-	-									
Kans.	1	1	243	346	28	28	-	-	-	-	-	1									
S. ATLANTIC	147	164	1,842	1,223	1,139	1,166	-	1	-	13	14	11									
Del.	-	2	30	18	6	9	-	-	-	-	-	1									
Md.	52	57	200	218	164	149	-	-	-	2	2	2									
D.C.	-	5	32	36	29	32	-	-	-	1	1	-									
Va.	12	9	210	166	113	129	-	-	-	1	1	3									
W. Va.	3	10	11	14	16	30	-	-	-	-	-	-									
N.C.	21	24	185	157	235	281	-	-	-	2	2	2									
S.C.	4	5	98	49	90	88	-	-	-	1	1	-									
Ga.	30	34	554	149	126	32	-	-	-	1	1	2									
Fla.	25	18	522	416	360	416	-	1	-	5	6	1									
E.S. CENTRAL	49	25	546	1,163	614	798	-	-	-	-	-	2									
Ky.	6	6	68	50	34	71	-	-	-	-	-	-									
Tenn.	29	9	341	734	403	449	-	-	-	-	-	2									
Ala.	14	9	79	182	71	70	-	-	-	-	-	-									
Miss.	-	1	58	197	106	208	-	-	-	-	-	-									
W.S. CENTRAL	48	38	5,300	5,101	1,128	1,105	-	3	-	5	8	26									
Ark.	1	-	206	421	57	76	-	-	-	-	-	-									
La.	13	4	218	180	152	140	-	-	-	-	-	-									
Okla.	29	29	1,313	2,176	44	24	-	-	-	1	1	-									
Tex.	5	5	3,563	2,324	875	865	-	3	-	4	7	26									
MOUNTAIN	84	49	3,897	4,006	800	1,034	-	6	-	2	8	157									
Mont.	-	1	69	108	11	16	-	-	-	-	-	-									
Idaho	1	1	123	223	46	85	-	-	-	-	-	1									
Wyo.	4	-	34	32	36	44	-	-	-	-	-	1									
Colo.	14	14	380	435	137	117	-	-	-	-	-	7									
N. Mex.	9	10	325	330	236	387	-	-	-	-	-	17									
Ariz.	30	16	2,060	1,538	182	219	U	5	U	-	5	8									
Utah	3	7	524	947	85	84	-	-	-	1	1	118									
Nev.	23	-	382	393	67	82	-	1	-	1	2	5									
PACIFIC	214	206	6,657	7,373	1,597	1,690	-	14	-	11	25	196									
Wash.	5	4	584	665	69	92	-	1	-	1	2	38									
Oreg.	29	28	339	801	98	119	-	-	-	-	-	14									
Calif.	167	166	5,579	5,769	1,400	1,452	-	11	-	8	19	45									
Alaska	6	6	29	42	20	15	-	-	-	-	-	63									
Hawaii	7	2	126	96	10	12	-	2	-	2	4	36									
Guam	-	-	-	7	3	1	U	-	U	-	-	-									
P.R.	-	2	247	219	1,318	903	-	-	-	-	-	3									
V.I.	-	-	-	34	-	37	U	-	U	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	6	10	1	1	34	5	U	1	U	-	1	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


