
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending April 13, 2013 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	9	63	155	502	602	57	474	1,579	1,855	4,263	6	22	72	198	240						
NEW ENGLAND	-	5	19	30	31	5	139	688	263	1,354	-	1	6	7	22						
Conn.	-	1	7	3	5	-	37	182	48	429	-	0	2	-	4						
Maine	-	0	3	4	2	-	16	69	42	115	-	0	1	-	-						
Mass.	-	3	11	16	16	-	57	364	115	583	-	0	4	5	17						
N.H.	-	0	2	1	4	-	16	96	22	174	-	0	2	2	-						
R.I.	-	0	6	3	4	5	0	43	7	8	-	0	5	-	-						
Vt.	-	0	2	3	-	-	8	29	29	45	-	0	1	-	1						
MID. ATLANTIC	-	14	45	106	141	34	192	665	1,086	1,996	-	5	13	46	47						
N.J.	-	2	12	14	21	-	48	166	348	686	-	0	4	6	-						
N.Y. (Upstate)	-	6	15	24	44	16	39	264	166	276	-	1	4	12	5						
N.Y. City	-	2	13	24	29	-	1	36	2	4	-	3	11	21	33						
Pa.	-	4	19	44	47	18	97	412	570	1,030	-	1	4	7	9						
E.N. CENTRAL	2	13	54	103	142	-	19	173	47	283	-	2	8	19	30						
Ill.	-	2	23	13	30	-	1	18	3	14	-	0	6	5	9						
Ind.	-	2	6	32	28	-	1	6	1	7	-	0	2	3	5						
Mich.	-	2	9	4	17	-	1	9	4	15	-	0	5	4	4						
Ohio	2	4	17	51	57	-	1	6	13	7	-	1	3	6	9						
Wis.	-	1	7	3	10	-	13	143	26	240	-	0	2	1	3						
W.N. CENTRAL	-	3	10	17	37	-	2	18	6	17	-	1	5	8	9						
Iowa	-	0	2	1	2	-	1	16	2	10	-	0	2	3	1						
Kans.	-	0	2	1	2	-	0	2	2	5	-	0	1	2	3						
Minn.	-	1	4	5	12	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	16	-	0	2	2	1	-	0	2	1	4						
Nebr.	-	0	2	6	2	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	2	2	2	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	5	11	27	109	122	18	64	234	417	548	5	7	15	88	70						
Del.	-	0	2	-	6	2	10	30	76	131	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	4	4	11	48	51	-	2	6	15	31	1	1	3	18	19						
Ga.	-	1	4	10	12	-	0	4	7	5	-	1	6	12	5						
Md.	1	2	6	16	18	8	28	97	221	232	2	2	8	37	16						
N.C.	-	1	8	15	7	-	0	33	12	7	-	0	8	8	7						
S.C.	-	0	3	3	4	-	0	3	-	7	1	0	2	1	3						
Va.	-	2	4	16	14	8	18	181	76	128	1	1	4	12	16						
W. Va.	-	0	3	1	10	-	1	10	10	7	-	0	1	-	1						
E.S. CENTRAL	-	2	7	19	22	-	1	5	10	13	-	0	4	7	5						
Ala.	-	0	2	3	6	-	0	2	3	5	-	0	2	1	2						
Ky.	-	0	4	4	6	-	0	4	5	4	-	0	2	3	2						
Miss.	-	0	2	3	2	-	0	0	-	1	-	0	1	-	1						
Tenn.	-	1	3	9	8	-	0	4	2	3	-	0	2	3	-						
W.S. CENTRAL	2	4	35	37	31	-	1	14	4	6	-	2	37	6	17						
Ark.	1	0	3	3	2	-	0	0	-	-	-	0	1	-	2						
La.	-	0	3	8	4	-	0	1	-	1	-	0	2	2	1						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	2	4						
Tex.	1	3	25	26	25	-	1	14	4	5	-	1	35	2	10						
MOUNTAIN	-	2	7	29	25	-	0	5	6	6	-	1	6	4	14						
Ariz.	-	0	3	7	8	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	5	7	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	2	-	0	3	5	2	-	0	1	-	2						
Mont.	-	0	1	1	1	-	0	2	-	-	-	0	0	-	-						
Nev.	-	0	2	4	4	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	4	-	-	0	1	-	-	-	0	1	-	1						
Utah	-	0	5	5	2	-	0	1	1	1	-	0	2	-	2						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	-	3	14	52	51	-	2	8	16	40	1	2	7	13	26						
Alaska	-	0	1	1	-	-	0	1	-	3	-	0	1	-	2						
Calif.	-	2	10	35	38	-	1	4	7	21	1	1	5	8	22						
Hawaii	-	0	1	2	-	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	0	3	6	11	-	1	6	8	16	-	0	2	-	1						
Wash.	-	0	9	8	2	-	0	4	1	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
