
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 18, 2007 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	9	47	256	1,547	1,674	3	8	35	277	256	136	198	310	6,230	5,886						
NEW ENGLAND	-	1	12	34	93	-	0	3	6	2	5	4	13	150	138						
Conn.	-	0	5	-	70	-	0	0	-	-	1	0	10	22	28						
Maine	-	0	2	9	6	-	0	2	1	1	-	0	1	3	7						
Mass.	-	0	0	-	-	-	0	0	-	-	2	2	8	89	85						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	3	21	9						
R.I.	-	0	4	14	8	-	0	1	3	-	1	0	5	14	7						
Vt.	-	0	2	11	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	2	2	9	91	104	-	0	5	22	14	14	27	45	984	716						
N.J.	-	0	0	-	-	-	0	0	-	-	2	4	8	114	110						
N.Y. (Upstate)	2	1	5	32	33	-	0	4	8	7	6	3	14	88	92						
N.Y. City	-	0	0	-	-	-	0	0	-	-	-	16	35	611	339						
Pa.	-	1	6	59	71	-	0	2	14	7	6	5	10	171	175						
E.N. CENTRAL	1	9	40	381	367	-	1	7	49	56	3	15	27	493	565						
Ill.	-	0	4	13	19	-	0	1	2	5	-	7	15	231	285						
Ind.	1	2	31	99	96	-	0	5	13	15	-	1	6	34	51						
Mich.	-	0	1	2	15	-	0	1	1	2	-	2	8	74	70						
Ohio	-	5	38	267	237	-	1	5	33	34	2	3	9	113	119						
Wis.	N	0	0	N	N	-	0	0	-	-	1	1	4	41	40						
W.N. CENTRAL	1	2	124	108	30	-	0	15	7	1	8	6	14	214	184						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	10	13						
Kans.	1	0	10	60	-	-	0	2	3	-	2	0	3	14	15						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	50	34						
Mo.	-	1	5	40	29	-	0	1	-	1	6	3	12	135	112						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	2	3						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	2	3	6						
S. ATLANTIC	4	21	59	698	806	2	4	15	141	123	47	46	180	1,435	1,303						
Del.	-	0	1	5	-	-	0	1	2	-	1	0	3	8	16						
D.C.	-	0	2	5	19	-	0	0	-	2	2	2	12	111	74						
Fla.	4	11	29	409	427	2	2	8	82	79	17	15	25	508	472						
Ga.	-	7	17	231	270	-	1	10	49	42	-	7	153	200	210						
Md.	-	0	1	1	-	-	0	0	-	-	10	6	15	195	195						
N.C.	-	0	0	-	-	-	0	0	-	-	6	5	23	212	189						
S.C.	-	0	0	-	-	-	0	0	-	-	2	1	10	62	45						
Va.	N	0	0	N	N	-	0	0	-	-	9	4	17	134	98						
W. Va.	-	1	17	47	90	-	0	1	8	-	-	0	2	5	4						
E.S. CENTRAL	1	3	9	106	139	1	0	3	22	24	12	16	29	517	421						
Ala.	N	0	0	N	N	-	0	0	-	-	3	6	15	199	183						
Ky.	-	0	2	17	26	-	0	1	2	6	-	1	7	38	42						
Miss.	-	0	2	-	18	-	0	0	-	-	4	2	9	65	41						
