
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2013 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2013
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2013
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2013
Hepatitis (Viral Acute), Type C cummulative for 2012

tab delimited data:
test
UNITED STATES	18	27	49	60	103	22	60	86	144	323	16	32	61	108	152						
NEW ENGLAND	-	1	7	2	5	1	1	6	3	4	-	1	6	1	11						
Conn.	-	0	2	1	2	-	0	2	-	2	-	0	4	-	5						
Maine	-	0	2	-	-	1	0	2	3	-	-	0	2	-	1						
Mass.	-	1	4	-	3	-	1	4	-	2	-	0	2	-	5						
N.H.	-	0	1	-	-	-	0	2	-	-	N	0	0	N	N						
R.I.	-	0	1	-	-	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	1	-	-	0	1	-	-	-	0	2	1	-						
MID. ATLANTIC	2	4	11	7	14	3	3	9	12	27	2	2	10	4	19						
N.J.	-	1	4	-	3	-	0	4	-	13	-	0	3	-	9						
N.Y. (Upstate)	1	1	4	2	4	1	1	4	2	1	2	1	6	3	1						
N.Y. City	1	1	4	4	5	1	1	5	7	8	-	0	2	-	2						
Pa.	-	1	5	1	2	1	1	4	3	5	-	1	4	1	7						
E.N. CENTRAL	3	4	9	12	19	4	8	15	23	42	2	5	53	64	28						
Ill.	-	1	5	-	9	-	1	5	-	8	-	0	3	-	4						
Ind.	-	0	2	-	3	-	1	6	1	11	-	2	6	-	10						
Mich.	-	2	6	1	5	-	1	7	3	6	1	2	53	63	11						
Ohio	3	1	5	11	-	4	3	9	19	14	1	0	2	1	-						
Wis.	-	0	2	-	2	-	0	3	-	3	-	0	2	-	3						
W.N. CENTRAL	1	1	6	2	4	-	2	4	3	13	1	0	3	3	1						
Iowa	-	0	2	-	-	-	0	2	1	2	-	0	0	-	-						
Kans.	-	0	2	1	-	-	0	1	-	-	-	0	2	-	1						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	0	3	-	2	-	1	3	2	10	1	0	1	3	-						
Nebr.	1	0	3	1	2	-	0	1	-	1	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	3	-	-						
S. ATLANTIC	8	5	15	18	15	10	14	25	53	70	6	7	15	21	31						
Del.	-	0	2	-	-	-	0	2	-	3	U	0	0	U	U						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Fla.	1	1	9	2	4	4	5	11	25	16	5	2	5	10	7						
Ga.	3	1	4	6	2	3	1	5	7	15	-	1	5	1	8						
Md.	-	0	3	-	2	-	1	4	3	16	-	1	3	2	4						
N.C.	2	0	4	5	3	2	1	5	4	5	-	1	6	2	3						
S.C.	1	0	2	1	-	-	1	3	3	5	-	0	1	-	-						
Va.	1	1	3	4	3	-	1	6	5	8	1	1	6	5	2						
W. Va.	-	0	2	-	1	1	2	15	6	2	-	1	4	1	7						
E.S. CENTRAL	1	2	5	6	1	3	10	21	34	66	3	5	12	7	26						
Ala.	-	0	2	-	-	-	1	5	4	10	-	0	2	-	3						
Ky.	1	0	3	3	-	2	3	8	12	22	-	3	9	-	13						
Miss.	-	0	2	1	-	-	2	4	4	3	U	0	0	U	U						
Tenn.	-	0	2	2	1	1	4	9	14	31	3	2	6	7	10						
W.S. CENTRAL	-	3	8	3	13	1	5	21	7	23	-	2	10	3	5						
Ark.	-	0	2	-	1	-	1	3	-	5	-	0	1	-	-						
La.	-	0	1	2	1	-	0	4	3	7	-	0	3	2	-						
Okla.	-	0	4	-	-	-	0	16	1	2	-	1	9	-	-						
Tex.	-	2	8	1	11	1	3	10	3	9	-	1	5	1	5						
MOUNTAIN	1	3	7	4	13	-	1	4	4	10	-	2	7	1	13						
Ariz.	1	1	5	3	7	-	0	2	-	1	U	0	0	U	U						
Colo.	-	0	3	-	3	-	0	2	-	-	-	0	4	-	6						
Idaho	-	0	2	-	1	-	0	1	1	-	-	0	2	-	-						
Mont.	-	0	2	-	-	-	0	1	-	-	-	0	2	1	-						
Nev.	-	0	1	-	1	-	0	2	2	7	-	0	2	-	2						
N. Mex.	-	0	2	1	1	-	0	1	1	-	-	0	3	-	3						
Utah	-	0	1	-	-	-	0	2	-	2	-	0	2	-	2						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	2	4	11	6	19	-	10	19	5	68	2	2	7	4	18						
Alaska	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
Calif.	-	3	10	2	16	-	2	7	4	18	-	1	5	2	11						
Hawaii	-	0	2	-	-	-	7	15	-	45	-	0	0	-	-						
Oreg.	-	0	2	2	1	-	0	3	1	4	-	0	3	-	6						
Wash.	2	0	3	2	2	-	0	5	-	1	2	1	5	2	1						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	1	-	1	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


