
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 28, 2009 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	92	212	1,070	2,101	1,701	19	91	161	488	873	6	42	145	143	49						
NEW ENGLAND	8	16	35	128	253	3	8	21	56	57	-	0	2	1	1						
Conn.	-	0	4	-	20	1	3	17	22	34	-	0	0	-	-						
Maine	2	1	7	25	12	-	1	5	8	3	-	0	1	1	-						
Mass.	5	13	30	84	197	-	0	0	-	-	-	0	1	-	1						
N.H.	1	1	4	10	8	-	1	8	5	7	-	0	1	-	-						
R.I.	-	1	8	3	11	-	0	3	6	6	-	0	2	-	-						
Vt.	-	0	2	6	5	2	1	6	15	7	-	0	0	-	-						
MID. ATLANTIC	6	18	52	160	188	7	31	67	84	251	-	1	30	3	8						
N.J.	-	1	6	17	14	-	0	0	-	-	-	0	2	-	2						
N.Y. (Upstate)	5	6	41	38	52	7	10	20	64	65	-	0	29	-	-						
N.Y. City	-	0	3	-	29	-	0	2	-	5	-	0	2	3	3						
Pa.	1	9	34	105	93	-	21	52	20	181	-	0	2	-	3						
E.N. CENTRAL	15	36	174	516	442	-	3	29	6	2	-	1	15	4	1						
Ill.	-	12	45	115	39	-	1	21	1	1	-	1	11	1	1						
Ind.	-	2	96	31	4	-	0	2	-	-	-	0	3	-	-						
Mich.	-	7	21	124	39	-	1	9	5	-	-	0	1	1	-						
Ohio	15	10	57	240	347	-	1	7	-	1	-	0	4	2	-						
Wis.	-	2	7	6	13	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	9	26	454	410	136	2	5	15	36	23	1	4	32	6	1						
Iowa	-	3	21	33	25	-	0	5	-	2	-	0	2	-	-						
Kans.	2	2	12	34	14	1	1	9	23	7	-	0	0	-	-						
Minn.	-	2	421	-	8	-	0	10	5	8	-	0	0	-	-						
Mo.	5	9	50	290	75	1	1	8	5	-	1	4	31	6	1						
Nebr.	2	3	32	49	11	-	0	0	-	-	-	0	4	-	-						
N. Dak.	-	0	1	-	-	-	0	7	2	3	-	0	0	-	-						
S. Dak.	-	0	10	4	3	-	0	2	1	3	-	0	1	-	-						
S. ATLANTIC	24	20	71	310	139	2	26	78	234	466	5	16	71	120	26						
Del.	-	0	3	4	1	-	0	0	-	-	-	0	5	-	1						
D.C.	-	0	1	-	2	-	0	0	-	-	-	0	2	-	-						
Fla.	18	7	20	101	28	-	0	12	39	139	-	0	3	1	1						
Ga.	-	1	9	4	7	-	0	47	88	87	-	1	8	4	4						
Md.	1	2	9	19	24	-	7	17	21	95	2	1	7	9	6						
N.C.	2	0	65	119	35	N	0	4	N	N	3	8	55	94	11						
S.C.	1	2	11	32	19	-	0	0	-	-	-	1	9	4	-						
Va.	2	3	24	28	21	-	10	24	72	123	-	2	15	7	1						
W. Va.	-	0	2	3	2	2	1	6	14	22	-	0	1	1	2						
E.S. CENTRAL	7	9	33	137	56	1	3	7	15	29	-	4	23	7	5						
Ala.	-	1	5	22	17	-	0	0	-	-	-	1	8	4	3						
Ky.	6	4	15	76	7	1	1	4	15	3	-	0	1	-	-						
Miss.	-	2	5	16	23	-	0	1	-	1	-	0	3	1	1						
Tenn.	1	2	14	23	9	-	2	6	-	25	-	2	19	2	1						
W.S. CENTRAL	4	32	264	165	112	1	1	11	6	12	-	2	41	1	5						
Ark.	3	1	20	15	16	-	0	6	2	10	-	0	14	1	-						
La.	1	2	7	20	1	-	0	0	-	-	-	0	1	-	2						
Okla.	-	0	29	7	1	1	0	10	4	1	-	0	26	-	-						
