
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2001 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	3,263	5,246	1,594	3,169	1,623	2,081	3,010	3,729													
NEW ENGLAND	51	101	56	86	13	24	101	77													
Maine	1	2	1	-	-	-	5	3													
N.H.	1	1	1	4	-	-	6	2													
Vt.	2	1	1	-	-	-	1	1													
Mass.	35	71	35	54	9	20	57	64													
R.I.	4	7	5	9	1	1	10	7													
Conn.	8	19	13	19	3	3	22	-													
MID. ATLANTIC	301	809	245	562	115	96	630	637													
Upstate N.Y.	129	276	6	135	4	4	75	68													
N.Y. City	102	412	125	282	79	45	338	374													
N.J.	40	69	49	70	14	18	149	159													
Pa.	30	52	65	75	18	29	68	36													
E.N. CENTRAL	498	883	246	294	245	438	316	386													
Ohio	153	58	73	43	27	23	47	80													
Ind.	83	124	16	24	55	155	27	29													
Ill.	129	331	84	2	63	151	167	215													
Mich.	108	263	66	216	92	88	51	33													
Wis.	25	107	7	9	8	21	24	29													
W.N. CENTRAL	348	331	308	269	16	31	135	166													
Minn.	105	43	173	83	7	3	71	54													
Iowa	74	61	64	64	-	8	9	13													
Mo.	79	181	55	99	6	15	37	63													
N. Dak.	9	1	1	1	-	-	-	-													
S. Dak.	26	1	1	-	-	-	4	8													
Nebr.	24	22	-	11	-	2	14	6													
Kans.	31	22	14	11	3	3	-	22													
S. ATLANTIC	541	591	163	173	647	679	552	603													
Del.	4	4	3	4	2	2	-	2													
Md.	38	33	13	10	78	107	57	72													
D.C.	19	-	U	U	13	18	15	-													
Va.	38	33	19	26	48	43	58	71													
W. Va.	4	2	6	2	-	1	9	14													
N.C.	130	37	54	18	157	180	79	98													
S.C.	33	9	20	10	93	70	24	26													
Ga.	68	66	44	65	83	120	121	156													
Fla.	207	407	4	38	173	138	189	164													
E.S. CENTRAL	299	234	76	178	185	312	199	252													
Ky.	106	47	30	28	15	32	32	27													
Tenn.	33	118	23	138	106	198	43	93													
Ala.	82	12	17	9	30	42	91	87													
Miss.	78	57	6	3	34	40	33	45													
W.S. CENTRAL	474	831	257	260	227	295	359	626													
Ark.	182	66	65	22	15	33	45	48													
La.	27	94	58	42	50	69	-	46													
Okla.	6	11	2	8	29	56	39	32													
Tex.	259	660	132	188	133	137	275	500													
MOUNTAIN	217	311	140	187	59	67	84	146													
Mont.	-	2	-	-	-	-	-	4													
Idaho	7	26	-	17	-	-	4	2													
Wyo.	-	1	-	2	-	1	-	-													
Colo.	49	52	38	27	4	3	26	18													
N. Mex.	40	32	28	18	4	6	5	19													
Ariz.	92	119	53	56	42	55	25	57													
Utah	13	21	13	28	6	-	5	8													
Nev.	16	58	8	39	3	2	19	38													
PACIFIC	534	1,155	103	1,160	116	139	634	836													
Wash.	56	208	62	241	21	20	55	63													
Oreg.	8	89	30	52	1	3	-	22													
Calif.	455	840	-	856	91	116	512	689													
Alaska	2	6	-	3	-	-	14	25													
Hawaii	13	12	11	8	3	-	53	37													
Guam	-	-	U	U	-	-	-	-													
P.R.	7	14	U	U	115	59	38	50													
V.I.	-	-	U	U	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


