
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending July 23, 2005 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	5,405	7,225	110	153	13,517	13,143	18	321	36												
NEW ENGLAND	64	223	6	15	433	1,883	-	-	-												
Maine	9	11	1	-	206	180	-	-	-												
N.H.	4	9	-	-	193	-	-	-	-												
Vt.	4	1	-	-	34	410	-	-	-												
Mass.	7	124	-	13	-	70	-	-	-												
R.I.	14	26	1	1	-	-	-	-	-												
Conn.	26	52	4	1	U	1,223	-	-	-												
MID. ATLANTIC	1,109	1,092	29	37	2,958	65	1	3	-												
Upstate N.Y.	132	139	5	3	-	-	-	-	-												
N.Y. City	565	555	8	14	-	-	-	2	-												
N.J.	257	239	9	11	-	-	-	-	-												
Pa.	155	159	7	9	2,958	65	1	1	-												
E.N. CENTRAL	723	633	8	17	3,959	4,026	2	7	-												
Ohio	142	110	-	3	916	1,019	1	1	-												
Ind.	70	70	-	-	120	N	1	2	-												
Ill.	349	280	2	9	31	1	-	3	-												
Mich.	118	129	3	4	2,609	2,521	-	1	-												
Wis.	44	44	3	1	283	485	-	-	-												
W.N. CENTRAL	225	243	3	6	232	131	3	12	10												
Minn.	98	87	2	3	-	-	1	2	2												
Iowa	20	19	-	-	N	N	-	2	-												
Mo.	53	69	1	2	156	2	1	4	-												
N. Dak.	2	3	-	-	12	74	-	1	-												
S. Dak.	7	5	-	-	64	55	1	2	5												
Nebr.	16	18	-	1	-	-	-	-	-												
Kans.	29	42	-	-	-	-	-	1	3												
S. ATLANTIC	1,247	1,519	18	18	1,263	1,582	-	11	-												
Del.	2	15	-	-	16	4	-	-	-												
Md.	151	141	6	5	-	-	-	-	-												
D.C.	28	46	-	-	20	19	-	-	-												
Va.	147	116	4	3	227	376	-	-	-												
W. Va.	13	12	-	-	672	890	-	-	N												
N.C.	126	153	2	3	-	N	-	-	-												
S.C.	118	112	-	-	328	293	-	-	-												
Ga.	195	350	2	3	-	-	-	1	-												
Fla.	467	574	4	4	-	-	-	10	-												
E.S. CENTRAL	311	321	3	6	-	-	-	12	2												
Ky.	56	55	1	2	N	N	-	-	-												
Tenn.	150	129	-	4	-	-	-	-	-												
Ala.	105	104	1	-	-	-	-	6	-												
Miss.	-	33	1	-	-	-	-	6	2												
W.S. CENTRAL	476	1,142	3	12	2,997	3,939	3	22	2												
Ark.	53	63	-	-	-	-	-	4	2												
La.	-	-	-	-	104	47	1	9	-												
Okla.	76	90	-	-	-	-	-	-	-												
Tex.	347	989	3	12	2,893	3,892	2	9	-												
MOUNTAIN	186	289	3	6	1,675	1,517	3	190	13												
Mont.	6	4	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	2	-	-	43	23	-	-	-												
Colo.	37	73	-	1	1,190	1,197	-	14	7												
N. Mex.	8	19	-	-	110	U	1	4	1												
Ariz.	121	114	1	2	-	-	2	161	5												
Utah	14	23	1	1	332	297	-	2	-												
Nev.	-	54	1	2	-	-	-	9	-												
PACIFIC	1,064	1,763	37	36	-	-	6	64	9												
Wash.	130	129	3	2	N	N	-	-	-												
Oreg.	54	50	2	-	-	-	-	-	-												
Calif.	802	1,502	26	28	-	-	6	64	9												
Alaska	15	19	-	-	-	-	-	-	-												
Hawaii	63	63	6	6	-	-	-	-	-												
Guam	-	38	-	-	-	87	-	-	-												
P.R.	-	49	-	-	109	264	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


