
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 4, 2012 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	204	257	426	6,987	6,737	2	3	14	101	136	30	55	350	2,020	1,024						
NEW ENGLAND	2	3	22	79	161	-	0	1	1	2	-	0	1	5	6						
Conn.	-	1	4	17	27	-	0	0	-	-	-	0	0	-	-						
Maine	2	0	8	6	18	-	0	0	-	-	-	0	1	2	-						
Mass.	-	2	20	51	106	-	0	0	-	-	-	0	0	-	4						
N.H.	-	0	1	3	2	-	0	0	-	2	-	0	0	-	1						
R.I.	-	0	2	-	5	-	0	0	-	-	-	0	1	3	1						
Vt.	-	0	1	2	3	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	26	44	89	1,412	425	-	0	2	17	2	-	2	11	41	76						
N.J.	-	18	48	633	88	-	0	1	-	1	-	0	8	-	64						
N.Y. (Upstate)	24	9	41	352	123	-	0	1	4	1	-	0	3	8	3						
N.Y. City	1	13	28	351	146	-	0	0	-	-	-	0	2	10	2						
Pa.	1	2	8	76	68	-	0	2	13	-	-	1	3	23	7						
E.N. CENTRAL	33	18	42	658	514	-	0	1	5	8	1	2	12	115	62						
Ill.	-	3	16	87	136	-	0	1	2	-	-	1	10	68	34						
Ind.	-	1	6	32	44	-	0	1	3	3	1	0	4	35	18						
Mich.	1	4	11	91	98	-	0	0	-	-	-	0	1	1	-						
Ohio	32	9	33	448	192	-	0	0	-	3	-	0	2	11	8						
Wis.	-	0	4	-	44	-	0	0	-	2	-	0	2	-	2						
W.N. CENTRAL	9	7	15	218	244	-	0	7	21	13	7	5	35	366	179						
