
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 17, 2007 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	37	44	108	619	677	6	6	19	90	82	79	181	256	1,507	1,783						
NEW ENGLAND	1	0	7	15	7	-	0	1	-	1	2	4	13	34	39						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	10	4	4						
Maine	-	0	2	3	2	-	0	1	-	-	-	0	1	-	3						
Mass.	-	0	0	-	-	-	0	0	-	-	2	2	7	23	26						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	4	4						
R.I.	-	0	4	5	1	-	0	1	-	-	-	0	3	3	1						
Vt.	1	0	2	7	4	-	0	1	-	1	-	0	1	-	1						
MID. ATLANTIC	3	3	8	41	31	1	0	5	11	2	34	24	44	328	213						
N.J.	-	0	0	-	-	-	0	0	-	-	4	3	8	34	32						
N.Y. (Upstate)	2	1	5	15	7	-	0	4	6	-	2	3	14	27	23						
N.Y. City	-	0	0	-	-	-	0	0	-	-	26	12	35	222	111						
Pa.	1	2	6	26	24	1	0	2	5	2	2	5	12	45	47						
E.N. CENTRAL	11	10	40	165	142	-	1	8	20	23	4	15	32	111	191						
Ill.	-	0	2	1	7	-	0	1	1	2	1	7	13	22	108						
Ind.	1	2	29	25	29	-	0	5	3	6	-	1	5	6	18						
Mich.	-	0	3	-	8	-	0	1	-	1	-	2	10	23	15						
