
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending August 13, 2011 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2010

tab delimited data:
test
UNITED STATES	17	7	109	445	462	14	16	40	304	1,285	2	1	13	56	71						
NEW ENGLAND	-	0	2	3	3	-	2	16	82	64	-	0	1	1	2						
Conn.	-	0	0	-	-	-	0	6	-	25	-	0	0	-	-						
Maine	-	0	1	1	2	-	0	2	10	13	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	10	49	-	-	0	0	-	-						
N.H.	-	0	1	1	1	-	0	3	8	10	-	0	1	1	2						
R.I.	-	0	1	1	-	-	0	6	12	15	-	0	0	-	-						
Vt.	-	0	0	-	-	-	0	1	3	1	-	0	0	-	-						
MID. ATLANTIC	5	1	7	40	66	12	4	27	155	162	1	0	2	7	8						
N.J.	-	0	1	-	43	-	0	3	-	54	-	0	0	-	1						
N.Y. (Upstate)	5	0	7	36	18	11	3	25	134	99	1	0	2	7	5						
N.Y. City	-	0	1	4	4	-	0	5	19	9	-	0	0	-	-						
Pa.	-	0	1	-	1	1	0	1	2	-	-	0	1	-	2						
E.N. CENTRAL	-	0	3	18	31	-	1	13	7	401	-	0	4	22	39						
Ill.	-	0	2	9	11	-	0	2	2	4	-	0	1	2	3						
Ind.	-	0	0	-	-	-	0	0	-	-	-	0	3	17	14						
Mich.	-	0	2	4	1	-	0	1	-	2	-	0	1	1	-						
Ohio	-	0	1	5	5	-	0	1	2	2	-	0	1	1	-						
Wis.	-	0	1	-	14	-	0	13	3	393	-	0	1	1	22						
W.N. CENTRAL	2	1	17	121	104	-	1	20	19	600	1	0	11	15	8						
