
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 29, 2005 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2005
Legionellosis cummulative for 2004
Listeriosis cummulative for 2005
Listeriosis cummulative for 2004
Lyme Disease cummulative for 2005
Lyme Disease cummulative for 2004
Malaria cummulative for 2005
Malaria cummulative for 2004

tab delimited data:
test
UNITED STATES	74	114	24	35	222	607	56	99													
NEW ENGLAND	2	2	-	-	4	35	2	7													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	4	-	-	-													
Vt.	-	-	-	-	-	-	-	-													
Mass.	2	1	-	-	-	35	2	7													
R.I.	-	-	-	-	-	-	-	-													
Conn.	-	1	-	-	-	-	-	-													
MID. ATLANTIC	23	26	4	9	168	492	12	22													
Upstate N.Y.	5	3	-	1	14	114	2	-													
N.Y. City	-	-	-	1	-	-	4	14													
N.J.	4	12	2	5	77	111	5	3													
Pa.	14	11	2	2	77	267	1	5													
E.N. CENTRAL	14	37	5	4	7	17	3	5													
Ohio	9	24	2	3	6	3	1	-													
Ind.	4	-	-	-	-	-	-	-													
Ill.	-	6	-	-	-	-	-	1													
Mich.	1	5	1	-	1	-	2	1													
Wis.	-	2	2	1	U	14	-	3													
W.N. CENTRAL	2	2	2	-	-	6	2	7													
Minn.	-	-	-	-	-	-	-	3													
Iowa	-	-	1	-	-	2	2	-													
Mo.	2	1	-	-	-	4	-	3													
N. Dak.	-	-	1	-	-	-	-	-													
S. Dak.	-	1	-	-	-	-	-	-													
Nebr.	-	-	-	-	-	-	-	-													
Kans.	-	-	-	-	-	-	-	1													
S. ATLANTIC	16	17	5	7	37	43	11	33													
Del.	-	-	N	N	-	3	-	-													
Md.	6	4	1	2	27	30	4	10													
D.C.	-	-	-	-	-	-	-	-													
Va.	-	-	-	-	-	-	-	-													
W. Va.	-	-	-	1	-	-	-	-													
N.C.	2	3	2	2	4	5	1	1													
S.C.	-	1	-	-	-	-	-	2													
Ga.	1	-	-	1	-	2	3	7													
Fla.	7	9	2	1	6	3	3	13													
E.S. CENTRAL	-	3	-	2	2	-	3	3													
Ky.	-	-	-	1	-	-	-	-													
Tenn.	-	1	-	1	2	-	2	-													
Ala.	-	2	-	-	-	-	1	2													
Miss.	-	-	-	-	-	-	-	1													
W.S. CENTRAL	-	9	1	1	-	7	-	12													
Ark.	-	-	-	-	-	-	-	1													
La.	-	1	1	-	-	-	-	2													
Okla.	-	-	-	-	-	-	-	-													
Tex.	-	8	-	1	-	7	-	9													
MOUNTAIN	6	7	-	2	-	1	5	2													
Mont.	-	-	-	-	-	-	-	-													
Idaho	-	1	-	-	-	-	-	-													
Wyo.	2	2	-	-	-	-	1	-													
Colo.	-	1	-	1	-	-	1	-													
N. Mex.	-	-	-	-	-	-	-	1													
Ariz.	3	-	-	-	-	-	2	-													
Utah	1	2	-	-	-	1	1	-													
Nev.	-	1	-	1	-	-	-	1													
PACIFIC	11	11	7	10	4	6	18	8													
Wash.	-	1	1	1	-	-	-	-													
Oreg.	N	N	-	4	-	2	1	-													
Calif.	11	10	6	5	4	4	16	8													
Alaska	-	-	-	-	-	-	1	-													
Hawaii	-	-	-	-	N	N	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	N	N	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


