
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 13, 2007 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	60	172	1,479	6,690	11,136	66	94	148	3,927	4,538	20	31	211	1,632	1,786						
NEW ENGLAND	3	29	77	1,050	1,367	16	12	22	481	373	-	0	10	2	11						
Conn.	-	2	5	49	91	5	4	10	189	165	-	0	0	-	-						
Maine	1	2	14	63	108	5	2	7	72	94	-	0	0	-	-						
Mass.	-	24	46	845	856	-	0	0	-	-	-	0	1	2	10						
N.H.	-	1	9	48	175	-	1	4	41	35	-	0	0	-	1						
R.I.	-	0	31	16	45	2	0	4	35	25	-	0	9	-	-						
Vt.	2	0	9	29	92	4	3	13	144	54	-	0	0	-	-						
MID. ATLANTIC	10	24	155	909	1,457	-	13	44	605	441	-	1	6	49	79						
N.J.	-	3	11	116	249	-	0	0	-	-	-	0	2	6	36						
N.Y. (Upstate)	10	13	146	478	648	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	90	77	-	1	5	33	29	-	0	3	19	22						
Pa.	-	7	15	225	483	-	12	44	572	412	-	0	3	21	21						
E.N. CENTRAL	6	31	79	1,172	1,730	6	4	48	354	143	-	1	4	40	57						
Ill.	-	3	23	109	432	1	1	15	108	46	-	0	3	23	24						
Ind.	-	0	45	47	181	1	0	1	11	11	-	0	2	5	6						
Mich.	-	7	29	236	467	2	1	27	166	41	-	0	1	3	3						
Ohio	6	16	54	581	475	2	0	11	69	45	-	0	2	9	23						
Wis.	-	3	24	199	175	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	3	13	151	496	1,039	-	5	13	226	271	2	4	31	335	184						
Iowa	-	3	16	113	250	-	0	3	31	54	-	0	4	13	5						
Kans.	-	3	13	104	239	-	2	8	95	67	-	0	1	1	1						
Minn.	-	0	119	111	161	-	0	5	27	36	-	0	1	1	3						
Mo.	-	2	9	63	264	-	0	3	39	63	2	3	25	305	152						
Nebr.	3	1	12	51	80	-	0	0	-	-	-	0	2	11	23						
N. Dak.	-	0	18	4	25	-	0	6	16	16	-	0	0	-	-						
S. Dak.	-	1	6	50	20	-	0	2	18	35	-	0	1	4	-						
S. ATLANTIC	9	18	163	754	880	36	40	76	1,699	1,903	14	13	111	801	972						
Del.	-	0	2	10	3	-	0	0	-	-	-	0	2	12	21						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	-	4	18	186	176	-	0	29	101	176	2	0	4	19	10						
Ga.	-	1	5	25	79	-	4	34	200	220	-	0	5	30	48						
Md.	2	2	8	87	117	-	7	18	285	349	2	1	7	51	70						
N.C.	5	2	112	255	155	16	9	19	412	426	10	5	96	519	702						
S.C.	2	2	9	65	148	-	1	11	46	145	-	1	7	60	34						
Va.	-	2	17	97	157	11	13	31	592	499	-	2	10	104	83						
