
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending October 4, 2003 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	5,113	5,107	276	325	8,353	9,687	226	249	9,343												
NEW ENGLAND	151	111	1	-	231	311	21	13	1,315												
Maine	7	2	1	-	5	18	-	-	640												
N.H.	13	3	-	-	7	10	2	-	-												
Vt.	-	1	-	-	3	4	-	-	535												
Mass.	101	77	-	-	156	159	11	7	137												
R.I.	15	6	-	-	27	41	2	-	3												
Conn.	15	22	-	-	33	79	6	6	-												
MID. ATLANTIC	642	544	53	50	1,635	1,673	38	66	29												
Upstate N.Y.	32	25	17	1	218	238	9	7	N												
N.Y. City	356	321	25	21	880	803	13	35	-												
N.J.	128	115	11	27	317	382	13	16	-												
Pa.	126	83	-	1	220	250	3	8	29												
E.N. CENTRAL	675	955	55	47	863	973	17	27	4,028												
Ohio	168	122	3	2	155	155	2	6	954												
Ind.	36	48	7	2	99	87	4	2	-												
Ill.	259	371	17	34	413	467	1	11	-												
Mich.	201	395	28	9	158	210	10	4	2,479												
Wis.	11	19	-	-	38	54	-	4	595												
W.N. CENTRAL	106	93	4	2	354	415	4	9	39												
Minn.	34	43	-	1	141	177	-	3	N												
Iowa	4	2	-	-	17	24	2	-	N												
Mo.	39	26	4	1	91	110	1	2	-												
N. Dak.	2	-	-	-	-	4	-	-	39												
S. Dak.	2	-	-	-	16	10	-	-	-												
Nebr.	4	5	-	-	10	20	1	4	-												
Kans.	21	17	-	-	79	70	-	-	-												
S. ATLANTIC	1,357	1,275	50	73	1,605	1,989	41	32	1,657												
Del.	5	10	-	-	-	13	-	-	22												
Md.	227	152	8	14	178	221	8	7	-												
D.C.	41	44	-	1	-	-	-	-	23												
Va.	63	55	1	1	186	204	11	3	466												
W. Va.	2	2	-	-	12	27	-	-	967												
N.C.	122	222	16	18	231	257	7	1	N												
S.C.	81	95	4	9	120	140	-	-	179												
Ga.	337	278	6	13	264	409	7	5	-												
Fla.	479	417	15	17	614	718	8	16	N												
E.S. CENTRAL	242	385	10	23	488	586	4	4	-												
Ky.	29	76	1	3	90	103	-	4	N												
Tenn.	105	138	3	7	164	228	2	-	N												
Ala.	90	133	4	9	167	159	2	-	-												
Miss.	18	38	2	4	67	96	-	-	-												
W.S. CENTRAL	698	649	49	71	1,124	1,478	15	24	1,839												
Ark.	41	27	-	7	69	101	-	-	-												
La.	108	118	-	-	-	-	-	-	4												
Okla.	50	51	1	2	114	128	-	-	N												
Tex.	499	453	48	62	941	1,249	15	24	1,835												
MOUNTAIN	223	244	21	13	295	309	5	9	436												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	8	1	-	-	8	11	-	-	N												
Wyo.	-	-	-	-	3	3	-	-	39												
Colo.	20	51	3	2	62	68	3	4	-												
N. Mex.	38	27	-	-	6	30	-	1	-												
Ariz.	143	151	18	11	159	156	2	-	4												
Utah	5	5	-	-	30	21	-	2	393												
Nev.	9	9	-	-	22	14	-	2	-												
PACIFIC	1,019	851	33	46	1,758	1,953	81	65	-												
Wash.	61	48	-	1	190	182	3	4	-												
Oreg.	32	12	-	-	83	91	4	2	-												
Calif.	924	783	33	44	1,388	1,526	73	56	-												
Alaska	-	-	-	-	43	39	-	-	-												
Hawaii	2	8	-	1	54	115	1	3	-												
Guam	-	6	-	-	-	55	-	-	-												
P.R.	156	199	1	21	75	86	-	-	288												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


