
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2013 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	248	275	757	4,519	4,673	16	23	46	253	339	79	293	382	2,593	3,349						
NEW ENGLAND	4	11	49	172	204	-	1	4	6	15	3	7	16	78	122						
Conn.	1	6	21	97	99	-	0	2	2	5	-	0	4	4	22						
Maine	2	2	8	32	29	-	0	1	2	1	-	0	5	-	5						
Mass.	-	0	3	1	11	-	0	2	1	7	3	5	13	57	69						
N.H.	-	1	5	20	26	-	0	1	1	1	-	1	4	7	8						
R.I.	-	0	23	-	21	-	0	0	-	1	-	0	4	8	17						
Vt.	1	1	6	22	18	-	0	0	-	-	-	0	2	2	1						
MID. ATLANTIC	30	36	63	516	675	2	2	5	28	32	9	35	50	330	409						
N.J.	-	3	17	7	198	-	0	3	-	10	-	4	8	21	46						
N.Y. (Upstate)	19	17	39	268	270	2	1	4	19	14	9	4	25	63	35						
N.Y. City	11	14	36	241	207	-	0	3	9	8	-	19	31	153	210						
Pa.	N	-	-	N	N	N	0	0	N	N	-	9	18	93	118						
E.N. CENTRAL	41	57	130	941	938	1	4	12	31	62	4	31	60	195	389						
Ill.	N	0	0	N	N	-	1	3	6	13	2	12	23	61	174						
Ind.	-	13	45	165	223	-	0	2	-	6	2	4	10	37	53						
Mich.	2	13	30	185	201	-	0	3	11	13	-	5	14	34	65						
Ohio	33	21	63	438	375	1	1	6	10	21	-	8	15	49	83						
Wis.	6	9	29	153	139	-	0	2	4	9	-	2	5	14	14						
W.N. CENTRAL	-	13	34	177	204	-	1	5	22	26	-	8	16	96	73						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	8	9						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	4	3						
Minn.	-	8	24	108	124	-	0	3	7	6	-	3	5	29	21						
Mo.	N	0	0	N	N	-	1	3	8	11	-	3	7	44	37						
Nebr.	-	1	7	34	50	-	0	1	3	3	-	0	2	7	2						
N. Dak.	-	0	4	2	3	-	0	1	2	-	-	0	1	1	1						
S. Dak.	-	2	6	33	27	-	0	1	2	6	-	0	2	3	-						
S. ATLANTIC	80	60	135	1,146	1,056	6	5	14	76	71	13	64	104	590	830						
Del.	1	0	3	9	15	-	0	1	-	-	-	0	6	5	13						
D.C.	-	1	4	16	13	-	0	1	-	1	-	3	10	50	51						
Fla.	38	18	59	404	325	3	1	6	29	24	2	26	36	254	329						
Ga.	16	18	55	349	281	-	2	6	22	14	5	11	31	89	161						
Md.	13	7	25	164	166	1	0	3	9	12	-	8	15	78	89						
N.C.	N	0	0	N	N	N	0	0	N	N	-	3	14	-	88						
S.C.	12	6	19	142	143	-	0	3	3	6	-	4	9	46	49						
Va.	N	0	0	N	N	2	0	5	10	7	6	4	40	68	47						
W. Va.	-	5	33	62	113	-	0	2	3	7	-	0	2	-	3						
