
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2013 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2013
Varicella (chickenpox) cummulative for 2012
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2013
West Nile virus disease † Neuroinvasive cummulative for 2012
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2013
West Nile virus disease † Non-neuroinvasive § cummulative for 2012

tab delimited data:
test
UNITED STATES	83	223	380	1,117	2,290	-	4	323	-	1	-	3	339	-	-						
NEW ENGLAND	3	19	49	87	204	-	0	8	-	-	-	0	5	-	-						
Conn.	1	5	10	34	39	-	0	2	-	-	-	0	3	-	-						
Maine	2	3	22	20	54	-	0	1	-	-	-	0	0	-	-						
Mass.	-	9	21	23	86	-	0	7	-	-	-	0	3	-	-						
N.H.	-	0	1	3	-	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	9	1	3	-	0	1	-	-	-	0	1	-	-						
Vt.	-	2	13	6	22	-	0	1	-	-	-	0	1	-	-						
MID. ATLANTIC	5	19	47	94	247	-	0	17	-	-	-	0	17	-	-						
N.J.	-	5	25	-	87	-	0	5	-	-	-	0	4	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	6	-	-	-	0	8	-	-						
N.Y. City	-	0	0	-	-	-	0	5	-	-	-	0	2	-	-						
Pa.	5	15	33	94	160	-	0	4	-	-	-	0	3	-	-						
E.N. CENTRAL	17	69	129	428	609	-	0	92	-	-	-	0	39	-	-						
Ill.	3	16	36	85	154	-	0	31	-	-	-	0	18	-	-						
Ind.	3	8	26	45	61	-	0	8	-	-	-	0	6	-	-						
Mich.	2	18	45	128	157	-	0	33	-	-	-	0	12	-	-						
Ohio	9	15	33	132	161	-	0	19	-	-	-	0	12	-	-						
Wis.	-	7	24	38	76	-	0	11	-	-	-	0	3	-	-						
W.N. CENTRAL	-	7	31	20	160	-	0	36	-	-	-	0	59	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	5	-	-						
Kans.	-	0	7	-	80	-	0	3	-	-	-	0	6	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	-	5	31	10	71	-	0	4	-	-	-	0	1	-	-						
Nebr.	-	0	3	-	3	-	0	8	-	-	-	0	22	-	-						
N. Dak.	-	1	5	8	2	-	0	9	-	-	-	0	11	-	-						
S. Dak.	-	0	3	2	4	-	0	17	-	-	-	0	28	-	-						
S. ATLANTIC	23	23	76	178	303	-	0	21	-	-	-	0	19	-	-						
Del.	-	0	1	-	2	-	0	1	-	-	-	0	2	-	-						
D.C.	-	0	4	-	2	-	0	3	-	-	-	0	1	-	-						
Fla.	15	12	50	114	154	-	0	5	-	-	-	0	5	-	-						
Ga.	1	1	9	11	3	-	0	6	-	-	-	0	10	-	-						
Md.	N	0	0	N	N	-	0	5	-	-	-	0	4	-	-						
N.C.	N	0	0	N	N	-	0	3	-	-	-	0	0	-	-						
S.C.	-	0	5	9	-	-	0	5	-	-	-	0	2	-	-						
Va.	2	8	20	32	75	-	0	4	-	-	-	0	3	-	-						
W. Va.	5	2	12	12	67	-	0	1	-	-	-	0	2	-	-						
E.S. CENTRAL	4	3	13	18	38	-	0	20	-	-	-	0	22	-	-						
Ala.	4	3	12	18	34	-	0	7	-	-	-	0	4	-	-						
Ky.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
Miss.	-	0	1	-	4	-	0	12	-	-	-	0	17	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	30	40	163	231	418	-	1	144	-	1	-	1	164	-	-						
Ark.	1	3	17	17	27	-	0	9	-	-	-	0	3	-	-						
La.	-	1	7	8	27	-	0	18	-	-	-	0	26	-	-						
Okla.	N	0	0	N	N	-	0	24	-	-	-	0	22	-	-						
Tex.	29	38	161	206	364	-	1	104	-	1	-	1	129	-	-						
MOUNTAIN	1	24	61	52	292	-	0	37	-	-	-	0	22	-	-						
Ariz.	-	8	21	-	97	-	0	10	-	-	-	0	6	-	-						
Colo.	-	7	25	2	90	-	0	17	-	-	-	0	13	-	-						
Idaho	N	0	0	N	N	-	0	1	-	-	-	0	3	-	-						
Mont.	-	2	8	16	19	-	0	1	-	-	-	0	2	-	-						
Nev.	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
N. Mex.	1	1	8	8	20	-	0	9	-	-	-	0	5	-	-						
Utah	-	4	15	26	61	-	0	1	-	-	-	0	1	-	-						
Wyo.	-	0	2	-	5	-	0	1	-	-	-	0	2	-	-						
PACIFIC	-	2	8	9	19	-	0	33	-	-	-	0	26	-	-						
Alaska	-	1	4	6	8	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	4	2	5	-	0	33	-	-	-	0	25	-	-						
Hawaii	-	1	2	1	6	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	2	-	-						
Wash.	N	0	0	N	N	-	0	4	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	6	-	33	-	0	0	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not reportable in all states.  Data from states where the condition is not reportable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
