
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 2013 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	80	260	403	1,118	2,206	-	4	12	15	20	2	52	230	52	155						
NEW ENGLAND	-	4	13	23	20	-	0	1	-	-	-	0	3	-	-						
Conn.	-	1	3	3	6	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	-	-	-	0	0	-	-	-	0	2	-	-						
Mass.	-	2	10	17	14	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	1	-	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	-	-	-	0	0	-	-	-	0	3	-	-						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	2	36	73	108	583	-	0	2	1	4	-	1	5	3	13						
N.J.	-	9	35	1	332	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	-	12	37	41	101	-	0	1	-	-	-	0	3	-	1						
N.Y. City	1	8	21	54	127	-	0	0	-	-	-	0	3	1	3						
Pa.	1	2	6	12	23	-	0	2	1	4	-	1	4	2	9						
E.N. CENTRAL	21	40	120	346	250	-	0	2	-	1	-	4	17	4	14						
Ill.	-	5	16	2	24	-	0	1	-	-	-	2	12	-	5						
Ind.	-	1	17	9	13	-	0	1	-	1	-	1	5	3	2						
Mich.	-	4	14	34	55	-	0	1	-	-	-	0	1	-	-						
Ohio	20	28	103	293	147	-	0	0	-	-	-	0	3	1	3						
Wis.	1	2	18	8	11	-	0	0	-	-	-	0	3	-	4						
W.N. CENTRAL	6	8	32	41	64	-	0	6	-	1	-	6	33	-	14						
Iowa	3	1	11	13	4	-	0	0	-	-	-	0	1	-	-						
Kans.	-	2	6	5	35	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	2	1	7	7	21	-	0	5	-	1	-	6	33	-	14						
Nebr.	-	2	22	11	3	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	1	3	1	-	0	1	-	-	-	0	0	-	-						
S. Dak.	1	0	3	2	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	29	54	102	201	445	-	2	9	14	9	1	14	147	31	42						
Del.	-	0	4	2	-	-	0	0	-	-	-	0	2	2	5						
D.C.	-	0	3	-	6	-	0	0	-	-	-	0	1	-	-						
Fla.	14	29	66	73	238	-	0	1	-	-	-	0	3	1	3						
Ga.	9	12	21	73	129	-	1	5	13	6	-	0	0	-	-						
Md.	2	5	16	14	37	-	0	0	-	-	-	0	3	4	5						
N.C.	1	2	10	16	18	-	0	4	-	-	1	0	133	6	5						
S.C.	3	1	3	13	4	-	0	1	1	2	-	1	6	5	2						
Va.	-	1	6	9	12	-	0	2	-	1	-	4	35	13	22						
W. Va.	-	0	3	1	1	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	6	20	41	80	296	-	0	2	-	-	1	12	57	14	23						
Ala.	3	5	20	28	72	-	0	1	-	-	-	3	13	2	6						
Ky.	-	5	21	14	121	-	0	1	-	-	-	0	7	2	1						
Miss.	-	4	13	24	66	-	0	2	-	-	-	0	4	-	-						
Tenn.	3	3	9	14	37	-	0	1	-	-	1	10	49	10	16						
W.S. CENTRAL	14	45	92	205	389	-	0	1	-	-	-	11	73	-	28						
Ark.	1	2	7	18	11	-	0	1	-	-	-	8	65	-	16						
La.	2	3	10	24	41	-	0	0	-	-	-	0	2	-	1						
Okla.	5	7	27	34	74	-	0	1	-	-	-	0	26	-	2						
Tex.	6	31	89	129	263	-	0	1	-	-	-	1	5	-	9						
MOUNTAIN	-	11	32	40	57	-	0	2	-	5	-	0	4	-	18						
Ariz.	-	6	18	18	34	-	0	2	-	5	-	0	2	-	14						
Colo.	-	2	19	3	4	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	2	-	2	-	0	0	-	-	-	0	1	-	2						
Mont.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	9	10	1	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	1	7	5	9	-	0	0	-	-	-	0	1	-	-						
Utah	-	0	4	3	4	-	0	0	-	-	-	0	1	-	2						
Wyo.	-	0	3	1	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	2	16	40	74	102	-	0	2	-	-	-	0	1	-	3						
Alaska	-	0	2	-	3	N	0	0	N	N	N	0	0	N	N						
Calif.	1	12	32	53	76	-	0	2	-	-	-	0	1	-	3						
Hawaii	-	0	3	-	2	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	10	10	14	-	0	0	-	-	-	0	1	-	-						
Wash.	1	1	19	11	7	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


