
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 26, 2009 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	26	97	239	4,756	5,294	28	33	122	1,717	1,823											
NEW ENGLAND	-	5	28	274	364	-	1	11	68	96											
Conn.	-	0	21	72	97	-	0	11	11	11											
Maine	-	0	2	18	27	-	0	1	6	2											
Mass.	-	2	10	120	171	-	0	4	35	62											
N.H.	-	0	4	35	29	-	0	2	11	11											
R.I.	-	0	2	11	27	-	0	1	1	10											
Vt.	-	0	3	18	13	-	0	1	4	-											
MID. ATLANTIC	9	16	43	946	1,045	5	4	33	235	229											
N.J.	-	2	7	124	188	-	0	4	38	70											
N.Y. (Upstate)	8	7	25	318	322	5	2	17	124	99											
N.Y. City	-	4	12	179	198	-	0	31	73	60											
Pa.	1	6	18	325	337	N	0	2	N	N											
E.N. CENTRAL	2	15	42	851	959	-	6	18	276	327											
Ill.	-	4	13	243	260	-	1	4	48	94											
Ind.	-	2	23	128	127	-	0	13	37	31											
Mich.	-	3	11	144	177	-	1	4	69	85											
Ohio	2	3	13	207	254	-	1	6	77	62											
Wis.	-	1	11	129	141	-	1	3	45	55											
W.N. CENTRAL	-	6	37	373	372	7	2	12	153	109											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	37	37	N	0	1	N	N											
Minn.	-	0	34	171	172	7	0	10	88	43											
Mo.	-	2	8	85	89	-	0	4	37	37											
Nebr.	-	1	3	42	41	-	0	2	16	9											
N. Dak.	-	0	4	17	10	-	0	3	5	9											
S. Dak.	-	0	3	21	23	-	0	2	7	11											
S. ATLANTIC	8	21	49	1,095	1,119	7	6	18	330	360											
Del.	-	0	1	11	10	-	0	0	-	-											
D.C.	-	0	3	13	14	N	0	0	N	N											
Fla.	5	5	12	275	262	1	1	6	73	69											
Ga.	2	5	13	253	256	2	2	6	94	101											
Md.	1	3	12	188	186	3	1	7	81	58											
N.C.	-	1	12	91	136	N	0	0	N	N											
S.C.	-	1	5	71	74	1	1	4	46	71											
Va.	-	3	9	155	141	-	0	4	23	48											
W. Va.	-	0	4	38	40	-	0	3	13	13											
E.S. CENTRAL	-	3	10	190	189	-	2	7	101	93											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	39	44	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	20	10											
Tenn.	-	3	9	151	145	-	1	6	81	83											
W.S. CENTRAL	4	8	79	425	500	3	5	46	283	296											
Ark.	-	0	3	20	11	-	0	4	26	15											
La.	-	0	3	11	18	-	0	3	13	14											
Okla.	-	2	20	127	117	3	1	7	58	68											
Tex.	4	5	59	267	354	-	3	34	186	199											
MOUNTAIN	3	10	22	444	571	6	4	16	240	265											
Ariz.	1	3	7	155	195	2	2	10	118	115											
Colo.	2	2	7	125	139	4	0	4	53	61											
Idaho	-	0	2	10	16	-	0	2	9	6											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	13	-	0	0	-	6											
N. Mex.	-	1	6	80	140	-	0	4	24	39											
Utah	-	1	6	68	59	-	0	5	36	36											
Wyo.	-	0	1	1	9	-	0	0	-	2											
PACIFIC	-	3	9	158	175	-	0	4	31	48											
Alaska	-	1	4	37	40	-	0	3	23	29											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	8	121	135	-	0	2	8	19											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


