
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 11, 2006 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive, all serogroups current week
Meningococcal diseases, invasive, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive, all serogroups cummulative for 2006
Meningococcal diseases, invasive, all serogroups cummulative for 2005
Meningococcal diseases, invasive, serogroup unknown current week
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median 
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum 
Meningococcal diseases, invasive, serogroup unknown cummulative for 2006
Meningococcal diseases, invasive, serogroup unknown cummulative for 2005
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2006
Pertussis cummulative for 2005

tab delimited data:
test
UNITED STATES	11	19	85	869	1,047	7	12	58	579	647	93	258	2,877	11,035	19,933						
NEW ENGLAND	1	1	3	41	64	1	0	2	28	22	3	26	83	1,007	1,260						
Conn.	1	0	2	10	12	1	0	2	3	1	-	1	5	37	62						
Maine	-	0	1	6	2	-	0	1	4	2	-	1	11	73	47						
Mass.	-	0	2	15	30	-	0	2	15	5	-	17	43	594	955						
N.H.	-	0	2	6	12	-	0	2	6	12	1	2	36	153	80						
R.I.	-	0	1	2	3	-	0	0	-	-	-	0	17	49	36						
Vt.	-	0	1	2	5	-	0	0	-	2	2	1	14	101	80						
MID. ATLANTIC	-	2	13	91	133	-	1	11	87	103	21	35	137	1,598	1,151						
N.J.	-	0	1	-	31	-	0	1	-	31	-	4	13	184	162						
N.Y. (Upstate)	-	0	7	-	34	-	0	5	-	12	14	15	123	738	443						
N.Y. City	-	1	4	53	23	-	1	4	53	23	-	1	8	64	96						
Pa.	-	0	5	38	45	-	0	5	34	37	7	13	26	612	450						
E.N. CENTRAL	3	2	11	104	138	2	1	6	72	111	24	39	133	1,638	3,393						
Ill.	-	0	4	18	31	-	0	4	18	31	-	6	23	231	816						
Ind.	1	0	5	21	18	1	0	1	8	8	4	4	75	213	289						
Mich.	1	0	3	20	31	1	0	1	9	18	7	9	37	506	274						
Ohio	1	1	5	42	36	-	1	4	34	32	13	12	30	524	1,011						
Wis.	-	0	2	3	22	-	0	2	3	22	-	4	21	164	1,003						
W.N. CENTRAL	-	1	4	55	71	-	0	3	18	29	9	24	552	1,049	3,352						
Iowa	-	0	2	17	15	-	0	1	5	1	-	5	40	226	951						
Kans.	-	0	1	2	9	-	0	1	2	9	5	6	25	274	419						
Minn.	-	0	2	13	13	-	0	1	4	5	-	0	485	161	966						
Mo.	-	0	2	14	25	-	0	1	2	11	1	6	42	258	448						
Nebr.	-	0	2	6	5	-	0	1	4	3	3	2	9	84	262						
N. Dak.	-	0	1	1	-	-	0	1	1	-	-	0	25	26	131						
S. Dak.	-	0	1	2	4	-	0	0	-	-	-	0	4	20	175						
S. ATLANTIC	2	4	14	162	195	2	1	7	67	87	10	19	46	892	1,264						
Del.	-	0	1	4	4	-	0	1	4	4	-	0	1	3	15						
D.C.	-	0	1	1	5	-	0	1	1	4	-	0	3	6	7						
Fla.	2	1	6	65	72	2	0	5	24	29	2	4	9	191	185						
Ga.	-	0	3	14	15	-	0	3	14	15	-	0	3	19	45						
