
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending September 9, 2000 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	12,751	10,618	6,604	6,414	4,027	4,645	8,053	10,814													
NEW ENGLAND	243	527	239	497	54	41	277	285													
Maine	10	4	12	-	1	-	9	13													
N.H.	4	13	7	11	1	1	14	10													
Vt.	3	5	-	3	-	3	4	1													
Mass.	165	440	150	416	36	22	168	157													
R.I.	19	17	28	16	4	1	25	29													
Conn.	42	48	42	51	12	14	57	75													
MID. ATLANTIC	1,476	711	856	519	192	206	1,559	1,814													
Upstate N.Y.	559	202	177	48	8	16	181	222													
N.Y. City	583	242	402	172	89	87	856	928													
N.J.	210	164	135	163	35	48	369	378													
Pa.	124	103	142	136	60	55	153	286													
E.N. CENTRAL	2,735	1,978	737	1,065	783	824	858	1,081													
Ohio	240	322	96	97	55	65	200	175													
Ind.	1,167	183	124	56	279	280	60	94													
Ill.	639	787	2	621	195	298	421	523													
Mich.	518	292	472	232	218	152	119	220													
Wis.	171	394	43	59	36	29	58	69													
W.N. CENTRAL	1,481	857	1,182	580	41	103	315	336													
Minn.	359	164	499	191	4	9	105	133													
Iowa	398	23	217	22	10	9	25	33													
Mo.	497	560	361	283	22	69	129	118													
N. Dak.	12	2	14	2	-	-	2	2													
S. Dak.	5	11	3	6	-	-	13	12													
Nebr.	71	57	9	43	2	6	13	12													
Kans.	139	40	79	33	3	10	28	26													
S. ATLANTIC	1,983	1,643	560	392	1,348	1,525	1,762	2,217													
Del.	11	12	10	7	7	6	-	21													
Md.	146	106	69	37	198	278	175	183													
D.C.	49	42	U	U	39	35	19	37													
Va.	322	88	221	44	95	116	185	186													
W. Va.	4	7	3	3	2	3	21	32													
N.C.	134	152	73	67	361	356	220	317													
S.C.	96	90	68	48	134	192	87	201													
Ga.	177	146	54	61	251	300	388	421													
Fla.	1,044	1,000	62	125	261	239	667	819													
E.S. CENTRAL	656	906	352	561	601	812	518	704													
Ky.	236	185	53	128	59	74	68	110													
Tenn.	255	554	269	375	365	459	245	246													
Ala.	38	86	27	50	83	156	205	215													
Miss.	127	81	3	8	94	123	-	133													
W.S. CENTRAL	1,317	1,745	1,899	754	575	728	833	1,499													
Ark.	154	61	44	20	70	44	134	119													
La.	80	142	124	77	156	208	73	115													
Okla.	79	409	29	132	91	142	92	119													
Tex.	1,004	1,133	1,702	525	258	334	534	1,146													
MOUNTAIN	764	644	386	444	158	161	347	368													
Mont.	6	7	U	U	-	1	10	10													
Idaho	41	16	-	9	1	1	9	12													
Wyo.	5	3	2	1	1	-	2	3													
Colo.	141	114	66	88	7	1	49	48													
N. Mex.	97	84	58	62	19	8	29	41													
Ariz.	317	321	197	231	124	144	145	157													
Utah	58	44	63	47	1	2	32	29													
Nev.	99	55	-	6	5	4	71	68													
PACIFIC	2,096	1,607	393	1,602	275	245	1,584	2,510													
Wash.	344	72	300	75	48	48	185	165													
Oreg.	122	61	68	60	5	4	24	73													
Calif.	1,594	1,449	-	1,443	221	190	1,222	2,115													
Alaska	8	-	3	-	-	1	63	39													
Hawaii	28	25	22	24	1	2	90	118													
Guam	-	11	U	U	-	-	-	52													
P.R.	9	111	U	U	95	119	-	151													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


