
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2002 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rocky Mountain Spotted Fever cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2001
Rubella cummulative for 2002
Rubella cummulative for 2001
Rubella Congenital cummulative for 2002
Rubella Congenital cummulative for 2001
Salmonellosis cummulative for 2002
Salmonellosis cummulative for 2001

tab delimited data:
test
UNITED STATES	21	6	-	-	-	-	1,100	1,649													
NEW ENGLAND	-	-	-	-	-	-	79	90													
Maine	-	-	-	-	-	-	11	7													
N.H.	-	-	-	-	-	-	3	4													
Vt.	-	-	-	-	-	-	3	6													
Mass.	-	-	-	-	-	-	46	71													
R.I.	-	-	-	-	-	-	3	-													
Conn.	-	-	-	-	-	-	13	2													
MID. ATLANTIC	2	-	-	-	-	-	76	245													
Upstate N.Y.	-	-	-	-	-	-	14	27													
N.Y. City	-	-	-	-	-	-	27	58													
N.J.	-	-	-	-	-	-	-	122													
Pa.	2	-	-	-	-	-	35	38													
E.N. CENTRAL	1	1	-	-	-	-	127	261													
Ohio	1	-	-	-	-	-	48	77													
Ind.	-	-	-	-	-	-	11	7													
Ill.	-	1	-	-	-	-	14	89													
Mich.	-	-	-	-	-	-	45	37													
Wis.	-	-	-	-	-	-	9	51													
W.N. CENTRAL	-	-	-	-	-	-	99	90													
Minn.	-	-	-	-	-	-	15	24													
Iowa	-	-	-	-	-	-	14	8													
Mo.	-	-	-	-	-	-	55	30													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	-	3	7													
Nebr.	-	-	-	-	-	-	-	8													
Kans.	-	-	-	-	-	-	12	13													
S. ATLANTIC	17	5	-	-	-	-	349	330													
Del.	-	-	-	-	-	-	-	7													
Md.	5	2	-	-	-	-	51	31													
D.C.	-	-	-	-	-	-	6	6													
Va.	-	-	-	-	-	-	14	32													
W. Va.	-	-	-	-	-	-	1	1													
N.C.	12	3	-	-	-	-	79	80													
S.C.	-	-	-	-	-	-	13	29													
Ga.	-	-	-	-	-	-	132	86													
Fla.	-	-	-	-	-	-	53	58													
E.S. CENTRAL	1	-	-	-	-	-	78	102													
Ky.	-	-	-	-	-	-	3	18													
Tenn.	1	-	-	-	-	-	14	9													
Ala.	-	-	-	-	-	-	48	53													
Miss.	-	-	-	-	-	-	13	22													
W.S. CENTRAL	-	-	-	-	-	-	36	223													
Ark.	-	-	-	-	-	-	18	16													
La.	-	-	-	-	-	-	-	38													
Okla.	-	-	-	-	-	-	16	6													
Tex.	-	-	-	-	-	-	2	163													
MOUNTAIN	-	-	-	-	-	-	61	83													
Mont.	-	-	-	-	-	-	2	4													
Idaho	-	-	-	-	-	-	6	4													
Wyo.	-	-	-	-	-	-	-	3													
Colo.	-	-	-	-	-	-	34	25													
N. Mex.	-	-	-	-	-	-	6	17													
Ariz.	-	-	-	-	-	-	5	16													
Utah	-	-	-	-	-	-	8	6													
Nev.	-	-	-	-	-	-	-	8													
PACIFIC	-	-	-	-	-	-	195	225													
Wash.	-	-	-	-	-	-	3	1													
Oreg.	-	-	-	-	-	-	22	1													
Calif.	-	-	-	-	-	-	154	207													
Alaska	-	-	-	-	-	-	6	4													
Hawaii	-	-	-	-	-	-	10	12													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	29													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	1	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


