
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 12, 1997 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	15,582	18,023	99,089	110,715	267	119	65,737	84,860	774	834											
NEW ENGLAND	465	746	4,622	5,355	20	10	1,725	2,189	11	22											
Maine	18	10	284	-	1	-	14	13	-	-											
N.H.	4	23	145	192	-	-	38	36	2	2											
Vt.	10	7	120	142	1	1	15	17	-	10											
Mass.	220	485	2,087	1,888	15	9	686	629	7	7											
R.I.	43	38	610	620	1	-	155	161	2	3											
Conn.	170	183	1,376	2,513	2	-	817	1,333	-	-											
MID. ATLANTIC	5,146	4,649	6,146	14,998	17	4	4,226	7,496	76	67											
Upstate N.Y.	833	541	N	N	9	3	942	22	57	58											
N.Y. City	2,649	2,449	-	6,617	5	-	-	3,777	-	1											
N.J.	1,098	1,015	1,614	2,671	3	-	1,011	661	-	-											
Pa.	566	644	4,532	5,710	N	1	2,273	3,036	19	8											
E.N. CENTRAL	1,088	1,493	17,237	25,918	50	18	10,716	17,276	166	145											
Ohio	216	356	4,042	5,963	17	9	2,629	4,364	5	4											
Ind.	286	264	2,541	2,454	11	2	1,748	1,835	4	4											
Ill.	372	527	3,207	7,687	10	-	1,644	5,053	15	28											
Mich.	158	254	5,425	6,590	12	2	3,766	4,618	142	109											
Wis.	56	92	2,022	3,224	N	5	929	1,406	-	-											
W.N. CENTRAL	313	402	5,940	9,433	37	27	2,613	3,763	32	18											
Minn.	55	84	-	1,369	23	17	U	-	-	-											
Iowa	52	31	1,424	943	8	4	364	274	15	7											
Mo.	135	169	3,064	4,370	1	3	1,765	2,572	8	7											
N. Dak.	4	1	81	300	3	2	5	9	2	-											
S. Dak.	2	5	318	373	-	-	36	60	-	-											
Nebr.	28	32	262	690	1	-	90	134	-	2											
Kans.	37	80	791	1,388	1	1	353	714	7	2											
S. ATLANTIC	3,895	4,940	22,718	15,619	37	5	23,778	29,910	69	50											
Del.	51	93	-	-	1	1	299	416	-	-											
Md.	425	643	1,936	1,710	2	1	3,739	3,877	4	-											
D.C.	182	242	N	N	-	-	1,268	1,269	-	-											
Va.	323	230	3,247	3,525	N	-	2,538	2,920	4	3											
W. Va.	21	25	-	-	N	-	206	99	1	4											
N.C.	217	196	4,963	U	7	3	4,545	5,367	17	14											
S.C.	213	226	3,535	U	-	-	3,106	3,316	14	11											
Ga.	528	681	2,402	3,697	13	-	3,378	7,191	U	-											
Fla.	1,935	2,604	6,635	6,687	14	-	4,699	5,455	29	18											
E.S. CENTRAL	473	540	9,101	8,166	23	7	9,174	8,752	106	155											
Ky.	48	88	1,833	2,018	6	-	1,160	1,150	6	9											
Tenn.	203	200	3,421	3,472	13	7	2,958	3,016	55	145											
Ala.	127	157	2,148	2,534	2	-	2,987	3,905	5	1											
Miss.	95	95	1,699	142	2	-	2,069	681	40	-											
W.S. CENTRAL	1,459	1,732	10,817	6,912	3	1	7,554	6,584	68	84											
Ark.	59	95	372	423	2	-	710	1,153	2	1											
La.	219	492	1,798	1,951	1	1	1,781	2,299	47	33											
Okla.	86	52	2,200	2,105	-	-	1,440	1,304	3	26											
Tex.	1,095	1,093	6,447	2,433	-	-	3,623	1,828	16	24											
MOUNTAIN	441	570	6,063	3,537	29	19	2,040	2,216	105	180											
Mont.	12	5	254	386	2	-	13	10	3	8											
Idaho	8	7	449	479	3	-	33	27	14	38											
Wyo.	9	2	133	197	1	-	17	10	41	54											
Colo.	114	150	100	7	13	8	431	563	19	18											
N. Mex.	34	25	1,136	1,120	4	3	390	280	15	27											
Ariz.	122	191	2,749	76	N	6	878	1,006	8	23											
Utah	30	62	432	460	3	-	49	88	2	7											
Nev.	112	128	810	812	3	2	229	232	3	5											
PACIFIC	2,302	2,951	16,445	20,777	51	26	3,911	6,674	141	113											
Wash.	176	217	2,653	2,810	8	4	612	712	7	24											
Oreg.	97	173	894	1,533	14	10	120	143	3	3											
Calif.	2,002	2,521	12,059	15,671	26	10	2,910	5,509	86	43											
Alaska	12	3	393	228	3	-	143	159	-	2											
Hawaii	15	37	446	535	N	2	126	151	45	41											
Guam	-	3	-	99	N	-	-	22	-	1											
P.R.	420	417	N	N	13	U	264	60	24	13											
V.I.	17	3	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	10	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


