
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 1, 2011 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	153	227	742	7,944	10,552	6	2	16	148	118	20	25	245	1,398	1,291						
NEW ENGLAND	-	2	29	135	291	-	0	0	-	-	-	0	1	3	3						
Conn.	-	0	28	28	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	19	5	-	0	0	-	-	-	0	0	-	2						
Mass.	-	1	6	76	193	-	0	0	-	-	-	0	1	1	-						
N.H.	-	0	2	2	12	-	0	0	-	-	-	0	1	1	1						
R.I.	-	0	4	6	11	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	4	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	20	15	74	583	1,360	-	0	2	11	2	-	1	5	35	86						
N.J.	-	3	8	89	316	-	0	0	-	1	-	0	3	-	50						
N.Y. (Upstate)	18	3	18	201	176	-	0	1	3	1	-	0	2	6	13						
N.Y. City	-	5	13	202	246	-	0	0	-	-	-	0	3	15	11						
Pa.	2	3	56	91	622	-	0	2	8	-	-	0	3	14	12						
E.N. CENTRAL	7	15	40	531	1,306	-	0	2	7	3	1	1	6	78	74						
Ill.	-	4	10	116	743	-	0	1	1	2	-	0	3	26	33						
Ind.	-	1	4	43	50	-	0	1	2	1	-	0	4	38	20						
Mich.	1	3	10	125	205	-	0	1	1	-	-	0	1	1	1						
Ohio	6	5	27	247	246	-	0	2	3	-	1	0	2	13	14						
Wis.	-	0	4	-	62	-	0	0	-	-	-	0	1	-	6						
W.N. CENTRAL	8	7	38	236	1,785	-	0	7	24	13	2	4	30	298	248						
Iowa	-	0	4	13	45	-	0	0	-	-	-	0	2	5	5						
Kans.	3	1	12	43	212	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	45	-	0	0	-	-	-	0	2	-	-						
Mo.	3	5	18	163	1,447	-	0	4	17	10	1	4	30	288	240						
Nebr.	2	0	10	13	29	-	0	3	5	3	1	0	1	4	2						
