
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending July 29, 2006 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	84	106	158	3,105	3,490	52	35	246	860	714	644	765	2,291	18,251	20,832						
NEW ENGLAND	7	12	26	322	427	-	0	2	2	4	22	34	231	1,021	1,189						
Conn.	4	3	13	86	93	-	0	0	-	-	-	0	223	223	244						
Maine	1	1	4	42	41	N	0	0	N	N	4	2	7	52	106						
Mass.	2	4	17	148	231	-	0	2	1	2	9	19	49	595	644						
N.H.	-	0	3	9	9	-	0	1	1	1	5	2	10	79	93						
R.I.	-	0	4	1	14	-	0	2	-	1	-	0	17	45	47						
Vt.	-	1	4	36	39	-	0	0	-	-	4	1	10	27	55						
MID. ATLANTIC	19	18	46	576	513	-	1	7	24	48	74	79	272	2,051	2,615						
N.J.	N	0	0	N	N	-	0	3	4	14	-	13	41	329	499						
N.Y. (Upstate)	19	11	24	301	273	-	0	1	2	1	49	22	233	566	611						
N.Y. City	-	0	3	2	17	-	0	1	4	5	1	18	44	402	635						
Pa.	-	7	35	273	223	-	1	5	14	28	24	28	61	754	870						
E.N. CENTRAL	3	2	12	65	117	-	0	7	23	22	47	94	219	2,405	3,048						
Ill.	1	0	4	16	24	-	0	4	1	7	-	25	53	533	1,099						
Ind.	2	0	3	7	7	-	0	2	5	-	22	12	67	361	288						
Mich.	-	1	5	27	16	-	0	1	-	2	-	16	35	456	514						
Ohio	-	0	6	15	70	-	0	7	16	11	25	23	50	641	679						
Wis.	N	0	0	N	N	-	0	1	1	2	-	15	44	414	468						
W.N. CENTRAL	3	4	20	160	204	2	2	12	108	90	42	44	103	1,306	1,340						
Iowa	-	0	5	27	-	-	0	2	1	2	-	7	18	193	223						
Kans.	-	1	5	44	55	-	0	1	1	4	-	7	17	170	194						
Minn.	1	1	6	26	41	1	0	1	2	-	22	10	60	377	301						
Mo.	1	1	6	28	40	1	1	12	92	78	18	15	40	402	393						
Nebr.	-	0	0	-	-	-	0	4	12	2	2	4	12	101	119						
N. Dak.	1	0	7	14	17	-	0	1	-	-	-	0	46	8	15						
S. Dak.	-	0	4	21	51	-	0	1	-	4	-	2	8	55	95						
S. ATLANTIC	45	36	118	1,186	1,314	33	17	94	519	355	227	202	514	4,727	5,387						
Del.	-	0	0	-	-	-	0	2	9	4	-	2	9	57	57						
D.C.	-	0	0	-	-	-	0	1	-	1	-	1	7	35	25						
Fla.	-	0	99	102	201	-	0	3	12	10	113	96	230	2,120	1,988						
Ga.	-	4	9	98	166	-	0	4	13	64	33	23	87	611	844						
Md.	-	8	14	207	207	2	1	6	25	42	14	12	32	311	418						
N.C.	22	8	18	265	302	26	9	87	409	176	24	32	114	689	700						
S.C.	6	4	11	91	128	-	1	6	12	28	9	19	73	400	749						
Va.	10	10	27	362	284	5	2	10	38	27	32	20	66	458	527						
W. Va.	7	1	13	61	26	-	0	2	1	3	2	2	19	46	79						
E.S. CENTRAL	4	4	16	142	82	7	5	18	124	131	88	54	115	1,272	1,302						
Ala.	-	1	7	47	46	2	1	8	35	33	63	15	41	466	322						
Ky.	4	0	5	11	7	-	0	1	1	1	4	8	27	204	206						
Miss.	-	0	2	4	1	-	0	3	1	5	-	13	62	257	357						
Tenn.	-	2	9	80	28	5	3	18	87	92	21	14	41	345	417						
W.S. CENTRAL	1	14	34	467	580	10	1	161	41	41	28	80	922	1,602	1,993						
Ark.	-	0	3	20	24	7	0	32	28	21	12	14	43	409	368						
La.	-	0	0	-	-	-	0	1	-	5	-	6	38	50	467						
Okla.	1	1	9	45	58	-	0	154	6	5	16	7	48	220	196						
Tex.	-	12	29	402	498	3	0	8	7	10	-	45	839	923	962						
MOUNTAIN	-	4	16	84	150	-	0	6	15	21	15	44	110	1,095	1,201						
Ariz.	-	2	11	66	107	-	0	6	2	12	-	12	67	197	342						
Colo.	-	0	2	-	13	-	0	1	1	2	-	12	45	357	277						
Idaho	-	0	12	-	-	-	0	2	1	1	4	2	9	94	96						
Mont.	-	0	2	7	4	-	0	2	2	1	-	3	16	80	49						
Nev.	-	0	2	-	5	-	0	0	-	-	-	3	17	68	103						
N. Mex.	-	0	2	6	5	-	0	2	4	3	-	4	13	98	135						
Utah	-	0	5	3	2	-	0	2	3	-	11	5	30	168	152						
Wyo.	-	0	2	2	14	-	0	1	2	2	-	1	12	33	47						
PACIFIC	2	4	15	103	103	-	0	1	4	2	101	109	426	2,772	2,757						
Alaska	-	0	4	13	1	-	0	0	-	-	-	1	7	44	30						
Calif.	2	3	15	87	99	-	0	1	3	-	95	86	292	2,146	2,076						
