
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 12, 2002 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	30	13	12,904	251,296	279,775	1,184	1,164	17	20												
NEW ENGLAND	-	1	1,317	5,782	5,325	82	87	-	1												
Maine	-	-	165	110	107	1	2	-	-												
N.H.	-	-	32	104	146	7	4	-	-												
Vt.	-	1	106	80	53	7	3	-	-												
Mass.	-	-	658	2,591	2,484	42	39	-	1												
R.I.	-	-	128	699	644	10	3	-	-												
Conn.	-	-	228	2,198	1,891	15	36	-	-												
MID. ATLANTIC	-	1	2,799	31,224	32,323	215	172	3	3												
Upstate N.Y.	-	-	949	6,820	6,547	98	56	2	-												
N.Y. City	-	-	1,050	9,255	9,965	51	43	-	-												
N.J.	-	-	275	5,682	5,530	45	40	-	-												
Pa.	-	1	525	9,467	10,281	21	33	1	3												
E.N. CENTRAL	11	5	2,436	49,834	58,879	176	217	3	2												
Ohio	10	5	731	13,138	16,397	65	56	-	1												
Ind.	-	-	-	5,649	5,367	36	43	1	-												
Ill.	-	-	564	14,944	18,756	57	77	-	-												
Mich.	1	-	685	11,582	13,629	11	12	2	-												
Wis.	-	-	456	4,521	4,730	7	29	-	1												
W.N. CENTRAL	-	3	1,571	13,050	13,087	51	58	1	1												
Minn.	-	-	632	2,291	2,053	37	32	1	-												
Iowa	-	-	243	944	1,042	1	-	-	-												
Mo.	N	N	378	6,817	6,770	10	16	-	-												
N. Dak.	-	3	11	42	37	-	7	-	-												
S. Dak.	-	-	58	205	226	-	-	-	-												
Nebr.	-	-	122	711	912	-	2	-	1												
Kans.	-	-	127	2,040	2,047	3	1	-	-												
S. ATLANTIC	-	-	2,226	64,302	73,015	306	288	2	1												
Del.	-	-	42	1,217	1,342	-	-	-	-												
Md.	-	-	100	6,770	7,119	71	72	2	-												
D.C.	-	-	32	2,126	2,293	-	-	-	-												
Va.	-	-	206	7,510	8,412	27	25	-	-												
W. Va.	-	-	45	737	527	14	14	-	1												
N.C.	-	-	-	12,502	13,746	30	42	-	-												
S.C.	-	-	112	5,730	9,019	12	4	-	-												
Ga.	-	-	709	12,526	13,838	78	73	-	-												
Fla.	-	-	980	15,184	16,719	74	58	-	-												
E.S. CENTRAL	8	2	300	21,473	25,261	55	63	1	-												
Ky.	8	2	-	2,792	2,779	4	2	-	-												
Tenn.	-	-	137	7,352	7,801	28	33	-	-												
Ala.	-	-	163	6,535	8,386	16	26	1	-												
Miss.	-	-	-	4,794	6,295	7	2	-	-												
W.S. CENTRAL	-	-	186	36,692	41,662	51	44	2	1												
Ark.	-	-	130	3,044	3,712	2	-	-	-												
La.	-	-	3	9,528	10,040	7	8	-	-												
Okla.	-	-	53	3,710	3,734	37	35	-	-												
Tex.	-	-	-	20,410	24,176	5	1	2	1												
MOUNTAIN	11	1	1,299	7,904	8,197	140	125	2	7												
Mont.	-	-	74	76	84	-	-	-	-												
Idaho	-	-	99	70	61	2	1	-	-												
Wyo.	-	-	25	49	64	1	1	-	-												
Colo.	11	1	422	2,708	2,483	26	34	-	-												
N. Mex.	-	-	131	1,047	787	21	20	-	1												
Ariz.	-	-	173	2,939	3,076	64	52	1	4												
Utah	-	-	257	198	148	16	6	-	-												
Nev.	-	-	118	817	1,494	10	11	1	2												
PACIFIC	-	-	770	21,035	22,026	108	110	3	4												
Wash.	-	-	289	2,269	2,372	3	2	2	-												
Oreg.	-	-	324	676	904	51	32	-	-												
Calif.	-	-	-	17,087	17,932	22	49	1	4												
Alaska	-	-	84	468	332	1	6	-	-												
Hawaii	-	-	73	535	486	31	21	-	-												
Guam	-	-	-	-	39	-	-	-	-												
P.R.	-	-	33	281	468	1	1	-	-												
V.I.	-	-	-	31	21	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


