
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending January 19, 2008 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2008
Giardiasis cummulative for 2007
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2008
Gonorrhea cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2008
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007

tab delimited data:
test
UNITED STATES	142	297	546	373	704	2,925	6,783	7,919	11,520	17,252	46	41	65	127	166						
NEW ENGLAND	2	23	54	13	55	91	108	190	244	223	-	3	9	2	16						
Conn.	-	6	18	-	17	19	42	108	35	22	-	0	7	-	6						
Maine	1	3	10	3	2	1	2	8	3	3	-	0	4	-	-						
Mass.	-	9	29	-	31	61	51	128	178	148	-	1	6	-	7						
N.H.	1	0	3	1	-	1	2	6	3	4	-	0	2	-	3						
R.I.	-	0	15	5	-	9	7	14	25	40	-	0	2	1	-						
Vt.	-	3	8	4	5	-	1	5	-	6	-	0	1	1	-						
MID. ATLANTIC	37	56	97	78	148	323	680	1,014	958	2,212	9	9	19	23	37						
N.J.	-	5	11	1	21	98	115	159	272	345	-	1	3	-	6						
N.Y. (Upstate)	15	23	81	25	27	63	125	424	98	196	2	3	14	7	3						
N.Y. City	-	16	28	10	58	33	197	372	126	743	-	2	6	4	12						
Pa.	22	14	29	42	42	129	256	586	462	928	7	3	10	12	16						
E.N. CENTRAL	18	47	89	64	114	261	1,279	2,586	1,242	3,963	6	5	14	13	27						
Ill.	-	13	33	-	30	-	374	666	11	1,083	-	1	5	-	8						
Ind.	N	0	0	N	N	131	161	307	413	582	-	1	7	-	-						
Mich.	2	11	20	12	39	103	273	482	443	759	-	0	3	-	3						
Ohio	16	15	37	47	21	27	339	1,565	309	1,081	6	2	6	13	12						
Wis.	-	6	21	5	24	-	124	208	66	458	-	0	2	-	4						
W.N. CENTRAL	9	22	184	29	45	101	370	514	495	1,178	-	3	18	9	10						
Iowa	2	5	23	13	10	13	36	56	61	130	-	0	1	-	-						
Kans.	-	3	11	-	3	-	43	86	-	115	-	0	1	-	3						
Minn.	-	0	170	-	-	-	63	86	56	230	-	0	16	-	-						
Mo.	5	9	23	9	22	88	191	266	378	624	-	1	4	6	6						
Nebr.	1	3	8	6	4	-	25	57	-	63	-	0	3	3	1						
N. Dak.	1	0	3	1	-	-	2	4	-	6	-	0	1	-	-						
S. Dak.	-	1	6	-	6	-	5	11	-	10	-	0	0	-	-						
S. ATLANTIC	33	54	94	90	92	955	1,587	2,335	3,898	2,552	14	11	30	44	33						
Del.	1	1	6	5	1	28	26	43	68	94	-	0	3	1	1						
D.C.	-	0	6	-	2	-	47	71	79	128	-	0	1	-	-						
Fla.	22	24	47	55	31	423	489	623	1,212	402	5	3	10	8	4						
Ga.	6	12	26	21	26	4	218	643	9	319	6	2	6	17	8						
Md.	4	4	18	5	9	-	111	227	260	224	1	1	6	10	12						
N.C.	-	0	0	-	-	-	321	1,169	1,169	568	2	0	9	2	-						
S.C.	-	2	6	3	1	337	203	1,361	655	635	-	1	4	3	4						
Va.	-	9	22	1	22	163	126	224	435	135	-	1	23	2	4						
W. Va.	-	0	8	-	-	-	17	37	11	47	-	0	3	1	-						
E.S. CENTRAL	1	10	23	10	24	340	582	865	1,098	1,781	3	2	9	9	7						
Ala.	-	4	11	6	15	-	208	278	173	656	-	0	3	2	2						
Ky.	N	0	0	N	N	101	62	161	240	81	-	0	1	-	-						
Miss.	N	0	0	N	N	51	125	310	179	444	-	0	2	1	1						
Tenn.	1	5	16	4	9	188	180	261	506	600	3	1	6	6	4						
W.S. CENTRAL	1	7	18	3	9	445	988	1,203	2,266	2,531	3	2	8	5	4						
Ark.	-	2	9	-	1	-	76	133	189	243	-	0	1	-	-						
La.	-	2	11	-	4	128	220	384	225	583	-	0	1	-	1						
Okla.	1	3	7	3	4	-	92	235	213	220	3	1	7	5	3						
Tex.	N	0	0	N	N	317	597	858	1,639	1,485	-	0	2	-	-						
MOUNTAIN	19	32	68	28	71	99	238	321	180	602	11	4	13	19	19						
Ariz.	5	3	11	7	15	25	101	130	57	147	9	2	6	12	9						
Colo.	-	10	26	1	28	-	43	93	-	190	-	1	4	-	4						
Idaho	3	3	19	3	8	5	5	19	11	-	-	0	1	-	1						
Mont.	-	2	8	2	1	1	1	48	1	9	-	0	1	1	-						
Nev.	-	2	7	-	3	55	44	87	62	115	-	0	1	1	1						
N. Mex.	-	2	5	-	6	-	31	63	23	96	-	1	4	-	2						
Utah	11	7	33	13	8	13	14	34	26	41	2	0	6	5	2						
Wyo.	-	1	4	2	2	-	1	5	-	4	-	0	1	-	-						
PACIFIC	22	61	120	58	146	310	679	843	1,139	2,210	-	2	6	3	13						
Alaska	1	1	5	2	5	7	10	17	21	22	-	0	4	-	4						
Calif.	16	42	82	43	112	271	595	717	1,024	1,913	-	0	5	-	4						
Hawaii	-	0	2	-	-	-	12	24	-	33	-	0	1	-	-						
Oreg.	3	8	17	11	27	32	23	63	88	55	-	1	5	3	5						
Wash.	2	8	71	2	2	-	27	142	6	187	-	0	1	-	-						
Amer. Samoa	-	0	0	-	-	-	0	2	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	-	-	2	13	-	3	-	0	0	-	-						
P.R.	-	5	21	-	11	-	5	23	1	14	-	0	1	-	-						
V.I.	-	0	0	-	-	-	1	3	-	4	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


