
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 1996 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	10,058	16,914	47,253	141	50	61,684	88,496	701	912	137	252										
NEW ENGLAND	454	808	2,228	20	3	1,746	1,266	16	24	4	3										
Maine	8	15	-	3	-	9	16	-	-	1	-										
N.H.	14	24	142	1	1	33	26	1	2	-	-										
Vt.	5	6	-	3	2	17	7	9	2	-	-										
Mass.	250	447	1,545	9	-	534	728	5	20	2	2										
R.I.	17	55	541	2	-	144	138	1	-	1	1										
Conn.	160	261	-	2	-	1,009	351	-	-	N	N										
MID. ATLANTIC	2,863	4,125	6,281	23	14	5,033	10,187	59	85	30	34										
Upstate N.Y.	324	277	N	12	9	988	2,014	54	34	7	8										
N.Y. City	1,615	2,302	765	-	-	1,012	3,524	1	1	-	1										
N.J.	554	980	1,247	8	-	703	1,024	-	39	5	9										
Pa.	370	566	4,269	N	5	2,330	3,625	4	11	18	16										
E.N. CENTRAL	822	1,405	9,064	21	2	10,131	18,882	93	68	46	91										
Ohio	250	379	1,907	16	-	1,033	6,124	3	2	21	37										
Ind.	91	104	2,124	3	-	1,688	1,893	3	-	11	19										
Ill.	315	578	-	2	1	3,989	4,701	7	27	1	13										
Mich.	108	270	4,095	-	1	2,909	4,575	80	39	12	12										
Wis.	58	74	938	N	-	512	1,589	-	-	1	10										
W.N. CENTRAL	254	391	5,545	14	12	3,802	4,975	84	21	10	32										
Minn.	56	91	-	2	8	975	705	-	-	-	-										
Iowa	23	20	549	4	1	197	372	56	2	2	7										
Mo.	93	146	3,355	1	-	1,943	2,909	26	14	1	23										
N. Dak.	-	-	2	1	1	1	7	-	-	-	-										
S. Dak.	3	1	249	-	-	40	42	-	1	2	-										
Nebr.	22	38	388	1	-	57	250	-	2	5	1										
Kans.	57	95	1,002	5	2	589	690	2	2	-	1										
S. ATLANTIC	2,485	4,057	11,736	10	1	24,642	25,333	32	59	14	41										
Del.	72	69	-	-	-	357	477	1	-	-	-										
Md.	198	626	1,300	N	-	3,159	3,292	-	2	2	10										
D.C.	125	236	N	-	-	1,076	1,359	-	-	1	3										
Va.	129	326	2,678	N	1	2,184	2,448	1	-	5	2										
W. Va.	19	20	-	N	-	99	141	4	14	1	3										
N.C.	34	245	-	4	-	4,706	5,734	8	17	3	7										
S.C.	93	167	-	1	-	2,808	2,728	7	1	1	5										
Ga.	446	507	2,863	2	-	6,095	4,278	-	9	-	5										
Fla.	1,369	1,861	4,895	-	-	4,158	4,876	11	16	1	6										
E.S. CENTRAL	360	556	4,293	5	1	6,447	10,586	95	350	14	8										
Ky.	66	62	-	-	-	951	1,179	4	7	2	2										
Tenn.	141	220	2,225	N	1	2,126	2,881	90	342	6	3										
Ala.	90	157	2,027	-	-	3,203	4,478	1	1	-	2										
Miss.	63	117	41	2	-	167	2,048	-	-	6	1										
W.S. CENTRAL	956	1,372	1,437	6	1	3,477	8,210	78	42	1	3										
Ark.	45	63	-	4	-	656	975	1	-	-	-										
La.	225	286	-	N	1	1,898	2,796	29	17	-	1										
Okla.	28	83	1,437	1	-	923	701	34	19	1	2										
Tex.	658	940	-	1	-	-	3,738	14	6	-	-										
MOUNTAIN	254	558	4,055	18	8	1,641	2,161	140	103	5	27										
Mont.	3	8	-	-	-	4	24	8	4	-	2										
Idaho	4	17	356	7	4	20	35	37	13	-	1										
Wyo.	-	4	149	-	-	9	13	41	40	-	-										
Colo.	85	214	-	6	4	470	727	4	20	4	14										
N. Mex.	20	42	-	-	-	198	274	24	15	-	2										
Ariz.	96	135	2,733	N	-	734	703	18	5	-	1										
Utah	39	37	254	3	-	49	44	6	3	-	2										
Nev.	7	101	563	2	-	157	341	2	3	1	5										
PACIFIC	1,610	3,642	2,614	24	8	4,765	6,896	104	160	13	13										
Wash.	141	282	2,260	4	4	584	635	24	39	1	-										
Oreg.	103	110	-	10	-	91	129	2	9	-	-										
Calif.	1,340	3,143	-	7	-	3,907	5,770	44	103	12	10										
Alaska	3	29	N	-	-	97	216	2	1	-	-										
Hawaii	23	78	342	N	4	86	146	32	8	-	3										
Guam	3	-	-	N	-	-	20	-	-	-	-										
P.R.	255	638	N	N	U	93	138	36	33	-	-										
V.I.	1	14	N	N	U	-	9	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	5	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


