
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 2, 2007 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	560	771	1,581	20,009	26,626	-	0	178	-	12	-	1	399	-	6						
NEW ENGLAND	2	24	209	314	2,480	-	0	3	-	-	-	0	2	-	-						
Conn.	-	8	76	1	914	-	0	3	-	-	-	0	1	-	-						
Maine	-	1	9	-	151	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	95	-	865	-	0	1	-	-	-	0	1	-	-						
N.H.	2	6	17	127	202	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	9	66	186	348	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	89	105	195	2,490	2,754	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	89	105	195	2,490	2,754	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	149	218	568	5,918	9,224	-	0	43	-	2	-	0	33	-	-						
Ill.	-	2	11	71	71	-	0	23	-	1	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	1	-	0	12	-	-						
Mich.	44	88	258	2,298	2,669	-	0	11	-	-	-	0	2	-	-						
Ohio	105	118	449	2,979	5,791	-	0	11	-	-	-	0	3	-	-						
Wis.	-	17	57	570	693	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	44	32	136	1,129	1,134	-	0	36	-	-	-	0	79	-	1						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	1						
Kans.	14	8	52	418	220	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
