
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2006 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	23	76	243	1,306	1,472	39	89	574	1,494	2,019	13	41	123	452	414						
NEW ENGLAND	-	6	22	80	156	-	2	9	22	48	-	2	12	17	20						
Conn.	-	1	3	13	20	-	0	5	-	17	-	0	8	6	4						
Maine	-	0	2	3	-	-	0	2	2	4	-	0	1	2	1						
Mass.	-	4	14	43	107	-	1	5	13	18	-	1	6	7	11						
N.H.	-	1	12	14	23	-	0	3	4	7	-	0	1	1	3						
R.I.	-	0	4	2	5	-	0	2	3	-	-	0	10	-	1						
Vt.	-	0	2	5	1	-	0	1	-	2	-	0	3	1	-						
MID. ATLANTIC	4	9	24	75	249	-	10	55	139	281	3	11	53	116	120						
N.J.	-	2	9	17	46	-	3	10	38	106	-	1	13	6	17						
N.Y. (Upstate)	2	1	14	22	34	-	1	43	26	27	2	4	29	47	32						
N.Y. City	1	2	10	18	123	-	1	5	16	60	-	1	20	10	17						
Pa.	1	1	6	18	46	-	3	9	59	88	1	5	17	53	54						
E.N. CENTRAL	2	6	15	101	134	1	8	24	106	220	1	7	25	85	96						
Ill.	-	2	11	13	43	-	1	7	1	63	-	1	5	7	14						
Ind.	-	0	7	15	6	-	0	17	11	10	-	0	6	2	8						
Mich.	-	2	8	41	44	1	3	7	50	78	-	2	6	22	24						
Ohio	2	1	4	31	24	-	2	8	42	57	1	3	19	40	42						
Wis.	-	0	5	1	17	-	0	6	2	12	-	1	3	14	8						
W.N. CENTRAL	3	2	29	53	47	2	5	15	47	100	1	1	12	14	13						
Iowa	-	0	2	3	10	-	0	2	1	6	-	0	1	1	2						
Kans.	-	0	5	16	7	-	0	2	3	14	-	0	1	1	1						
Minn.	-	0	29	2	3	-	0	9	3	8	-	0	10	-	1						
Mo.	1	0	4	20	24	2	3	8	39	58	1	0	3	9	8						
Nebr.	2	0	3	7	3	-	0	2	1	13	-	0	2	2	-						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	-	1	-	0	6	1	-						
S. ATLANTIC	4	13	34	196	218	23	23	65	412	602	6	9	19	126	85						
Del.	-	0	2	6	2	-	0	4	14	18	-	0	4	1	1						
D.C.	-	0	2	2	2	-	0	4	4	-	-	0	2	4	1						
Fla.	3	5	18	71	79	13	8	19	164	205	6	3	8	60	32						
Ga.	1	1	7	19	38	7	3	7	53	103	-	0	4	4	8						
Md.	-	1	7	27	20	-	2	8	53	72	-	2	9	25	20						
N.C.	-	0	20	40	28	-	0	23	68	57	-	0	3	14	9						
S.C.	-	1	3	8	11	-	2	7	22	65	-	0	2	2	2						
Va.	-	1	11	22	36	-	1	18	14	68	-	1	7	15	8						
W. Va.	-	0	1	1	2	3	0	18	20	14	-	0	3	1	4						
E.S. CENTRAL	-	3	15	43	93	3	6	18	114	148	-	2	6	13	14						
Ala.	-	0	9	2	11	-	1	7	33	33	-	0	2	3	5						
Ky.	-	0	5	21	6	-	1	5	31	33	-	0	4	2	4						
Miss.	-	0	2	2	10	-	0	3	5	19	-	0	1	-	-						
Tenn.	-	1	7	18	66	3	2	12	45	63	-	1	4	8	5						
W.S. CENTRAL	-	8	77	101	158	2	15	298	353	172	-	1	29	11	7						
Ark.	-	0	8	23	5	-	1	3	10	27	-	0	3	-	2						
La.	-	1	4	3	26	-	1	3	9	31	-	0	1	4	-						
Okla.	-	0	2	3	3	-	0	5	1	16	-	0	3	1	1						
Tex.	-	6	73	72	124	2	12	295	333	98	-	0	26	6	4						
MOUNTAIN	1	5	19	106	123	1	7	39	126	210	2	1	8	31	36						
Ariz.	-	3	18	68	60	-	5	27	86	140	-	0	3	14	11						
Colo.	-	1	4	16	13	-	1	5	13	16	-	0	3	2	7						
Idaho	-	0	2	3	15	-	0	2	5	5	-	0	2	2	1						
Mont.	-	0	1	2	6	-	0	7	-	2	1	0	1	1	2						
Nev.	-	0	2	4	7	1	1	4	10	17	-	0	2	3	7						
N. Mex.	-	0	3	5	9	-	0	3	1	10	-	0	1	-	2						
Utah	1	0	2	7	12	-	0	5	11	19	1	0	2	8	4						
Wyo.	-	0	1	1	1	-	0	1	-	1	-	0	1	1	2						
PACIFIC	9	19	163	551	294	7	10	63	175	238	-	2	9	39	23						
Alaska	-	0	1	-	3	-	0	2	1	6	-	0	1	-	-						
Calif.	9	15	162	512	249	6	7	41	137	169	-	2	9	39	23						
Hawaii	-	0	2	7	9	-	0	1	1	2	-	0	1	-	-						
Oreg.	-	1	5	15	17	-	1	6	21	46	N	0	0	N	N						
Wash.	-	1	13	17	16	1	0	18	15	15	-	0	0	-	-						
Amer. Samoa	U	0	1	U	-	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	4	6	32	1	1	8	10	8	-	0	1	1	-						
