
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending February 3, 2007 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	-	0	16	19	16	20	28		
infant	-	3	2	88	85	87	76	69		
other (wound & unspecified)	-	-	0	47	31	30	33	21		
Brucellosis	1	6	2	115	120	114	104	125	CA (1 )	
Chancroid	1	1	1	34	17	30	54	67	MA (1 )	
Cholera	-	-	0	6	8	5	2	2		
Cyclosporiasis §	2	7	1	123	543	171	75	156	NY (1 ), FL (1 )	
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	-	63	80	112	108	164		
eastern equine	-	-	-	7	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	-	-	9	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	1	5	1	516	786	537	362	511	NY (1 )	
human monocytic	-	9	1	453	506	338	321	216		
human (other & unspecified)	1	5	0	194	112	59	44	23	MD (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype b	-	1	0	9	9	19	32	34		
nonserotype b	-	3	3	96	135	135	117	144		
unknown serotype	5	24	5	237	217	177	227	153	NE (1 ), GA (1 ), CO (1 ), AZ (2 )	
Hansen disease §	1	3	1	74	87	105	95	96	HI (1 )	
Hantavirus pulmonary syndrome §	-	1	0	33	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	1	6	1	248	221	200	178	216	CA (1 )	
Hepatitis C viral, acute	7	38	19	822	652	713	1,102	1,835	NY (1 ), PA (1 ), MN (1 ), VA (1 ), FL (1 ), CA (2 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	4	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	2	9	1	41	45	-	N	N	TX (2 )	
Listeriosis	4	36	8	777	896	753	696	665	PA (1 ), OH (1 ), FL (1 ), CA (1 )	
Measles ¶¶	-	-	0	51	66	37	56	44		
Meningococcal disease, invasive *** :										
A, C, Y, and W-135	2	11	6	225	297	-	-	-	KS (1 ), OK (1 )	
serogroup B	-	8	3	138	156	-	-	-		
other serogroup	-	-	1	24	27	-	-	-		
unknown serogroup	9	52	18	710	765	-	-	-	IN (1 ), MI (1 ), TN (2 ), AZ (2 ), CA (3 )	
Mumps	7	30	6	6,495	314	258	231	270	NY (1 ), NE (1 ), KS (3 ), CO (1 ), AZ (1 )	
Plague	-	-	-	15	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	-	0	22	16	12	12	18		
Q fever §	1	8	1	165	136	70	71	61	TN (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	1	2	0	8	11	10	7	18	AZ (1 )	
Rubella, congenital syndrome	-	-	0	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	1	6	3	93	129	132	161	118	VT (1 )	
Syphilis, congenital (age &lt;1 yr)	1	7	8	303	329	353	413	412	NY (1 )	
Tetanus	-	-	0	32	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	5	2	108	90	95	133	109	NH (1 ), AL (1 )	
Trichinellosis	-	1	0	14	16	5	6	14		
Tularemia	-	-	0	84	154	134	129	90		
Typhoid fever	1	11	5	269	324	322	356	321	VA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	-	-	3	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	-	-	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	-	5	-	N	N	N	N	N		
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of Viral and Rickettsial Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases.


