
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 6, 1996 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	-	-	743	5	-	2,539	5,273	25	29	8	12										
NEW ENGLAND	-	-	228	3	-	86	77	-	-	1	-										
Maine	-	-	-	-	-	-	1	-	-	-	-										
N.H.	-	-	9	-	-	4	-	-	-	-	-										
Vt.	-	-	-	-	-	3	-	-	-	-	-										
Mass.	-	-	189	3	-	65	70	-	-	1	-										
R.I.	-	-	30	-	-	6	4	-	-	-	-										
Conn.	-	-	-	-	-	8	2	-	-	N	N										
MID. ATLANTIC	-	-	-	-	-	33	590	-	4	-	-										
Upstate N.Y.	-	-	N	-	-	-	-	-	-	-	-										
N.Y. City	-	-	-	-	-	-	340	-	-	-	-										
N.J.	-	-	-	-	-	-	-	-	1	-	-										
Pa.	-	-	-	N	-	33	250	-	3	-	-										
E.N. CENTRAL	-	-	83	-	-	163	521	9	4	2	4										
Ohio	-	-	-	-	-	74	-	-	-	1	2										
Ind.	-	-	-	-	-	-	60	-	-	-	1										
Ill.	-	-	-	-	-	-	302	-	3	-	1										
Mich.	-	-	83	-	-	89	-	9	1	1	-										
Wis.	-	-	-	N	-	-	159	-	-	-	-										
W.N. CENTRAL	-	-	-	-	-	4	223	-	3	-	3										
Minn.	-	-	-	-	-	-	54	-	-	-	-										
Iowa	-	-	-	-	-	-	-	-	1	-	1										
Mo.	-	-	-	-	-	-	164	-	2	-	2										
N. Dak.	-	-	-	-	-	-	-	-	-	-	-										
S. Dak.	-	-	-	-	-	-	-	-	-	-	-										
Nebr.	-	-	-	-	-	-	5	-	-	-	-										
Kans.	-	-	-	-	-	4	-	-	-	-	-										
S. ATLANTIC	-	-	304	1	-	1,657	1,880	1	2	1	1										
Del.	-	-	-	-	-	-	18	-	-	-	-										
Md.	-	-	-	N	-	-	200	-	-	1	-										
D.C.	-	-	N	-	-	-	185	-	-	-	-										
Va.	-	-	53	N	-	172	174	-	-	-	-										
W. Va.	-	-	-	N	-	-	36	-	-	-	-										
N.C.	-	-	-	-	-	-	266	-	2	-	1										
S.C.	-	-	-	-	-	367	141	1	-	-	-										
Ga.	-	-	-	-	-	954	547	-	-	-	-										
Fla.	-	-	251	-	-	164	313	-	-	-	-										
E.S. CENTRAL	-	-	51	-	-	514	751	-	-	3	2										
Ky.	-	-	-	-	-	75	113	-	-	2	1										
Tenn.	-	-	47	N	-	62	82	-	-	1	-										
Ala.	-	-	-	-	-	329	271	-	-	-	-										
Miss.	-	-	4	-	-	48	285	-	-	-	1										
W.S. CENTRAL	-	-	-	-	-	7	317	12	-	-	-										
Ark.	-	-	-	-	-	7	85	-	-	-	-										
La.	-	-	-	N	-	-	231	-	-	-	-										
Okla.	-	-	-	-	-	-	1	12	-	-	-										
Tex.	-	-	-	-	-	-	-	-	-	-	-										
MOUNTAIN	-	-	77	1	-	59	66	2	4	-	-										
Mont.	-	-	-	-	-	-	3	-	-	-	-										
Idaho	-	-	-	-	-	-	-	-	-	-	-										
Wyo.	-	-	11	-	-	-	1	-	4	-	-										
Colo.	-	-	-	-	-	33	39	1	-	-	-										
N. Mex.	-	-	-	-	-	-	11	1	-	-	-										
Ariz.	-	-	-	N	-	-	-	-	-	-	-										
Utah	-	-	66	-	-	26	1	-	-	-	-										
Nev.	-	-	-	1	-	-	11	-	-	-	-										
PACIFIC	-	-	-	-	-	16	848	1	12	1	2										
Wash.	-	-	-	-	-	-	-	-	-	-	-										
Oreg.	-	-	-	-	-	-	-	-	-	-	-										
Calif.	-	-	-	-	-	7	827	-	12	1	1										
Alaska	-	-	N	-	-	9	9	1	-	-	-										
Hawaii	-	-	-	N	-	-	12	-	-	-	1										
Guam	-	-	N	N	-	-	1	-	-	-	-										
P.R.	-	-	N	N	U	5	9	1	-	-	-										
V.I.	-	-	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	N	N	U	-	-	-	-	-	-										
C.N.M.I.	-	-	N	N	U	-	-	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


