
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 25, 2013 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	10,577	26,879	30,877	515,608	580,244	69	238	473	2,677	8,670	34	110	302	1,679	2,547						
NEW ENGLAND	472	927	1,340	17,326	19,714	-	0	1	1	1	1	7	19	73	116						
Conn.	-	231	560	3,806	5,131	N	0	0	N	N	-	0	3	6	15						
Maine	-	62	102	809	1,337	N	0	0	N	N	-	1	4	11	18						
Mass.	383	470	706	9,152	9,386	-	0	0	-	-	-	2	8	35	53						
N.H.	10	57	81	1,158	1,320	-	0	1	1	-	-	1	4	9	13						
R.I.	79	79	160	1,734	1,981	-	0	0	-	1	1	0	3	2	3						
Vt.	-	33	110	667	559	N	0	0	N	N	-	1	6	10	14						
MID. ATLANTIC	1,633	3,495	4,483	70,991	74,896	-	0	1	-	3	4	12	41	169	227						
N.J.	181	538	647	11,040	11,406	N	0	0	N	N	-	1	4	11	12						
N.Y. (Upstate)	638	735	1,909	14,262	14,049	N	0	0	N	N	-	3	16	44	36						
N.Y. City	-	1,166	1,315	21,492	26,850	N	0	0	N	N	-	2	7	18	38						
Pa.	814	1,053	1,993	24,197	22,591	-	0	1	-	3	4	6	20	96	141						
E.N. CENTRAL	1,151	4,183	4,755	74,238	90,112	-	1	3	9	25	7	25	110	364	625						
Ill.	35	1,261	1,482	17,197	27,716	N	0	0	N	N	-	2	8	35	71						
Ind.	77	567	838	10,571	11,467	N	0	0	N	N	-	2	6	33	77						
Mich.	491	895	1,303	17,096	19,555	-	0	2	4	14	1	5	40	67	114						
Ohio	296	1,047	1,210	19,973	21,614	-	0	2	3	10	6	8	28	117	199						
Wis.	252	460	554	9,401	9,760	-	0	1	2	1	-	7	43	112	164						
W.N. CENTRAL	88	1,538	1,794	25,297	33,398	-	2	7	16	86	2	15	60	229	422						
Iowa	15	210	256	3,872	4,810	N	0	0	N	N	-	5	22	70	106						
Kans.	-	207	256	3,619	4,644	N	0	0	N	N	-	2	6	26	50						
Minn.	-	340	436	4,384	7,081	-	1	6	13	65	-	4	21	-	103						
Mo.	66	538	645	9,997	11,269	-	0	1	3	6	2	4	12	60	74						
Nebr.	-	112	185	1,141	2,881	-	0	0	-	1	-	2	10	31	32						
N. Dak.	-	55	74	745	1,129	-	0	4	-	14	-	0	4	7	14						
S. Dak.	7	78	109	1,539	1,584	N	0	0	N	N	-	2	6	35	43						
S. ATLANTIC	3,404	5,420	6,524	110,512	119,163	1	0	1	2	3	11	18	54	349	466						
Del.	103	91	322	2,175	1,549	-	0	1	-	-	-	0	2	2	7						
D.C.	89	129	284	3,016	2,895	-	0	0	-	-	N	0	0	N	N						
Fla.	728	1,524	1,777	30,739	32,196	N	0	0	N	N	8	8	24	116	179						
Ga.	787	956	1,246	18,379	22,686	N	0	0	N	N	-	4	14	86	117						
Md.	285	480	1,211	8,890	8,659	1	0	1	2	3	1	1	5	22	39						
N.C.	703	969	1,770	20,572	23,023	N	0	0	N	N	-	0	28	49	35						
