
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending May 14, 2011 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	24	61	126	568	752	125	430	1,935	2,590	6,143	15	30	114	323	433						
NEW ENGLAND	-	4	16	26	43	3	107	503	258	1,986	-	1	20	13	27						
Conn.	-	0	6	-	9	-	34	213	-	804	-	0	20	-	-						
Maine	-	0	3	3	2	3	11	62	60	106	-	0	1	1	2						
Mass.	-	2	10	17	23	-	24	223	94	673	-	0	4	9	20						
N.H.	-	0	5	2	3	-	16	69	81	344	-	0	2	1	1						
R.I.	-	0	4	1	5	-	1	40	4	23	-	0	4	-	3						
Vt.	-	0	2	3	1	-	4	28	19	36	-	0	1	2	1						
MID. ATLANTIC	4	16	53	124	171	101	199	769	1,528	2,669	1	9	22	75	129						
N.J.	-	2	18	1	29	-	45	234	372	828	-	1	6	8	25						
N.Y. (Upstate)	2	5	19	56	45	23	36	159	245	352	-	1	6	11	23						
N.Y. City	-	2	17	23	37	-	9	31	2	174	1	5	13	44	60						
Pa.	2	5	19	44	60	78	91	386	909	1,315	-	1	3	12	21						
E.N. CENTRAL	5	11	44	109	159	1	33	373	186	402	1	3	9	37	39						
Ill.	-	2	15	12	22	-	1	18	4	11	-	1	6	12	19						
Ind.	2	1	6	13	33	-	0	7	3	17	-	0	2	2	4						
Mich.	-	2	20	23	27	-	1	14	4	4	-	0	4	7	4						
Ohio	3	4	15	61	57	-	0	9	6	6	1	1	5	15	11						
Wis.	-	0	5	-	20	1	29	345	169	364	-	0	2	1	1						
W.N. CENTRAL	1	2	9	13	26	-	13	188	3	181	-	1	45	3	21						
Iowa	-	0	2	2	2	-	0	10	1	10	-	0	2	-	6						
Kans.	-	0	2	2	3	-	0	1	1	4	-	0	2	2	3						
Minn.	-	0	8	-	9	-	12	181	-	164	-	0	45	-	3						
Mo.	1	0	4	8	5	-	0	1	-	-	-	0	3	-	3						
Nebr.	-	0	2	-	2	-	0	2	1	3	-	0	1	1	6						
N. Dak.	-	0	1	-	2	-	0	9	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	7	10	27	110	146	20	59	178	539	800	8	7	41	106	129						
Del.	-	0	3	2	5	7	10	33	155	202	-	0	1	2	2						
D.C.	-	0	4	-	6	-	1	5	6	7	-	0	2	5	5						
Fla.	3	3	9	52	55	-	1	8	17	19	3	2	7	31	43						
Ga.	-	1	4	3	22	-	0	2	1	3	2	1	7	20	20						
Md.	3	2	6	19	29	8	19	104	202	374	2	1	21	21	21						
N.C.	1	1	7	17	12	-	1	9	13	29	-	0	13	9	18						
S.C.	-	0	2	4	2	-	0	3	3	13	-	0	1	-	1						
Va.	-	1	9	13	13	5	17	82	142	140	1	1	5	18	19						
W. Va.	-	0	3	-	2	-	0	29	-	13	-	0	1	-	-						
E.S. CENTRAL	2	2	10	28	30	-	0	4	8	13	-	0	3	7	6						
Ala.	1	0	2	6	3	-	0	2	4	-	-	0	1	2	1						
Ky.	-	0	4	5	8	-	0	1	-	1	-	0	1	3	2						
Miss.	-	0	3	3	2	-	0	0	-	-	-	0	2	1	-						
Tenn.	1	1	6	14	17	-	0	4	4	12	-	0	2	1	3						
W.S. CENTRAL	-	3	13	20	27	-	1	29	11	26	-	1	18	15	24						
Ark.	-	0	2	-	3	-	0	0	-	-	-	0	1	1	1						
La.	-	0	3	6	1	-	0	1	-	-	-	0	1	-	1						
Okla.	-	0	3	1	-	-	0	0	-	-	-	0	1	2	2						
Tex.	-	2	11	13	23	-	1	29	11	26	-	1	17	12	20						
MOUNTAIN	2	2	10	27	53	-	0	3	3	3	1	1	4	16	19						
Ariz.	-	1	7	9	15	-	0	1	2	-	-	0	3	5	7						
Colo.	1	0	2	3	13	-	0	1	-	-	1	0	3	5	6						
Idaho	-	0	1	1	-	-	0	2	-	1	-	0	1	1	-						
Mont.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	1						
Nev.	1	0	2	7	10	-	0	1	-	-	-	0	2	3	2						
N. Mex.	-	0	2	2	2	-	0	2	1	1	-	0	1	2	-						
Utah	-	0	2	4	10	-	0	1	-	1	-	0	0	-	3						
Wyo.	-	0	2	1	2	-	0	0	-	-	-	0	0	-	-						
PACIFIC	3	5	21	111	97	-	4	11	54	63	4	4	10	51	39						
Alaska	-	0	2	-	-	-	0	1	-	1	-	0	2	2	2						
Calif.	3	4	15	99	88	-	2	9	36	36	4	2	10	38	26						
Hawaii	-	0	1	1	-	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	0	3	3	2	-	0	3	18	25	-	0	3	5	4						
Wash.	-	0	6	8	7	-	0	4	-	1	-	0	5	5	6						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
