
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2006 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,215	18,637	25,278	272,275	291,342	120	107	1,577	2,577	1,208	16	71	852	667	587						
NEW ENGLAND	678	635	1,533	9,086	8,194	-	0	0	-	-	-	4	34	39	37						
Conn.	270	165	1,197	1,861	1,145	N	0	0	N	N	-	0	14	6	4						
Maine	35	41	74	635	691	N	0	0	N	N	-	0	3	8	4						
Mass.	276	292	432	4,655	4,397	-	0	0	-	-	-	2	15	18	10						
N.H.	2	34	64	507	587	-	0	0	-	-	-	0	3	5	4						
R.I.	69	64	99	1,031	1,050	-	0	0	-	-	-	0	6	-	1						
Vt.	26	18	43	397	324	N	0	0	N	N	-	0	5	2	14						
MID. ATLANTIC	1,630	2,256	3,695	33,278	34,886	-	0	0	-	-	5	10	598	99	84						
N.J.	184	352	526	3,830	5,513	N	0	0	N	N	-	0	8	1	7						
N.Y. (Upstate)	650	502	1,728	6,687	6,339	N	0	0	N	N	5	3	562	31	19						
N.Y. City	319	691	1,616	11,191	11,434	N	0	0	N	N	-	2	15	10	25						
Pa.	477	715	1,069	11,570	11,600	N	0	0	N	N	-	4	21	57	33						
E.N. CENTRAL	1,494	3,231	4,150	51,064	47,944	1	0	3	11	2	2	13	162	139	127						
Ill.	455	954	1,792	13,158	12,770	-	0	0	-	-	-	1	16	8	17						
Ind.	373	390	553	6,084	6,182	N	0	0	N	N	1	1	13	10	5						
Mich.	614	600	1,989	15,997	7,764	-	0	3	6	2	-	2	7	25	19						
Ohio	52	809	1,445	10,101	14,931	1	0	1	5	-	1	5	109	65	37						
Wis.	-	399	531	5,724	6,297	N	0	0	N	N	-	4	38	31	49						
W.N. CENTRAL	627	1,121	1,450	16,588	18,105	-	0	12	-	3	2	9	51	100	77						
Iowa	109	143	225	2,469	2,158	N	0	0	N	N	-	1	11	7	16						
Kans.	151	151	269	2,548	2,309	N	0	0	N	N	1	0	5	17	8						
Minn.	-	232	298	2,558	3,896	-	0	12	-	3	-	3	22	43	18						
Mo.	206	434	525	6,160	6,911	-	0	1	-	-	-	2	37	22	28						
Nebr.	117	96	175	1,581	1,568	N	0	1	N	N	-	0	3	3	1						
N. Dak.	8	31	50	472	433	N	0	0	N	N	1	0	1	1	-						
S. Dak.	36	52	118	800	830	N	0	0	N	N	-	0	4	7	6						
S. ATLANTIC	2,604	3,245	4,858	50,276	54,793	-	0	1	2	-	2	15	54	188	111						
Del.	58	69	92	1,115	1,006	N	0	0	N	N	-	0	2	-	-						
D.C.	18	63	101	620	1,217	-	0	0	-	-	-	0	3	5	1						
Fla.	671	863	1,077	13,914	13,303	N	0	0	N	N	2	6	28	72	40						
Ga.	40	573	2,070	4,999	9,034	-	0	0	-	-	-	3	12	60	33						
Md.	310	364	525	5,500	5,354	-	0	1	2	-	-	0	4	7	4						
N.C.	378	584	1,743	11,111	10,459	N	0	0	N	N	-	1	10	25	14						
S.C.	734	248	1,306	5,537	6,406	-	0	0	-	-	-	0	4	4	5						
Va.	323	425	841	6,328	7,278	N	0	0	N	N	-	1	8	13	10						
W. Va.	72	54	228	1,152	736	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	1,042	1,377	2,188	21,360	21,187	-	0	0	-	-	-	3	21	17	10						
Ala.	177	351	1,048	6,154	3,483	N	0	0	N	N	-	0	3	7	4						
Ky.	336	153	303	3,122	3,788	N	0	0	N	N	-	1	20	5	3						
Miss.	-	380	801	4,573	6,848	-	0	0	-	-	-	0	1	1	1						
Tenn.	529	472	624	7,511	7,068	N	0	0	N	N	-	1	4	4	2						
W.S. CENTRAL	370	2,032	3,372	29,927	35,920	-	0	1	-	-	2	3	30	49	20						
Ark.	130	169	340	2,471	2,711	-	0	0	-	-	1	0	2	5	-						
La.	240	275	760	4,681	5,754	N	0	1	N	N	-	0	21	5	3						
Okla.	-	226	2,160	2,982	3,308	N	0	0	N	N	1	0	10	12	7						
Tex.	-	1,324	1,699	19,793	24,147	N	0	0	N	N	-	1	19	27	10						
MOUNTAIN	686	1,072	1,718	12,941	19,299	109	77	452	2,078	707	3	2	9	18	39						
Ariz.	392	313	536	5,165	6,724	109	76	448	2,060	670	1	0	1	3	3						
Colo.	204	268	482	2,211	4,679	N	0	0	N	N	2	1	3	7	11						
Idaho	-	41	235	450	730	N	0	0	N	N	-	0	2	2	3						
Mont.	14	43	181	590	727	N	0	0	N	N	-	0	3	5	4						
Nev.	-	132	448	1,249	2,309	-	1	4	16	27	-	0	1	1	5						
N. Mex.	-	159	337	2,533	2,407	-	0	2	-	7	-	0	3	-	7						
Utah	55	82	138	305	1,370	-	0	2	-	3	-	0	3	-	4						
Wyo.	21	24	43	438	353	-	0	2	2	-	-	0	1	-	2						
PACIFIC	2,084	3,178	5,003	47,755	51,014	10	27	1,113	486	496	-	4	50	18	82						
Alaska	61	77	121	1,242	1,197	-	0	0	-	-	-	0	2	-	-						
Calif.	1,411	2,468	4,236	36,841	39,510	10	27	1,113	486	496	-	2	14	-	62						
Hawaii	-	107	135	1,509	1,668	N	0	0	N	N	-	0	1	-	-						
Oreg.	196	174	315	2,550	2,656	N	0	0	N	N	-	1	20	18	15						
Wash.	416	356	604	5,613	5,983	N	0	0	N	N	-	0	36	-	5						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	64	-	0	0	-	-	-	0	0	-	-						
P.R.	35	76	141	1,343	1,342	N	0	0	N	N	N	0	0	N	N						
V.I.	-	4	8	-	111	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


