
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 25, 2002 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	4,817	5,243	1,908	1,989	1,215	1,505	100	183													
NEW ENGLAND	93	91	96	127	5	73	9	60													
Maine	3	3	14	8	-	-	-	-													
N.H.	4	1	22	9	-	-	-	-													
Vt.	-	3	8	7	3	6	1	-													
Mass.	65	61	45	36	-	-	8	34													
R.I.	4	6	7	5	2	-	-	1													
Conn.	17	17	-	62	-	67	-	25													
MID. ATLANTIC	264	537	328	307	62	86	36	55													
Upstate N.Y.	61	159	164	133	58	84	36	55													
N.Y. City	144	159	72	96	U	U	-	-													
N.J.	20	114	66	55	-	-	-	-													
Pa.	39	105	26	23	4	2	-	-													
E.N. CENTRAL	525	763	286	447	104	109	31	64													
Ohio	296	230	117	116	-	-	1	-													
Ind.	30	107	16	34	100	109	22	33													
Ill.	108	200	4	153	2	-	-	21													
Mich.	57	129	149	107	2	-	8	10													
Wis.	34	97	-	37	-	-	-	-													
W.N. CENTRAL	456	529	135	197	291	37	19	3													
Minn.	75	197	66	74	202	2	19	2													
Iowa	35	91	-	-	-	-	-	-													
Mo.	55	113	30	46	5	9	-	-													
N. Dak.	7	9	-	7	-	2	-	1													
S. Dak.	128	49	8	7	1	3	-	-													
Nebr.	104	31	13	22	23	4	-	-													
Kans.	52	39	18	41	60	17	-	-													
S. ATLANTIC	1,971	743	358	340	637	894	5	1													
Del.	5	4	1	2	3	2	-	-													
Md.	294	42	51	25	-	-	-	-													
D.C.	20	21	4	2	29	3	1	-													
Va.	363	54	36	50	-	-	-	-													
W. Va.	2	4	7	10	31	29	-	1													
N.C.	115	152	72	77	-	-	-	-													
S.C.	24	68	23	5	108	175	4	-													
Ga.	704	108	103	102	201	245	-	-													
Fla.	444	290	61	67	265	440	-	-													
E.S. CENTRAL	385	479	55	39	76	157	-	-													
Ky.	58	155	6	16	8	19	-	-													
Tenn.	24	41	49	23	68	137	-	-													
Ala.	172	108	-	-	-	1	-	-													
Miss.	131	175	-	-	-	-	-	-													
W.S. CENTRAL	246	1,042	23	164	15	123	-	-													
Ark.	75	233	3	-	5	12	-	-													
La.	42	109	-	-	10	84	-	-													
Okla.	128	13	19	26	-	27	-	-													
Tex.	1	687	1	138	-	-	-	-													
MOUNTAIN	206	279	359	195	25	25	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	14	5	3	-	-	-	-													
Wyo.	3	-	6	4	9	3	-	-													
Colo.	45	63	129	78	-	-	-	-													
N. Mex.	47	49	57	40	16	22	-	-													
Ariz.	81	115	162	67	-	-	-	-													
Utah	15	17	-	3	-	-	-	-													
Nev.	12	21	-	-	-	-	-	-													
PACIFIC	671	780	268	173	-	1	-	-													
Wash.	35	67	26	-	-	-	-	-													
Oreg.	37	43	-	-	-	-	-	-													
Calif.	578	651	217	151	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	19	17	25	22	-	1	-	-													
Guam	-	14	-	1	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	6	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


