
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 26, 2001 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2001
H. influenzae, Invasive cummulative for 2000
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2000
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2001
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2001
Measles (Rubeola), Total cummulative for 2001
Measles (Rubeola), Total cummulative for 2000

tab delimited data:
test
UNITED STATES	572	560	3,617	5,260	2,382	2,666	-	24	-	20	44	32									
NEW ENGLAND	19	44	170	127	39	44	-	3	-	1	4	-									
Maine	1	1	5	7	4	5	U	-	U	-	-	-									
N.H.	-	6	5	11	9	8	-	-	-	-	-	-									
Vt.	1	3	3	3	2	3	-	1	-	-	1	-									
Mass.	16	26	48	51	3	2	-	2	-	1	3	-									
R.I.	1	1	8	6	9	9	-	-	-	-	-	-									
Conn.	-	7	101	49	12	17	-	-	-	-	-	-									
MID. ATLANTIC	70	86	326	494	331	481	-	2	-	5	7	10									
Upstate N.Y.	27	32	103	94	56	50	-	1	-	4	5	-									
N.Y. City	23	27	133	201	182	231	-	-	-	-	-	10									
N.J.	19	22	70	82	64	86	-	-	-	1	1	-									
Pa.	1	5	20	117	29	114	U	1	U	-	1	-									
E.N. CENTRAL	74	87	418	697	294	282	-	-	-	10	10	3									
Ohio	37	27	100	127	53	46	-	-	-	3	3	2									
Ind.	19	10	39	18	12	20	-	-	-	4	4	-									
Ill.	10	31	121	295	24	36	-	-	-	3	3	-									
Mich.	4	7	143	214	205	167	-	-	-	-	-	1									
Wis.	4	12	15	43	-	13	U	-	U	-	-	-									
W.N. CENTRAL	22	27	163	392	87	113	-	4	-	-	4	-									
Minn.	11	15	12	103	10	14	-	2	-	-	2	-									
Iowa	-	-	16	38	9	14	-	-	-	-	-	-									
Mo.	9	8	44	180	47	57	-	2	-	-	2	-									
N. Dak.	-	1	-	-	-	2	U	-	U	-	-	-									
S. Dak.	-	-	1	-	1	-	-	-	-	-	-	-									
Nebr.	1	2	21	17	9	18	-	-	-	-	-	-									
Kans.	1	1	69	54	11	8	-	-	-	-	-	-									
S. ATLANTIC	190	132	732	509	521	436	-	3	-	1	4	-									
Del.	-	-	-	8	-	7	U	-	U	-	-	-									
Md.	43	33	105	57	59	57	-	2	-	1	3	-									
D.C.	-	-	18	3	3	5	-	-	-	-	-	-									
Va.	14	27	55	64	54	60	-	-	-	-	-	-									
W. Va.	4	4	2	38	12	4	-	-	-	-	-	-									
N.C.	23	10	49	84	99	109	-	-	-	-	-	-									
S.C.	5	3	23	16	6	3	-	-	-	-	-	-									
Ga.	50	38	273	74	136	75	-	1	-	-	1	-									
Fla.	51	17	207	165	152	116	-	-	-	-	-	-									
E.S. CENTRAL	45	27	131	216	151	187	-	2	-	-	2	-									
Ky.	2	10	19	22	17	38	-	2	-	-	2	-									
Tenn.	20	11	59	81	58	79	-	-	-	-	-	-									
Ala.	22	4	47	26	39	23	-	-	-	-	-	-									
Miss.	1	2	6	87	37	47	U	-	U	-	-	-									
W.S. CENTRAL	22	31	549	970	280	395	-	1	-	-	1	-									
Ark.	-	-	29	79	44	42	-	-	-	-	-	-									
La.	2	10	42	41	22	66	-	-	-	-	-	-									
Okla.	20	20	73	129	36	54	-	-	-	-	-	-									
Tex.	-	1	405	721	178	233	U	1	U	-	1	-									
MOUNTAIN	91	61	311	351	231	193	-	-	-	1	1	9									
Mont.	-	-	4	1	1	3	U	-	U	-	-	-									
Idaho	1	2	28	13	6	4	-	-	-	1	1	-									
Wyo.	4	-	15	3	16	-	U	-	U	-	-	-									
Colo.	21	11	30	75	48	35	-	-	-	-	-	2									
N. Mex.	12	14	10	38	63	57	-	-	-	-	-	-									
Ariz.	43	28	162	165	69	66	-	-	-	-	-	-									
Utah	3	4	27	26	11	10	-	-	-	-	-	3									
Nev.	7	2	35	30	17	18	-	-	-	-	-	4									
PACIFIC	39	65	817	1,504	448	535	-	9	-	2	11	10									
Wash.	1	3	34	127	42	27	-	-	-	-	-	3									
Oreg.	11	20	28	101	18	43	-	1	-	-	1	-									
Calif.	24	25	743	1,259	385	456	U	7	U	1	8	5									
Alaska	2	1	12	6	3	3	-	-	-	-	-	1									
Hawaii	1	16	-	11	-	6	-	1	-	1	2	1									
Guam	-	-	-	1	-	8	U	-	U	-	-	-									
P.R.	-	2	41	140	28	104	U	-	U	-	-	-									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	U	-	U	17	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


