
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending May 21, 2011 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	196	261	986	6,084	7,670	12	24	123	458	959	82	252	354	4,078	4,962						
NEW ENGLAND	3	11	79	176	405	-	1	5	18	61	1	9	19	139	175						
Conn.	-	0	49	7	186	-	0	3	6	21	-	1	8	18	36						
Maine	1	2	13	58	64	-	0	1	2	5	-	0	3	8	14						
Mass.	-	0	5	14	44	-	0	3	6	31	1	5	14	87	108						
N.H.	-	2	8	51	64	-	0	1	1	3	-	0	3	12	6						
R.I.	-	0	36	8	8	-	0	3	-	-	-	0	4	10	9						
Vt.	2	1	6	38	39	-	0	1	3	1	-	0	2	4	2						
MID. ATLANTIC	7	19	75	400	507	2	3	27	53	103	10	30	46	471	646						
N.J.	-	2	7	39	66	-	1	5	21	32	5	4	10	67	94						
N.Y. (Upstate)	3	2	10	41	84	2	1	9	23	62	2	2	20	68	36						
N.Y. City	4	13	42	320	357	-	0	14	9	9	-	14	29	207	371						
Pa.	N	0	0	N	N	N	0	0	N	N	3	7	16	129	145						
E.N. CENTRAL	49	62	108	1,502	1,607	1	4	12	85	145	-	29	56	317	735						
Ill.	N	0	0	N	N	N	0	0	N	N	-	14	23	52	369						
Ind.	2	9	29	279	356	-	0	4	13	31	-	3	14	49	54						
Mich.	10	14	29	336	365	-	1	4	20	46	-	4	10	72	114						
Ohio	36	25	45	667	635	1	2	7	44	49	-	9	21	128	178						
Wis.	1	9	24	220	251	-	0	3	8	19	-	1	3	16	20						
W.N. CENTRAL	3	7	41	62	429	-	1	5	4	59	-	7	18	110	102						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	5	6						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	5	6						
Minn.	-	4	24	-	340	-	1	5	-	50	-	3	10	45	24						
Mo.	N	0	0	N	N	N	0	1	N	N	-	2	9	53	62						
Nebr.	3	2	9	62	66	-	0	1	4	9	-	0	2	2	4						
N. Dak.	-	0	14	-	23	-	0	1	-	-	-	0	0	-	-						
S. Dak.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
S. ATLANTIC	33	70	173	1,554	2,223	2	7	25	116	267	27	63	166	1,109	1,134						
Del.	-	1	6	28	19	-	0	1	-	-	1	0	4	5	3						
D.C.	-	1	4	26	48	-	0	1	3	7	2	3	8	71	52						
Fla.	22	24	68	756	830	2	3	13	67	104	3	23	44	405	408						
Ga.	2	14	54	206	731	-	2	7	17	83	3	11	118	152	224						
Md.	9	9	32	286	257	-	1	4	14	31	5	8	17	169	88						
N.C.	N	0	0	N	N	N	0	0	N	N	4	7	19	141	192						
S.C.	-	8	25	252	284	-	1	3	15	32	6	3	10	80	52						
Va.	N	0	0	N	N	N	0	0	N	N	3	4	16	86	112						
W. Va.	-	0	14	-	54	-	0	6	-	10	-	0	2	-	3						
E.S. CENTRAL	10	20	40	471	556	1	1	4	26	56	12	14	39	227	349						
Ala.	N	0	0	N	N	N	0	0	N	N	2	3	11	41	111						
Ky.	N	0	0	N	N	N	0	0	N	N	3	3	16	43	43						
Miss.	N	0	0	N	N	N	0	0	N	N	6	3	16	50	80						
Tenn.	10	20	36	471	556	1	1	4	26	56	1	5	11	93	115						
W.S. CENTRAL	74	32	377	959	909	5	4	38	88	115	18	37	71	598	744						
Ark.	4	3	27	123	91	-	0	3	10	11	5	3	10	70	102						
La.	-	3	11	97	55	-	0	2	8	15	2	8	36	108	151						
Okla.	N	0	0	N	N	N	0	0	N	N	2	1	6	21	34						
Tex.	70	26	333	739	763	5	3	27	70	89	9	23	33	399	457						
MOUNTAIN	17	31	75	891	969	1	3	8	63	137	4	12	24	196	199						
Ariz.	3	12	43	437	484	-	1	5	29	61	2	4	9	71	80						
Colo.	12	10	23	244	272	1	1	3	15	40	1	2	8	44	48						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	2	3	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	2	1	-						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	9	51	34						
N. Mex.	2	3	13	132	89	-	0	2	9	13	-	1	4	21	10						
Utah	-	4	8	63	114	-	0	3	10	21	-	0	5	5	25						
Wyo.	-	0	15	15	10	-	0	1	-	2	-	0	0	-	-						
PACIFIC	-	2	24	69	65	-	0	5	5	16	10	52	66	911	878						
Alaska	-	2	11	68	65	-	0	2	5	16	-	0	1	-	2						
Calif.	N	0	0	N	N	N	0	0	N	N	6	42	57	742	750						
Hawaii	-	0	3	1	-	-	0	0	-	-	-	0	5	5	16						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	1	7	37	26						
Wash.	N	0	0	N	N	N	0	0	N	N	4	6	13	127	84						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	3	4	15	82	81						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


