
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 15, 2006 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,186	18,728	35,170	486,249	513,069	75	126	1,643	3,765	2,131	31	63	860	1,263	1,237						
NEW ENGLAND	880	627	1,550	16,660	17,047	-	0	0	-	-	2	4	35	71	71						
Conn.	448	171	1,214	4,696	5,106	N	0	0	N	N	-	0	14	9	8						
Maine	-	41	74	1,021	1,130	N	0	0	N	N	-	0	3	12	12						
Mass.	327	276	432	7,600	7,523	-	0	0	-	-	-	2	15	29	29						
N.H.	40	35	64	991	970	-	0	0	-	-	1	1	3	12	9						
R.I.	43	66	99	1,777	1,796	-	0	0	-	-	1	0	6	4	2						
Vt.	22	18	43	575	522	N	0	0	N	N	-	0	5	5	11						
MID. ATLANTIC	1,541	2,342	3,696	61,491	62,624	-	0	0	-	-	4	10	597	188	165						
N.J.	131	373	499	9,331	10,421	N	0	0	N	N	-	0	8	6	11						
N.Y. (Upstate)	432	497	1,727	12,322	12,348	N	0	0	N	N	1	3	561	54	43						
N.Y. City	312	689	1,611	19,405	20,285	N	0	0	N	N	-	2	15	31	44						
Pa.	666	717	1,073	20,433	19,570	N	0	0	N	N	3	4	21	97	67						
E.N. CENTRAL	706	3,125	12,578	76,558	85,560	-	0	3	24	5	7	14	162	275	271						
Ill.	-	943	1,536	24,409	26,526	-	0	0	-	-	-	2	16	31	37						
Ind.	163	393	552	8,929	10,693	N	0	0	N	N	2	1	13	29	17						
Mich.	492	560	9,888	16,839	13,962	-	0	3	20	5	2	2	7	49	37						
Ohio	51	774	1,445	16,866	23,571	-	0	1	4	-	3	5	109	106	79						
Wis.	-	399	531	9,515	10,808	N	0	0	N	N	-	4	38	60	101						
W.N. CENTRAL	611	1,135	1,448	29,933	31,350	-	0	12	-	3	6	10	52	220	200						
Iowa	-	150	225	4,098	3,713	N	0	0	N	N	2	1	11	26	55						
Kans.	251	153	269	4,281	3,882	N	0	0	N	N	-	1	5	27	15						
Minn.	-	233	315	5,734	6,569	-	0	12	-	3	1	3	22	82	46						
Mo.	213	429	525	10,860	12,136	-	0	1	-	-	3	2	37	42	65						
Nebr.	89	95	176	2,676	2,761	N	0	1	N	N	-	1	4	15	6						
N. Dak.	5	35	64	904	841	N	0	0	N	N	-	0	4	5	-						
S. Dak.	53	52	117	1,380	1,448	N	0	0	N	N	-	0	4	23	13						
S. ATLANTIC	2,550	3,334	4,913	92,531	95,221	-	0	1	2	-	6	14	54	308	233						
Del.	59	68	92	1,893	1,729	N	0	0	N	N	-	0	2	1	-						
D.C.	20	59	102	1,360	2,045	-	0	0	-	-	-	0	3	8	2						
Fla.	716	898	1,089	25,066	23,351	N	0	0	N	N	4	6	28	132	106						
Ga.	26	611	2,142	13,629	16,423	-	0	0	-	-	-	3	9	84	55						
Md.	359	355	519	9,439	9,648	-	0	1	2	-	-	0	4	10	11						
N.C.	425	569	1,772	17,639	17,485	N	0	0	N	N	1	1	10	37	26						
S.C.	368	276	1,306	9,131	10,550	N	0	0	N	N	-	0	4	16	10						
Va.	533	427	840	12,561	12,605	N	0	0	N	N	1	1	8	18	19						
W. Va.	44	56	226	1,813	1,385	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	1,263	1,391	1,940	38,604	37,519	-	0	0	-	-	3	3	29	55	34						
Ala.	-	362	754	10,433	7,821	N	0	0	N	N	2	0	5	26	12						
Ky.	227	155	402	5,180	5,236	N	0	0	N	N	1	1	25	13	13						
Miss.	501	374	609	9,756	12,091	-	0	0	-	-	-	0	1	4	-						
Tenn.	535	489	614	13,235	12,371	N	0	0	N	N	-	1	4	12	9						
W.S. CENTRAL	1,278	2,153	3,605	57,277	60,666	-	0	1	-	-	2	3	30	64	38						
Ark.	231	158	340	3,951	4,702	-	0	0	-	-	-	0	2	8	2						
La.	157	281	761	8,561	10,431	-	0	1	-	N	-	0	21	-	3						
Okla.	151	234	2,159	6,226	5,725	N	0	0	N	N	2	1	10	20	16						
Tex.	739	1,394	1,800	38,539	39,808	N	0	0	N	N	-	2	19	36	17						
MOUNTAIN	586	1,077	1,839	25,628	33,969	2	92	452	2,421	1,341	1	2	9	49	67						
Ariz.	463	365	642	9,619	11,981	-	91	448	2,359	1,284	-	0	1	4	6						
Colo.	-	204	482	2,970	7,838	N	0	0	N	N	-	1	3	16	22						
Idaho	6	52	168	1,744	1,346	N	0	0	N	N	-	0	2	5	5						
Mont.	108	40	195	1,271	1,230	N	0	0	N	N	-	0	2	8	12						
Nev.	9	87	432	2,055	3,915	-	1	4	21	37	-	0	1	3	8						
N. Mex.	-	174	338	4,987	4,724	-	0	2	5	12	-	0	3	3	8						
Utah	-	89	136	2,231	2,338	2	1	3	34	6	-	0	3	6	4						
Wyo.	-	26	55	751	597	-	0	2	2	2	1	0	3	4	2						
PACIFIC	1,771	3,276	5,079	87,567	89,113	73	34	1,179	1,318	782	-	3	52	33	158						
Alaska	51	85	152	2,249	2,172	-	0	0	-	-	-	0	2	2	-						
Calif.	1,393	2,538	4,231	68,325	68,940	73	34	1,179	1,318	782	-	0	14	-	110						
Hawaii	-	107	135	2,672	2,900	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	177	315	4,594	4,750	N	0	0	N	N	-	1	20	31	26						
Wash.	327	356	604	9,727	10,351	N	0	0	N	N	-	0	38	-	22						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	18	37	-	410	-	0	0	-	-	-	0	0	-	-						
P.R.	-	76	162	1,877	2,334	N	0	0	N	N	N	0	0	N	N						
V.I.	-	2	12	83	173	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


