
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 7, 2011 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	128	275	622	2,646	4,343	-	2	10	18	15	7	28	196	106	133						
NEW ENGLAND	-	4	17	57	147	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	9	9	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	3	16	42	63	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	4	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	7	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	5	21	70	165	604	-	0	1	2	-	-	1	4	4	8						
N.J.	-	4	16	24	109	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	3	3	15	37	58	-	0	1	-	-	-	0	3	1	1						
N.Y. City	-	5	14	71	105	-	0	1	-	-	-	0	4	2	7						
Pa.	2	7	55	33	332	-	0	1	2	-	-	0	3	1	-						
E.N. CENTRAL	3	19	37	172	755	-	0	1	-	-	-	1	10	4	11						
Ill.	-	7	20	51	539	-	0	1	-	-	-	0	5	1	5						
Ind.	-	1	5	21	20	-	0	1	-	-	-	0	5	-	5						
Mich.	-	4	10	40	77	-	0	0	-	-	-	0	1	1	-						
Ohio	3	5	18	60	81	-	0	0	-	-	-	0	2	2	-						
Wis.	-	0	4	-	38	-	0	0	-	-	-	0	1	-	1						
W.N. CENTRAL	14	18	81	118	937	-	0	2	2	-	2	4	17	20	24						
Iowa	-	1	4	5	16	-	0	0	-	-	-	0	1	1	2						
Kans.	-	4	13	22	72	-	0	1	-	-	-	0	0	-	-						
Minn.	-	1	4	-	15	-	0	0	-	-	-	0	2	-	-						
Mo.	14	10	65	87	824	-	0	2	2	-	2	4	17	19	21						
Nebr.	-	1	10	3	7	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	57	59	121	943	579	-	1	7	8	9	-	6	59	25	50						
Del.	-	0	2	-	30	-	0	0	-	1	-	0	3	3	5						
D.C.	-	0	3	6	13	-	0	1	1	-	-	0	0	-	-						
