
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 10, 2003 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	2,348	2,271	127	158	2,904	4,054	82	102	4,780												
NEW ENGLAND	65	31	1	-	82	143	6	7	893												
Maine	3	-	1	-	4	5	-	-	478												
N.H.	6	-	-	-	3	6	-	-	-												
Vt.	-	1	-	-	-	1	-	-	332												
Mass.	47	20	-	-	47	70	1	6	81												
R.I.	6	1	-	-	7	20	2	-	2												
Conn.	3	9	-	-	21	41	3	1	-												
MID. ATLANTIC	268	234	24	22	659	700	11	29	4												
Upstate N.Y.	9	8	8	1	86	107	3	3	N												
N.Y. City	154	133	9	7	396	350	5	12	-												
N.J.	52	50	7	13	107	167	3	9	-												
Pa.	53	43	-	1	70	76	-	5	4												
E.N. CENTRAL	324	464	31	26	333	387	5	14	2,462												
Ohio	79	52	2	-	44	61	-	4	509												
Ind.	16	24	3	1	45	35	1	1	-												
Ill.	105	171	10	20	174	189	-	4	-												
Mich.	116	208	16	5	62	77	4	3	1,602												
Wis.	8	9	-	-	8	25	-	2	351												
W.N. CENTRAL	61	40	2	-	150	185	1	4	14												
Minn.	13	18	-	-	61	76	-	2	N												
Iowa	3	2	-	-	10	7	1	-	N												
Mo.	25	10	2	-	16	57	-	1	-												
N. Dak.	-	-	-	-	-	3	-	-	14												
S. Dak.	-	-	-	-	9	8	-	-	-												
Nebr.	-	3	-	-	12	6	-	1	-												
Kans.	20	7	-	-	42	28	-	-	-												
S. ATLANTIC	627	531	24	37	567	778	22	8	1,018												
Del.	4	7	-	-	-	7	-	-	7												
Md.	107	61	3	5	73	78	3	2	-												
D.C.	7	15	1	-	-	-	-	-	7												
Va.	31	11	1	1	66	67	10	-	261												
W. Va.	-	-	-	-	7	8	-	-	672												
N.C.	63	115	5	9	76	116	4	-	N												
S.C.	44	46	3	4	51	43	-	-	71												
Ga.	127	97	2	8	84	146	3	3	-												
Fla.	244	179	9	10	210	313	2	3	N												
E.S. CENTRAL	120	223	10	12	236	255	3	2	-												
Ky.	18	36	1	2	39	46	-	2	N												
Tenn.	51	90	4	4	77	96	1	-	N												
Ala.	45	72	4	4	89	76	2	-	-												
Miss.	6	25	1	2	31	37	-	-	-												
W.S. CENTRAL	303	287	17	38	254	686	-	6	258												
Ark.	14	17	-	1	37	43	-	-	-												
La.	33	46	-	-	-	-	-	-	3												
Okla.	19	24	-	1	48	53	-	-	N												
Tex.	237	200	17	36	169	590	-	6	255												
MOUNTAIN	103	122	13	5	84	101	3	6	131												
Mont.	-	-	-	-	-	4	-	-	N												
Idaho	6	1	-	-	1	2	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	17												
Colo.	6	15	2	1	25	25	3	3	-												
N. Mex.	17	14	-	-	-	11	-	-	-												
Ariz.	66	84	11	4	47	44	-	-	-												
Utah	3	2	-	-	9	8	-	2	114												
Nev.	5	6	-	-	-	5	-	1	-												
PACIFIC	477	339	5	18	539	819	31	26	-												
Wash.	24	19	-	1	76	79	-	-	-												
Oreg.	15	5	-	-	27	32	2	2	-												
Calif.	437	311	5	17	411	634	29	24	-												
Alaska	-	-	-	-	19	23	-	-	-												
Hawaii	1	4	-	-	6	51	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	58	8	1	-	-	24	-	-	111												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


