
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2000 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	1,390	1,629	554	944	588	885	726	1,393													
NEW ENGLAND	37	36	25	39	7	10	15	34													
Maine	2	-	-	-	-	-	-	1													
N.H.	1	2	-	4	-	-	1	-													
Vt.	-	1	-	1	-	1	-	-													
Mass.	25	28	17	25	6	6	11	11													
R.I.	3	3	4	3	-	-	2	13													
Conn.	6	2	4	6	1	3	1	9													
MID. ATLANTIC	34	119	32	82	9	34	139	182													
Upstate N.Y.	13	24	3	17	-	2	-	10													
N.Y. City	15	38	29	36	6	14	94	81													
N.J.	-	37	-	29	-	12	39	55													
Pa.	6	20	-	-	3	6	6	36													
E.N. CENTRAL	232	357	63	142	133	120	44	133													
Ohio	16	132	3	11	9	11	12	41													
Ind.	22	13	5	6	50	33	2	10													
Ill.	83	124	-	114	40	64	24	55													
Mich.	107	38	53	-	23	7	3	22													
Wis.	4	50	2	11	11	5	3	5													
W.N. CENTRAL	58	87	42	72	6	34	27	30													
Minn.	12	14	17	14	2	1	15	19													
Iowa	12	1	7	3	-	-	-	-													
Mo.	25	59	14	49	4	31	8	9													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	1	-	-	-	-	-	2	1													
Nebr.	8	7	2	3	-	1	2	-													
Kans.	-	6	2	3	-	1	-	1													
S. ATLANTIC	99	181	16	44	211	361	120	156													
Del.	-	4	-	1	1	1	-	2													
Md.	11	12	3	3	38	72	10	23													
D.C.	-	8	U	U	10	32	-	4													
Va.	10	5	-	4	19	21	-	9													
W. Va.	-	3	-	1	-	1	5	5													
N.C.	8	42	4	10	68	77	17	33													
S.C.	3	15	1	5	11	37	18	44													
Ga.	5	14	3	9	22	70	43	32													
Fla.	62	78	5	11	42	50	27	4													
E.S. CENTRAL	67	226	26	131	104	162	47	95													
Ky.	9	20	U	U	5	17	-	8													
Tenn.	35	168	24	123	75	80	12	33													
Ala.	5	24	-	8	14	45	35	47													
Miss.	18	14	2	-	10	20	-	7													
W.S. CENTRAL	114	207	120	331	64	111	11	262													
Ark.	30	16	-	12	3	10	8	8													
La.	-	11	17	19	-	4	-	U													
Okla.	-	66	1	11	27	36	3	7													
Tex.	84	114	102	289	34	61	-	247													
MOUNTAIN	165	113	45	61	22	17	42	31													
Mont.	-	3	-	-	-	-	-	-													
Idaho	21	2	-	1	-	-	-	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	21	21	12	17	3	-	4	U													
N. Mex.	18	10	12	6	1	-	4	4													
Ariz.	66	65	17	26	16	17	15	12													
Utah	5	7	4	8	-	-	4	9													
Nev.	34	4	-	2	2	-	15	6													
PACIFIC	584	303	185	42	32	36	281	470													
Wash.	80	7	162	22	8	1	21	13													
Oreg.	70	7	19	9	-	1	-	11													
Calif.	427	281	-	-	24	33	250	417													
Alaska	2	-	-	-	-	-	1	6													
Hawaii	5	8	4	11	-	1	9	23													
Guam	-	2	U	U	-	-	-	-													
P.R.	-	6	U	U	16	34	-	-													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


