
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending March 26, 2011 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2011
5-year weekly average†
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
Total cases reported for year 2007
Total cases reported for year 2006
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	-	1	-	1	1		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	-	0	74	55	62	55	67		
Eastern equine encephalitis virus disease	-	-	-	10	4	4	4	8		
Powassan virus disease	-	-	0	8	6	2	7	1		
St. Louis encephalitis virus disease	-	-	-	10	12	13	9	10		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	2	6	1	NN	NN	NN	NN	NN	NY (2 )	
Botulism, total	2	17	2	111	118	145	144	165		
foodborne	-	2	0	7	10	17	32	20		
infant	2	12	2	79	83	109	85	97	PA (1 ), TX (1 )	
other(wound & unspecified)	-	3	0	25	25	19	27	48		
Brucellosis	-	8	2	129	115	80	131	121		
Chancroid	2	6	1	31	28	25	23	33	MA (2 )	
Cholera	-	12	0	12	10	5	7	9		
Cyclosporiasis §	3	25	1	173	141	139	93	137	FL (2 ), TN (1 )	
Diphtheria	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	1	1	23	35	30	22	29		
nonserotype b	2	21	5	186	236	244	199	175	OH (1 ), CO (1 )	
unknown serotype	6	66	4	233	178	163	180	179	NY (2 ), OH (2 ), NC (1 ), CA (1 )	
Hansen disease §	1	13	2	69	103	80	101	66	FL (1 )	
Hantavirus pulmonary syndrome §	-	4	0	18	20	18	32	40		
Hemolytic uremic syndrome, post-diarrheal §	1	12	2	240	242	330	292	288	FL (1 )	
Influenza-associated pediatric mortality §, ††	12	85	4	61	358	90	77	43	AZ (1 ), CA (1 ), GA (2 ), MI (1 ), MO (1 ), NYC (1 ), NV (1 ), SD (2 ), WA (1 ), WI (1 )	
Listeriosis	6	82	11	776	851	759	808	884	NY (1 ), GA (1 ), TX (1 ), AZ (1 ), CA (2 )	
Measles §§	6	35	2	61	71	140	43	55	MN (6 )	
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	2	39	10	262	301	330	325	318	SC (1 ), CO (1 )	
serogroup B	-	23	4	122	174	188	167	193		
other serogroup	-	1	1	10	23	38	35	32		
unknown serogroup	6	120	15	406	482	616	550	651	ME (1 ), OH (1 ), FL (1 ), AL (1 ), OR (1 ), CA (1 )	
Novel influenza A infection virus ***	-	1	0	4	43,774	2	4	NN		
Plague	1	1	-	2	8	3	7	17	IN (1 )	
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	NN		
Psittacosis §	-	1	0	4	9	8	12	21		
Q fever total §:	-	12	2	119	113	120	171	169		
acute	-	5	1	96	93	106	-	-		
chronic	-	7	0	23	20	14	-	-		
Rabies, human	-	-	0	1	4	2	1	3		
Rubella †††	-	1	0	6	3	16	12	11		
Rubella, congenital syndrome	-	-	-	-	2	-	-	1		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	5	34	5	173	161	157	132	125	MA (1 ), NY (2 ), OH (2 )	
Syphilis, congenital (age &lt;1 yr) §§§	-	24	7	273	423	431	430	349		
Tetanus	-	-	0	11	18	19	28	41		
Toxic-shock syndrome (staphylococcal) §	2	16	2	77	74	71	92	101	MI (1 ), CA (1 )	
Trichinellosis	-	4	0	6	13	39	5	15		
Tularemia	1	3	0	114	93	123	137	95	CA (1 )	
Typhoid fever	3	63	6	444	397	449	434	353	CA (3 )	
Vancomycin-intermediate Staphylococcus aureus §	-	13	1	100	78	63	37	6		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	1	-	2	1		
Vibriosis (non-cholera Vibrio species infections) §	3	37	4	803	789	588	549	NN	FL (3 )	
Viral Hemorrhagic Fever ¶¶¶	-	-	-	1	NN	NN	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Data for meningococcal disease (all serogroups) are available in Table II.

