
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 5, 1998 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1998
Meningococcal Disease cummulative for 1997
Mumps current week
Mumps cummulative for 1998
Mumps cummulative for 1997
Pertussis current week
Pertussis cummulative for 1998
Pertussis cummulative for 1997
Rubella current week
Rubella cummulative for 1998
Rubella cummulative for 1997

tab delimited data:
test
UNITED STATES	1,911	2,359	6	337	418	84	3,429	3,577	-	307	130										
NEW ENGLAND	76	146	-	2	8	5	548	662	-	36	1										
Maine	5	16	-	-	-	-	5	7	-	-	-										
N.H.	4	12	-	-	-	4	51	85	-	-	-										
Vt.	1	3	-	-	-	1	59	187	-	-	-										
Mass.	38	73	-	1	2	-	395	356	-	6	1										
R.I.	3	14	-	-	5	-	7	12	-	1	-										
Conn.	25	28	-	1	1	-	31	15	-	29	-										
MID. ATLANTIC	177	247	-	19	46	5	361	272	-	124	31										
Upstate N.Y.	46	68	-	4	10	5	201	107	-	110	4										
N.Y. City	19	42	-	4	3	-	9	58	-	9	27										
N.J.	47	46	-	2	7	-	5	11	-	4	-										
Pa.	65	91	-	9	26	-	146	96	-	1	-										
E.N. CENTRAL	293	345	2	59	52	14	361	377	-	-	5										
Ohio	110	126	2	23	18	14	183	105	-	-	-										
Ind.	51	38	U	5	7	U	70	38	U	-	-										
Ill.	71	100	-	10	8	-	45	50	-	-	1										
Mich.	36	52	-	21	16	-	46	46	-	-	-										
Wis.	25	29	-	-	3	-	17	138	-	-	4										
W.N. CENTRAL	158	169	1	25	13	2	281	225	-	27	-										
Minn.	28	29	-	12	5	-	168	142	-	-	-										
Iowa	29	39	1	9	6	-	53	12	-	-	-										
Mo.	57	72	-	3	-	-	22	44	-	2	-										
N. Dak.	3	1	U	1	-	U	2	1	U	-	-										
S. Dak.	6	4	-	-	-	-	8	3	-	-	-										
Nebr.	8	8	-	-	1	1	10	5	-	-	-										
Kans.	27	16	-	-	1	1	18	18	-	25	-										
S. ATLANTIC	332	401	2	41	48	24	223	308	-	13	59										
Del.	1	5	-	-	-	-	3	1	-	-	-										
Md.	24	37	-	-	1	3	37	96	-	1	-										
D.C.	-	7	-	-	-	-	1	3	-	-	-										
Va.	27	40	1	6	9	10	19	34	-	-	1										
W. Va.	12	14	-	-	-	-	1	6	-	-	-										
N.C.	47	77	1	10	8	-	74	85	-	9	51										
S.C.	46	42	-	5	10	-	22	19	-	-	6										
Ga.	72	77	-	1	6	8	18	8	-	-	-										
Fla.	103	102	-	19	14	3	48	56	-	3	1										
E.S. CENTRAL	164	176	-	13	22	4	81	95	-	2	1										
Ky.	20	38	-	-	3	-	25	40	-	-	-										
Tenn.	52	61	-	1	3	4	31	27	-	1	-										
Ala.	70	55	-	7	6	-	22	19	-	1	1										
Miss.	22	22	-	5	10	-	3	9	-	-	-										
W.S. CENTRAL	223	219	1	49	44	14	245	161	-	86	4										
Ark.	26	26	-	7	1	8	53	15	-	-	-										
La.	46	46	1	9	11	2	5	13	-	-	-										
Okla.	31	25	-	-	-	-	18	24	-	-	-										
Tex.	120	122	-	33	32	4	169	109	-	86	4										
MOUNTAIN	111	140	-	29	51	8	649	867	-	5	6										
Mont.	4	7	-	-	-	2	7	15	-	-	-										
Idaho	9	8	-	4	2	-	196	481	-	-	2										
Wyo.	6	2	-	1	1	-	8	6	-	-	-										
Colo.	23	36	-	8	3	2	141	239	-	-	-										
N. Mex.	18	24	N	N	N	-	76	69	-	1	-										
Ariz.	35	37	U	5	31	U	142	30	U	1	4										
Utah	11	11	-	4	7	4	53	13	-	2	-										
Nev.	5	15	-	7	7	-	26	14	-	1	-										
PACIFIC	377	516	-	100	134	8	680	610	-	14	23										
Wash.	52	66	-	7	14	2	223	251	-	9	5										
Oreg.	63	98	N	N	N	6	65	27	-	-	-										
Calif.	256	345	-	74	94	-	375	300	-	3	10										
Alaska	2	2	-	2	6	-	11	16	-	-	-										
Hawaii	4	5	U	17	20	U	6	16	U	2	8										
Guam	-	1	U	-	1	U	-	-	U	-	-										
P.R.	6	8	-	1	5	-	3	-	-	-	-										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	U	2	4	U	1	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


