
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 1, 2007 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	186	795	2,813	25,190	31,890	-	1	139	280	1,165	5	2	285	626	2,278						
NEW ENGLAND	2	18	124	488	3,163	-	0	3	3	8	-	0	1	1	3						
Conn.	-	0	76	2	1,116	-	0	3	3	7	-	0	1	1	2						
Maine	-	0	7	-	173	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	1,140	-	0	1	-	1	-	0	0	-	1						
N.H.	-	8	17	218	242	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	2	9	66	268	492	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	-	110	195	3,124	3,384	-	0	2	1	24	-	0	2	-	11						
N.J.	N	0	0	N	N	-	0	0	-	2	-	0	1	-	3						
N.Y. (Upstate)	N	0	0	N	N	-	0	1	-	7	-	0	1	-	4						
N.Y. City	-	0	0	-	-	-	0	1	-	8	-	0	1	-	3						
Pa.	-	110	195	3,124	3,384	-	0	1	1	7	-	0	0	-	1						
E.N. CENTRAL	31	229	568	7,131	10,440	-	0	42	9	162	-	0	31	3	123						
Ill.	-	2	11	105	97	-	0	24	8	93	-	0	13	3	67						
Ind.	-	0	0	-	-	-	0	5	-	18	-	0	12	-	31						
Mich.	5	97	258	2,887	3,103	-	0	10	-	21	-	0	4	-	9						
Ohio	26	107	449	3,354	6,480	-	0	4	1	22	-	0	2	-	7						
Wis.	-	19	80	785	760	-	0	2	-	8	-	0	1	-	9						
W.N. CENTRAL	2	32	136	1,217	1,278	-	0	20	74	194	-	0	41	200	424						
Iowa	N	0	0	N	N	-	0	3	4	16	-	0	2	5	14						
Kans.	-	8	52	431	248	-	0	1	4	15	-	0	2	6	10						
Minn.	-	0	0	-	-	-	0	6	20	26	-	0	8	30	30						
Mo.	2	16	78	642	957	-	0	7	11	46	-	0	2	4	7						
Nebr.	N	0	0	N	N	-	0	4	2	42	-	0	26	44	181						
N. Dak.	-	0	60	84	36	-	0	3	8	17	-	0	14	55	113						
S. Dak.	-	1	15	60	37	-	0	8	25	32	-	0	12	56	69						
S. ATLANTIC	37	96	239	3,327	3,146	-	0	2	8	13	-	0	3	8	11						
Del.	-	1	6	24	46	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	14	25	-	0	0	-	-	-	0	1	-	1						
Fla.	29	18	77	855	N	-	0	1	3	3	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	2	4	2	-	0	3	7	5						
Md.	N	0	0	N	N	-	0	2	-	7	-	0	1	1	1						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	-	18	72	698	817	-	0	1	-	-	-	0	0	-	-						
Va.	7	25	190	988	1,206	-	0	1	1	-	-	0	2	-	4						
W. Va.	1	23	50	748	1,052	-	0	0	-	1	-	0	0	-	-						
E.S. CENTRAL	1	3	571	342	27	-	0	10	26	91	-	0	8	30	73						
Ala.	1	3	571	339	26	-	0	2	6	7	-	0	1	2	-						
Ky.	N	0	0	N	N	-	0	2	1	2	-	0	1	-	1						
Miss.	-	0	2	3	1	-	0	7	17	68	-	0	7	27	67						
Tenn.	N	0	0	N	N	-	0	3	2	14	-	0	2	1	5						
W.S. CENTRAL	100	181	1,640	7,659	8,528	-	0	24	31	306	-	0	18	20	165						
Ark.	-	13	105	530	616	-	0	4	5	22	-	0	0	-	5						
La.	-	2	11	93	181	-	0	11	1	69	-	0	8	1	57						
Okla.	-	0	0	-	-	-	0	5	14	22	-	0	5	12	10						
Tex.	100	163	1,534	7,036	7,731	-	0	15	11	193	-	0	12	7	93						
MOUNTAIN	13	56	131	1,877	1,924	-	0	28	62	300	1	1	160	247	1,243						
Ariz.	-	0	0	-	-	-	0	10	10	12	-	0	14	6	13						
Colo.	9	22	62	716	1,007	-	0	10	10	51	-	0	33	62	238						
Idaho	N	0	0	N	N	-	0	5	1	131	-	0	90	23	766						
Mont.	2	5	40	295	N	-	0	11	17	10	-	0	12	33	21						
Nev.	-	0	1	1	9	-	0	1	1	34	-	0	7	2	82						
N. Mex.	2	5	37	296	311	-	0	4	12	1	-	0	2	7	3						
Utah	-	15	73	551	564	-	0	6	3	47	-	0	10	3	82						
Wyo.	-	0	11	18	33	-	0	3	8	14	1	0	26	111	38						
PACIFIC	-	0	9	25	-	-	0	16	66	67	4	0	24	117	225						
Alaska	-	0	9	25	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	63	63	4	0	18	109	169						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	1	3	4	-	0	6	8	54						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	2						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	6	30	136	163	-	0	0	-	-	-	0	0	-	-						
P.R.	-	13	31	460	406	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

