
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 30, 1999 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	1,065	1,240	5,020	6,270	30,479	35,255	24,551	29,216													
NEW ENGLAND	51	52	745	1,249	1,415	2,115	1,813	2,006													
Maine	3	4	144	201	120	148	90	57													
N.H.	2	5	48	74	113	165	121	203													
Vt.	4	1	86	57	82	119	73	93													
Mass.	16	16	181	438	981	1,164	993	1,189													
R.I.	4	8	79	83	119	114	147	34													
Conn.	22	18	207	396	U	405	389	430													
MID. ATLANTIC	238	370	926	1,369	3,302	5,634	3,244	5,111													
Upstate N.Y.	63	81	701	954	1,110	1,365	900	1,222													
N.Y. City	111	210	U	U	1,158	1,676	853	1,291													
N.J.	43	51	152	189	508	1,244	535	1,190													
Pa.	21	28	73	226	526	1,349	956	1,408													
E.N. CENTRAL	126	130	137	117	4,585	5,431	2,986	4,123													
Ohio	18	14	33	54	1,138	1,317	913	995													
Ind.	18	10	12	9	444	580	355	454													
Ill.	46	53	10	N	1,391	1,666	399	1,303													
Mich.	36	42	79	35	841	993	841	918													
Wis.	8	11	3	19	771	875	478	453													
W.N. CENTRAL	63	84	619	624	1,911	1,969	1,952	2,034													
Minn.	33	50	94	104	556	483	608	568													
Iowa	13	7	144	136	232	333	195	261													
Mo.	13	14	14	36	599	530	792	738													
N. Dak.	-	2	127	122	41	52	48	67													
S. Dak.	-	-	150	143	85	100	106	109													
Nebr.	-	1	3	7	179	157	-	42													
Kans.	4	10	87	76	219	314	203	249													
S. ATLANTIC	297	254	1,807	2,048	7,181	7,061	4,599	5,248													
Del.	1	3	37	41	123	70	144	107													
Md.	84	75	345	398	761	790	827	767													
D.C.	17	16	-	-	65	64	U	U													
Va.	62	49	483	490	1,117	943	872	775													
W. Va.	2	2	94	65	138	129	137	135													
N.C.	26	23	362	506	1,130	1,019	1,173	1,208													
S.C.	17	6	129	121	576	534	418	470													
Ga.	21	33	201	261	1,191	1,383	651	1,304													
Fla.	67	47	156	166	2,080	2,129	377	482													
E.S. CENTRAL	20	28	223	241	1,588	1,968	924	1,378													
Ky.	7	5	33	28	344	322	-	124													
Tenn.	6	15	79	125	317	505	473	608													
Ala.	6	6	110	86	495	601	374	510													
Miss.	1	2	1	2	432	540	77	136													
W.S. CENTRAL	16	32	87	28	3,285	4,031	2,838	2,751													
Ark.	3	1	14	28	554	512	120	308													
La.	10	13	-	-	334	608	472	683													
Okla.	2	3	73	N	359	418	291	198													
Tex.	1	15	-	-	2,038	2,493	1,955	1,562													
MOUNTAIN	42	60	176	229	2,615	2,170	2,200	1,785													
Mont.	4	1	54	47	53	71	1	43													
Idaho	3	8	-	N	94	101	81	85													
Wyo.	1	-	42	55	59	57	49	51													
Colo.	16	18	1	42	622	474	644	449													
N. Mex.	2	12	9	6	341	264	217	227													
Ariz.	9	8	57	47	825	692	692	613													
Utah	4	1	8	26	455	305	463	122													
Nev.	3	12	5	6	166	206	53	195													
PACIFIC	212	230	300	365	4,597	4,876	3,995	4,780													
Wash.	23	17	-	-	537	401	670	566													
Oreg.	19	15	1	7	382	264	452	287													
Calif.	162	191	292	335	3,335	3,920	2,610	3,638													
Alaska	1	2	7	23	51	53	15	32													
Hawaii	7	5	-	-	292	238	248	257													
Guam	-	2	-	-	24	31	U	U													
P.R.	-	-	62	45	255	642	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


