
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending January 20, 2007 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	354	801	1,433	1,454	2,016	-	1	178	-	2	-	1	399	-	-						
NEW ENGLAND	7	28	59	27	116	-	0	3	-	-	-	0	2	-	-						
Conn.	-	0	0	-	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	0	16	-	31	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	17	-	29	-	0	1	-	-	-	0	1	-	-						
N.H.	1	6	47	12	20	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	6	12	50	15	36	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	114	106	179	328	407	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	114	106	179	328	407	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	167	322	602	721	820	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	7	-	7	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	40	115	250	238	305	-	0	11	-	-	-	0	2	-	-						
Ohio	127	160	420	478	424	-	0	11	-	-	-	0	3	-	-						
Wis.	-	17	142	5	84	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	21	30	98	80	191	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	6	4	24	15	44	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	12	23	82	59	140	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	8	-	-	-	0	5	-	-	-	0	28	-	-						
S. Dak.	3	1	15	6	7	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	-	86	223	18	172	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	3	6	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	-	-	0	0	-	-	-	0	1	-	-						
Fla.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	-	16	53	15	61	-	0	1	-	-	-	0	0	-	-						
Va.	-	27	133	-	1	-	0	0	-	-	-	0	2	-	-						
W. Va.	-	28	70	-	104	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	1	4	43	22	-	-	0	15	-	2	-	0	16	-	-						
Ala.	1	4	43	21	-	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	1	1	-	-	0	10	-	2	-	0	16	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	40	191	556	168	160	-	0	58	-	-	-	0	26	-	-						
Ark.	5	12	88	6	28	-	0	4	-	-	-	0	2	-	-						
La.	-	1	8	-	1	-	0	13	-	-	-	0	9	-	-						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	35	170	549	162	131	-	0	38	-	-	-	0	16	-	-						
MOUNTAIN	3	61	137	89	150	-	0	61	-	-	-	1	228	-	-						
Ariz.	-	0	0	-	-	-	0	9	-	-	-	0	15	-	-						
Colo.	-	29	76	48	107	-	0	10	-	-	-	0	51	-	-						
Idaho	N	0	0	N	N	-	0	30	-	-	-	0	157	-	-						
Mont.	-	0	7	7	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	3	-	1	-	0	9	-	-	-	0	16	-	-						
N. Mex.	3	4	34	6	13	-	0	1	-	-	-	0	1	-	-						
Utah	-	18	65	28	27	-	0	8	-	-	-	0	17	-	-						
Wyo.	-	1	11	-	2	-	0	7	-	-	-	0	10	-	-						
PACIFIC	1	0	0	1	-	-	0	15	-	-	-	0	51	-	-						
Alaska	1	0	0	1	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	-	-	-	0	37	-	-						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	2	-	-	-	0	14	-	-						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	2	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	2	10	30	3	9	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


