
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 23, 2006 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	39	71	245	2,335	3,020	27	193	597	7,510	3,814	38	42	127	1,492	1,465						
NEW ENGLAND	2	3	20	140	351	-	1	9	46	112	10	2	12	80	100						
Conn.	2	1	3	33	41	-	0	3	-	37	6	0	8	25	22						
Maine	-	0	2	6	3	-	0	2	13	12	-	0	2	7	5						
Mass.	-	1	13	51	218	-	0	5	14	37	-	1	6	27	45						
N.H.	-	0	16	35	74	-	0	2	11	21	-	0	1	1	7						
R.I.	-	0	4	8	10	-	0	4	8	1	4	0	10	16	16						
Vt.	-	0	2	7	5	-	0	1	-	4	-	0	3	4	5						
MID. ATLANTIC	6	7	20	229	496	1	118	199	5,002	500	15	13	43	491	498						
N.J.	-	2	7	55	104	-	2	10	75	191	-	1	10	60	90						
N.Y. (Upstate)	3	1	14	63	76	-	1	43	47	39	9	5	29	203	124						
N.Y. City	-	2	10	64	235	-	113	192	4,767	103	-	1	9	30	76						
Pa.	3	1	5	47	81	1	3	9	113	167	6	4	17	198	208						
E.N. CENTRAL	2	6	12	201	265	4	7	24	267	416	7	9	25	323	303						
Ill.	-	1	4	40	96	-	1	6	24	117	-	1	4	21	44						
Ind.	1	0	5	21	13	3	0	17	42	28	-	0	6	22	20						
Mich.	1	2	8	73	84	-	3	7	101	136	-	2	7	82	85						
Ohio	-	1	4	44	39	1	2	10	94	101	7	4	19	165	129						
Wis.	-	1	5	23	33	-	0	4	6	34	-	0	5	33	25						
W.N. CENTRAL	-	2	30	93	69	2	4	22	117	203	-	1	15	48	59						
Iowa	-	0	2	8	18	-	0	3	13	20	-	0	3	9	4						
Kans.	-	0	5	24	13	-	0	2	8	24	-	0	2	3	2						
Minn.	-	0	29	9	3	1	0	13	17	27	-	0	11	11	16						
Mo.	-	1	3	33	27	1	2	7	69	106	-	0	3	16	23						
Nebr.	-	0	3	12	8	-	0	1	10	21	-	0	2	5	2						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	7	-	-	0	1	-	5	-	0	6	4	10						
S. ATLANTIC	16	11	30	395	531	9	23	66	837	1,037	3	8	19	299	290						
Del.	-	0	2	10	5	-	1	4	34	23	-	0	2	8	13						
D.C.	-	0	2	5	2	-	0	2	5	10	-	0	5	16	8						
Fla.	11	4	14	157	214	7	8	19	301	357	2	3	9	125	79						
Ga.	-	1	7	51	102	1	3	7	124	159	1	0	4	13	23						
Md.	-	1	6	45	52	-	3	10	120	112	-	1	5	53	86						
N.C.	5	0	20	67	64	-	0	23	116	118	-	0	5	28	23						
S.C.	-	0	2	15	30	-	2	7	55	121	-	0	1	2	11						
Va.	-	1	11	40	59	-	1	18	38	110	-	1	7	46	33						
W. Va.	-	0	3	5	3	1	0	18	44	27	-	0	3	8	14						
E.S. CENTRAL	-	2	8	91	211	-	6	14	232	268	-	1	9	56	59						
Ala.	-	0	4	12	39	-	2	8	75	60	-	0	2	7	11						
Ky.	-	0	5	29	22	-	1	5	50	52	-	0	4	17	19						
Miss.	-	0	1	5	16	-	0	3	10	44	-	0	1	1	3						
Tenn.	-	1	5	45	134	-	2	8	97	112	-	1	7	31	26						
W.S. CENTRAL	1	4	77	132	331	2	14	315	480	433	-	1	32	43	32						
Ark.	-	0	9	33	16	-	1	4	33	51	-	0	3	3	5						
La.	-	0	4	12	53	-	0	3	15	61	-	0	2	4	1						
Okla.	1	0	2	5	4	2	0	17	30	31	-	0	3	1	6						
Tex.	-	3	73	82	258	-	12	295	402	290	-	0	26	35	20						
MOUNTAIN	1	5	18	190	227	-	4	39	123	397	2	2	7	86	74						
Ariz.	1	2	16	107	114	-	1	23	32	256	2	1	4	32	16						
Colo.	-	1	4	32	33	-	1	5	28	41	-	0	2	16	17						
Idaho	-	0	2	9	18	-	0	2	10	10	-	0	2	9	3						
Mont.	-	0	3	9	7	-	0	7	-	3	-	0	1	5	5						
Nev.	-	0	2	7	17	-	0	4	14	41	-	0	2	3	16						
N. Mex.	-	0	3	12	19	-	0	3	15	14	-	0	1	4	3						
Utah	-	0	2	11	18	-	0	5	24	30	-	0	1	17	10						
Wyo.	-	0	1	3	1	-	0	1	-	2	-	0	0	-	4						
PACIFIC	11	20	163	864	539	9	9	61	406	448	1	2	9	66	50						
Alaska	-	0	1	-	4	1	0	1	4	7	-	0	1	-	-						
Calif.	10	16	162	783	447	7	7	41	312	299	1	2	9	66	48						
Hawaii	-	0	2	8	21	-	0	1	5	6	-	0	1	-	2						
Oreg.	-	1	5	37	34	-	1	5	52	81	N	0	0	N	N						
Wash.	1	1	13	36	33	1	0	18	33	55	-	0	0	-	-						
Amer. Samoa	U	0	0	U	1	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	2	-	0	0	-	18	-	0	0	-	-						
P.R.	-	0	5	21	56	-	1	8	24	36	-	0	1	1	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


