
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 30, 1999 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1999
Meningococcal Disease cummulative for 1998
Mumps current week
Mumps cummulative for 1999
Mumps cummulative for 1998
Pertussis current week
Pertussis cummulative for 1999
Pertussis cummulative for 1998
Rubella current week
Rubella cummulative for 1999
Rubella cummulative for 1998

tab delimited data:
test
UNITED STATES	1,982	2,207	7	280	560	75	4,530	5,409	-	226	345										
NEW ENGLAND	97	102	-	8	7	4	536	861	-	7	38										
Maine	5	6	-	-	-	-	-	5	-	-	-										
N.H.	12	11	-	1	-	-	78	95	-	-	-										
Vt.	4	5	-	1	-	-	56	68	-	-	-										
Mass.	57	48	-	4	4	4	355	645	-	7	8										
R.I.	4	7	-	2	1	-	33	9	-	-	1										
Conn.	15	25	-	-	2	-	14	39	-	-	29										
MID. ATLANTIC	178	234	-	29	178	10	699	533	-	22	146										
Upstate N.Y.	58	64	-	10	6	10	613	284	-	18	114										
N.Y. City	46	30	-	3	155	-	10	37	-	-	18										
N.J.	41	53	-	-	6	-	12	24	-	1	13										
Pa.	33	87	-	16	11	-	64	188	-	3	1										
E.N. CENTRAL	345	337	1	34	72	21	364	698	-	2	-										
Ohio	122	123	-	14	27	7	184	246	-	-	-										
Ind.	56	60	-	4	6	4	62	129	-	1	-										
Ill.	93	87	1	9	10	8	65	101	-	1	-										
Mich.	42	39	-	7	27	2	49	59	-	-	-										
Wis.	32	28	-	-	2	-	4	163	-	-	-										
W.N. CENTRAL	217	188	1	13	28	2	333	476	-	123	39										
Minn.	49	29	-	1	12	1	187	276	-	5	-										
Iowa	39	37	1	7	10	-	47	64	-	29	-										
Mo.	85	69	-	2	3	1	51	32	-	2	2										
N. Dak.	3	5	-	-	2	-	4	3	-	-	-										
S. Dak.	11	7	-	-	-	-	5	8	-	-	-										
Nebr.	12	13	-	-	-	-	4	15	-	87	-										
Kans.	18	28	U	3	1	U	35	78	U	-	37										
S. ATLANTIC	346	365	1	46	44	14	355	277	-	36	18										
Del.	8	2	-	-	-	-	5	5	-	-	-										
Md.	50	26	1	5	-	1	97	55	-	1	1										
D.C.	1	1	-	2	-	-	-	1	-	-	-										
Va.	45	36	-	10	8	10	29	30	-	-	1										
W. Va.	6	16	-	-	-	-	3	1	-	-	-										
N.C.	40	51	-	8	10	1	86	90	-	35	13										
S.C.	42	51	-	4	6	-	15	25	-	-	-										
Ga.	56	84	-	4	1	2	37	24	-	-	-										
Fla.	98	98	-	13	19	-	83	46	-	-	3										
E.S. CENTRAL	121	169	1	12	14	1	70	110	-	1	2										
Ky.	26	31	-	-	-	-	21	49	-	-	-										
Tenn.	43	60	-	-	1	-	27	33	-	-	2										
Ala.	30	44	1	9	8	1	19	24	-	1	-										
Miss.	22	34	-	3	5	-	3	4	-	-	-										
W.S. CENTRAL	165	267	1	33	55	5	157	330	-	15	87										
Ark.	31	27	-	-	12	1	19	75	-	6	-										
La.	34	51	-	3	7	-	3	8	-	-	-										
Okla.	26	37	-	1	-	-	12	31	-	-	-										
Tex.	74	152	1	29	36	4	123	216	-	9	87										
MOUNTAIN	125	124	1	25	36	10	611	941	-	16	5										
Mont.	2	4	-	-	-	-	2	9	-	-	-										
Idaho	10	10	-	1	4	-	135	212	-	-	-										
Wyo.	4	5	-	-	1	-	2	8	-	-	-										
Colo.	32	23	-	5	6	1	179	232	-	1	-										
N. Mex.	14	24	N	N	N	7	133	87	-	-	1										
Ariz.	42	39	1	8	6	2	100	191	-	13	1										
Utah	14	12	-	6	5	-	55	161	-	1	2										
Nev.	7	7	U	5	14	U	5	41	U	1	1										
PACIFIC	388	421	1	80	126	8	1,405	1,183	-	4	10										
Wash.	59	58	-	2	9	6	593	275	-	-	5										
Oreg.	69	73	N	N	N	1	47	81	-	-	-										
Calif.	249	282	1	64	91	1	731	797	-	4	3										
Alaska	5	3	-	2	2	-	4	14	-	-	-										
Hawaii	6	5	-	12	24	-	30	16	-	-	2										
Guam	2	2	U	1	5	U	1	1	U	-	-										
P.R.	5	9	-	-	3	-	16	6	-	-	14										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


