
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 19, 2011 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	146	245	742	10,136	12,645	1	3	15	185	133	7	27	245	1,822	1,489						
NEW ENGLAND	-	4	19	228	306	-	0	1	1	-	-	0	1	6	5						
Conn.	-	0	4	36	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	29	7	-	0	0	-	-	-	0	0	-	2						
Mass.	-	3	18	150	203	-	0	0	-	-	-	0	1	4	-						
N.H.	-	0	1	3	14	-	0	1	1	-	-	0	1	1	1						
R.I.	-	0	4	6	12	-	0	0	-	-	-	0	1	1	2						
Vt.	-	0	1	4	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	12	15	74	864	1,502	1	0	2	16	2	-	1	4	53	98						
N.J.	-	3	16	172	351	-	0	0	-	1	-	0	1	-	58						
N.Y. (Upstate)	9	4	20	265	209	-	0	1	3	1	-	0	1	7	15						
N.Y. City	3	5	22	317	283	-	0	0	-	-	-	0	3	29	11						
Pa.	-	3	56	110	659	1	0	2	13	-	-	0	3	17	14						
E.N. CENTRAL	6	15	40	684	1,439	-	0	2	9	3	-	1	8	105	75						
Ill.	-	5	16	200	795	-	0	1	2	2	-	0	4	43	34						
