
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending January 21, 2012 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2012
Giardiasis cummulative for 2011
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2012
Gonorrhea cummulative for 2011
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2012
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2011

tab delimited data:
test
UNITED STATES	111	282	441	355	700	2,693	5,973	6,719	10,749	17,756	31	64	87	141	235						
NEW ENGLAND	1	27	64	6	63	45	108	178	91	198	-	4	9	4	18						
Conn.	-	4	10	-	13	-	45	101	-	49	-	1	4	1	5						
Maine	-	3	10	3	4	-	5	18	-	7	-	0	2	2	3						
Mass.	-	12	29	-	36	41	47	80	61	133	-	2	4	-	8						
N.H.	1	2	8	1	5	-	2	7	-	5	-	0	2	1	1						
R.I.	-	0	10	-	1	4	7	35	30	2	-	0	1	-	-						
Vt.	-	3	19	2	4	-	0	6	-	2	-	0	2	-	1						
MID. ATLANTIC	16	54	91	52	120	405	744	916	1,690	2,014	11	15	25	49	43						
N.J.	-	0	0	-	-	23	151	232	296	366	-	2	6	-	8						
N.Y. (Upstate)	12	22	51	22	25	94	115	288	220	207	5	3	12	8	3						
N.Y. City	3	16	29	14	50	39	241	315	426	719	2	3	10	12	5						
Pa.	1	16	30	16	45	249	258	416	748	722	4	5	13	29	27						
E.N. CENTRAL	21	47	84	71	147	244	1,055	1,263	1,490	3,996	5	11	22	20	44						
Ill.	-	10	19	1	29	11	288	383	182	965	-	3	11	1	10						
Ind.	-	6	13	2	15	50	133	169	203	704	-	2	6	1	5						
Mich.	3	10	21	16	30	124	237	371	544	1,020	-	1	4	2	5						
Ohio	18	15	31	41	44	48	310	398	387	1,019	5	4	7	15	15						
Wis.	-	8	19	11	29	11	88	118	174	288	-	1	4	1	9						
W.N. CENTRAL	11	20	52	44	56	14	311	378	175	862	1	2	10	3	6						
Iowa	3	4	15	15	13	1	37	79	104	120	-	0	1	-	-						
Kans.	-	2	9	-	5	-	42	65	13	101	-	0	2	-	-						
Minn.	-	0	0	-	-	-	44	61	-	119	-	0	0	-	-						
Mo.	6	8	23	18	20	-	150	204	-	416	1	1	5	1	4						
Nebr.	2	3	11	10	11	13	27	52	51	57	-	0	2	2	2						
N. Dak.	-	0	12	-	-	-	4	9	-	14	-	0	6	-	-						
S. Dak.	-	1	8	1	7	-	11	20	7	35	-	0	1	-	-						
S. ATLANTIC	26	50	103	78	122	965	1,490	1,947	3,548	4,186	6	14	31	36	53						
Del.	-	0	3	-	-	15	15	35	38	48	-	0	2	-	-						
D.C.	-	1	5	-	1	8	38	105	131	126	-	0	1	-	-						
Fla.	19	23	69	46	82	220	376	472	905	1,183	-	5	12	11	20						
Ga.	-	10	51	10	12	221	312	461	683	765	1	2	6	5	13						
Md.	7	6	13	13	8	53	117	176	84	283	2	2	5	8	3						
N.C.	N	0	0	N	N	274	334	548	1,208	975	3	1	7	4	3						
S.C.	-	2	8	5	6	-	162	420	-	360	-	1	5	4	3						
Va.	-	5	12	4	13	160	121	352	471	387	-	2	8	2	11						
W. Va.	-	0	8	-	-	14	14	29	28	59	-	0	5	2	-						
E.S. CENTRAL	1	3	9	5	5	78	515	789	410	1,204	4	3	12	10	19						
Ala.	1	3	9	5	5	-	165	408	-	479	-	1	3	-	7						
Ky.	N	0	0	N	N	61	76	151	163	39	1	1	4	4	3						
Miss.	N	0	0	N	N	-	103	191	-	249	-	0	3	-	2						
Tenn.	N	0	0	N	N	17	145	222	247	437	3	2	8	6	7						
W.S. CENTRAL	2	5	15	2	13	625	878	1,176	1,779	2,628	3	2	10	6	9						
Ark.	2	2	8	2	3	-	85	138	-	254	-	0	3	1	1						
La.	-	2	10	-	10	184	120	255	231	290	-	0	4	-	4						
Okla.	-	0	0	-	-	40	33	196	60	212	3	1	9	5	4						
Tex.	N	0	0	N	N	401	590	834	1,488	1,872	-	0	1	-	-						
MOUNTAIN	2	25	45	20	66	131	202	322	414	617	-	5	10	7	26						
Ariz.	-	2	6	1	6	84	84	130	299	202	-	1	6	3	10						
Colo.	-	11	25	10	22	43	39	89	95	158	-	1	5	-	7						
Idaho	1	3	9	3	11	-	3	13	-	9	-	0	2	-	2						
Mont.	1	2	5	2	2	-	1	4	2	6	-	0	1	-	1						
