
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2011 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	91	275	452	312	719	1	2	11	5	5	1	24	91	5	20						
NEW ENGLAND	-	4	17	2	78	-	0	0	-	-	-	0	1	-	-						
Conn.	-	0	1	1	63	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	-	1	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	16	-	13	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	2	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	1	-	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	5	30	64	23	133	-	0	1	-	-	-	1	4	-	-						
N.J.	-	6	16	1	18	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	2	3	15	5	7	-	0	1	-	-	-	0	3	-	-						
N.Y. City	2	5	14	10	22	-	0	1	-	-	-	0	4	-	-						
Pa.	1	12	55	7	86	-	0	1	-	-	-	0	3	-	-						
E.N. CENTRAL	7	25	238	23	87	-	0	1	-	-	1	1	10	1	1						
Ill.	-	9	228	-	40	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	-	2	-	0	1	-	-	-	0	5	-	1						
Mich.	1	5	10	5	4	-	0	0	-	-	-	0	1	-	-						
Ohio	6	5	18	18	25	-	0	0	-	-	1	0	2	1	-						
Wis.	-	4	21	-	16	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	6	35	81	33	176	-	0	4	-	-	-	4	21	-	-						
Iowa	-	1	4	1	6	-	0	0	-	-	-	0	1	-	-						
Kans.	3	5	13	7	10	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	3	27	66	24	160	-	0	4	-	-	-	4	20	-	-						
Nebr.	-	1	10	1	-	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	30	51	134	113	95	1	1	9	2	4	-	8	60	-	18						
Del.	-	0	4	-	8	-	0	1	-	-	-	0	3	-	-						
D.C.	-	0	4	-	2	-	0	1	-	-	-	0	0	-	-						
Fla.	28	23	53	93	24	1	0	1	1	-	-	0	2	-	-						
Ga.	2	14	39	15	42	-	0	6	-	4	-	0	0	-	-						
Md.	-	2	8	3	3	-	0	1	1	-	-	0	5	-	1						
N.C.	-	3	36	-	10	-	0	3	-	-	-	2	48	-	16						
S.C.	-	1	5	-	5	-	0	1	-	-	-	0	2	-	1						
Va.	-	3	8	2	1	-	0	2	-	-	-	2	12	-	-						
W. Va.	-	0	66	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	4	13	40	15	23	-	0	3	-	-	-	5	29	1	-						
Ala.	1	4	14	7	5	-	0	1	-	-	-	1	8	-	-						
Ky.	-	3	28	1	9	-	0	2	-	-	-	0	0	-	-						
Miss.	-	1	4	-	1	-	0	0	-	-	-	0	3	-	-						
Tenn.	3	5	14	7	8	-	0	2	-	-	-	4	20	1	-						
W.S. CENTRAL	20	52	112	35	44	-	0	3	-	-	-	1	18	-	-						
Ark.	-	1	6	1	4	-	0	2	-	-	-	0	17	-	-						
La.	-	5	13	-	5	-	0	0	-	-	-	0	1	-	-						
Okla.	2	5	13	2	2	-	0	3	-	-	-	0	6	-	-						
Tex.	18	43	91	32	33	-	0	1	-	-	-	0	3	-	-						
MOUNTAIN	4	15	32	22	43	-	0	5	3	-	-	0	3	3	1						
Ariz.	3	8	18	9	23	-	0	5	3	-	-	0	3	3	-						
Colo.	-	2	8	10	10	-	0	1	-	-	-	0	1	-	-						
Idaho	1	0	3	2	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	6	-	1	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	1	6	-	0	0	-	-	-	0	1	-	1						
Utah	-	1	4	-	2	-	0	0	-	-	-	0	1	-	-						
