
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 26, 2000 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2000
Meningococcal Disease cummulative for 1999
Mumps current week
Mumps cummulative for 2000
Mumps cummulative for 1999
Pertussis current week
Pertussis cummulative for 2000
Pertussis cummulative for 1999
Rubella current week
Rubella cummulative for 2000
Rubella cummulative for 1999

tab delimited data:
test
UNITED STATES	1,439	1,690	5	245	249	108	3,655	3,898	-	110	218										
NEW ENGLAND	86	77	-	3	6	21	871	459	-	11	7										
Maine	8	5	-	-	-	16	30	-	-	-	-										
N.H.	9	11	-	-	1	-	79	72	-	2	-										
Vt.	2	4	-	-	1	2	166	37	-	-	-										
Mass.	51	41	-	-	4	1	547	318	-	8	7										
R.I.	7	4	-	1	-	2	14	20	-	-	-										
Conn.	9	12	U	2	-	U	35	12	U	1	-										
MID. ATLANTIC	139	160	1	18	33	13	353	653	-	9	27										
Upstate N.Y.	45	44	1	7	6	7	159	529	-	2	17										
N.Y. City	30	47	-	4	9	-	42	30	-	7	4										
N.J.	28	36	-	3	1	6	34	17	-	-	3										
Pa.	36	33	-	4	17	-	118	77	-	-	3										
E.N. CENTRAL	246	298	-	25	34	23	417	358	-	1	2										
Ohio	61	107	-	7	11	19	224	149	-	-	-										
Ind.	35	41	-	-	4	-	52	46	-	-	1										
Ill.	64	80	-	6	9	4	45	67	-	1	1										
Mich.	66	44	-	12	8	-	47	32	-	-	-										
Wis.	20	26	U	-	2	U	49	64	U	-	-										
W.N. CENTRAL	120	164	-	16	9	17	262	216	-	-	123										
Minn.	14	36	-	-	1	17	161	79	-	-	5										
Iowa	21	29	-	6	4	-	32	33	-	-	29										
Mo.	69	60	-	5	1	-	36	46	-	-	2										
N. Dak.	2	3	-	-	-	-	2	4	-	-	-										
S. Dak.	5	10	-	-	-	-	3	5	-	-	-										
Nebr.	4	9	-	3	-	-	5	3	-	-	87										
Kans.	5	17	U	2	3	U	23	46	U	-	-										
S. ATLANTIC	237	279	3	40	37	7	300	270	-	61	31										
Del.	-	7	-	-	-	-	8	4	-	-	-										
Md.	22	43	-	9	3	1	74	84	-	-	1										
D.C.	-	3	-	-	2	-	3	-	-	-	-										
Va.	35	35	2	8	8	3	44	17	-	-	-										
W. Va.	10	4	-	-	-	-	1	2	-	-	-										
N.C.	31	32	-	5	8	-	69	66	-	52	30										
S.C.	17	33	-	11	3	2	23	14	-	7	-										
Ga.	38	49	-	2	3	-	25	25	-	-	-										
Fla.	84	73	1	5	10	1	53	58	-	2	-										
E.S. CENTRAL	103	120	-	6	10	5	75	69	-	5	2										
Ky.	22	23	-	-	-	2	32	20	-	1	-										
Tenn.	43	48	-	2	-	-	25	29	-	1	-										
Ala.	28	30	-	2	7	3	17	17	-	3	2										
Miss.	10	19	-	2	3	-	1	3	-	-	-										
W.S. CENTRAL	103	181	-	23	32	7	185	133	-	4	6										
Ark.	12	31	-	2	-	-	26	16	-	-	-										
La.	28	53	-	3	7	-	3	9	-	-	-										
Okla.	22	27	-	-	1	-	6	13	-	-	-										
Tex.	41	70	-	18	24	7	150	95	-	4	6										
MOUNTAIN	99	100	-	15	10	9	492	475	-	2	16										
Mont.	4	2	-	1	-	-	24	2	-	-	-										
Idaho	6	8	-	-	1	-	47	115	-	-	-										
Wyo.	-	3	-	1	-	-	3	2	-	-	-										
Colo.	28	27	-	1	3	5	268	178	-	1	1										
N. Mex.	7	13	-	1	N	1	74	64	-	-	-										
Ariz.	44	29	-	3	-	3	52	61	-	1	13										
Utah	7	12	-	4	3	-	15	49	-	-	1										
Nev.	3	6	-	4	3	-	9	4	-	-	1										
PACIFIC	306	311	1	99	78	6	700	1,265	-	17	4										
Wash.	37	51	-	5	2	6	222	539	-	7	-										
Oreg.	45	55	N	N	N	U	85	26	U	-	-										
Calif.	211	193	1	74	63	-	348	668	-	10	4										
Alaska	5	6	-	7	1	-	19	4	-	-	-										
Hawaii	8	6	-	13	12	-	26	28	-	-	-										
Guam	-	1	U	-	1	U	-	1	U	-	-										
P.R.	5	9	-	-	-	-	2	17	-	-	-										
V.I.	-	U	U	-	U	U	-	U	U	-	U										
Amer. Samoa	-	U	U	-	U	U	-	U	U	-	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


