
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 21, 1996 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Measles (Rubeola), Total cummulative for 1996
Measles (Rubeola), Total cummulative for 1995
Mumps current week
Mumps cummulative for 1996
Mumps cummulative for 1995
Pertussis current week
Pertussis cummulative for 1996
Pertussis cummulative for 1995
Rubella current week
Rubella cummulative for 1996
Rubella cummulative for 1995

tab delimited data:
test
UNITED STATES	488	297	14	641	863	178	6,262	4,478	1	210	122										
NEW ENGLAND	15	12	1	3	12	40	1,489	676	-	26	50										
Maine	-	-	-	-	4	-	24	47	-	-	-										
N.H.	-	-	-	-	1	8	165	55	-	-	1										
Vt.	2	-	-	-	-	11	231	80	-	2	-										
Mass.	12	5	-	2	3	20	1,001	458	-	20	10										
R.I.	-	5	1	1	1	-	32	4	-	-	-										
Conn.	1	2	-	-	3	1	36	32	-	4	39										
MID. ATLANTIC	28	13	2	89	126	47	731	417	-	13	15										
Upstate N.Y.	-	1	1	27	31	43	480	225	-	5	4										
N.Y. City	12	5	-	17	16	-	48	56	-	5	8										
N.J.	3	7	-	3	21	-	19	19	-	2	3										
Pa.	13	-	1	42	58	4	184	117	-	1	-										
E.N. CENTRAL	14	15	6	104	170	14	597	593	-	3	4										
Ohio	6	2	6	49	53	7	280	175	-	-	-										
Ind.	-	-	-	8	9	1	94	59	-	-	-										
Ill.	3	2	-	20	48	6	166	133	-	1	-										
Mich.	3	5	-	26	60	-	52	99	-	2	4										
Wis.	2	6	-	1	-	-	5	127	-	-	-										
W.N. CENTRAL	23	3	-	19	47	36	456	253	-	-	1										
Minn.	18	-	-	6	8	20	353	125	-	-	-										
Iowa	1	-	-	3	11	3	25	11	-	-	-										
Mo.	3	2	-	7	23	7	54	61	-	-	-										
N. Dak.	-	-	-	2	1	-	1	8	-	-	-										
S. Dak.	-	-	-	-	-	-	4	12	-	-	-										
Nebr.	-	-	-	-	4	6	15	14	-	-	-										
Kans.	1	1	U	1	-	U	4	22	U	-	1										
S. ATLANTIC	14	19	1	109	150	6	695	342	-	100	13										
Del.	1	-	-	-	-	-	27	10	-	-	-										
Md.	2	1	1	31	37	3	260	49	-	-	1										
D.C.	1	-	-	1	-	1	5	6	-	2	-										
Va.	3	-	U	16	25	U	99	31	U	2	-										
W. Va.	-	-	U	-	-	U	6	-	U	-	-										
N.C.	4	-	-	21	41	-	131	110	-	85	1										
S.C.	-	-	-	7	11	1	49	27	-	1	-										
Ga.	2	4	-	3	10	-	18	25	-	-	-										
Fla.	1	14	-	30	26	1	100	84	-	10	11										
E.S. CENTRAL	2	-	-	23	19	1	197	276	-	2	1										
Ky.	-	-	-	-	-	-	140	26	-	-	-										
Tenn.	2	-	-	3	5	-	21	209	-	-	1										
Ala.	-	-	-	5	4	1	27	38	-	2	-										
Miss.	-	-	U	15	10	U	9	3	N	N	N										
W.S. CENTRAL	28	34	2	46	56	2	127	294	-	3	7										
Ark.	-	2	-	1	7	-	10	39	-	-	-										
La.	-	18	-	18	15	-	11	21	-	1	-										
Okla.	-	-	-	1	1	-	19	31	-	-	-										
Tex.	28	14	2	26	33	2	87	203	-	2	7										
MOUNTAIN	159	70	-	22	31	16	462	681	-	7	4										
Mont.	-	-	-	-	1	-	36	9	-	-	-										
Idaho	2	2	-	-	4	2	110	107	-	2	-										
Wyo.	1	-	-	1	-	-	8	1	-	-	-										
Colo.	7	26	-	3	2	13	152	114	-	3	-										
N. Mex.	17	31	N	N	N	1	62	147	-	-	-										
Ariz.	8	10	-	1	2	-	29	155	-	1	3										
Utah	119	-	-	2	11	-	24	31	-	-	1										
Nev.	5	1	-	15	11	-	41	117	-	1	-										
PACIFIC	205	131	2	226	252	16	1,508	946	1	56	27										
Wash.	51	20	1	21	15	3	722	355	-	2	1										
Oreg.	11	1	-	-	-	-	35	66	-	1	-										
Calif.	46	108	1	173	211	13	718	464	1	50	21										
Alaska	63	-	-	3	12	-	4	1	-	-	-										
Hawaii	34	2	-	29	14	-	29	60	-	3	5										
Guam	-	-	U	5	4	U	1	2	U	-	1										
P.R.	8	3	-	1	3	-	1	2	-	-	-										
V.I.	-	-	U	-	3	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	1	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


